rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,numSeats,numCands
8,2,15,7,9,14,1,17,5,3,13,18,16,11,10,6,4,12,1.0,18.0
6,1,15,9,8,14,2,17,5,3,12,18,16,13,10,4,7,11,,
11,3,16,5,9,14,1,17,6,2,8,18,15,13,10,7,4,12,,
8,3,17,4,5,14,1,16,7,2,11,18,15,13,10,9,6,12,,
18,18,18,3,1,18,2,18,18,18,18,18,18,18,18,18,18,18,,
4,2,17,5,8,14,1,16,7,3,11,18,15,13,9,10,6,12,,
6,2,17,7,9,14,1,16,5,3,10,18,15,13,11,8,4,12,,
12,3,18,5,6,14,1,16,4,2,11,18,15,9,13,7,8,10,,
6,2,10,4,6,8,1,12,3,2,8,13,11,9,7,5,4,9,,
8,3,17,5,9,14,1,16,6,2,10,18,14,13,7,11,4,12,,
8,3,17,5,9,14,1,15,6,2,12,18,16,13,11,7,4,10,,
7,3,18,5,6,18,1,18,4,2,9,18,18,10,18,8,11,18,,
9,3,16,5,7,14,1,15,6,2,10,18,17,13,11,8,4,12,,
11,3,17,5,10,14,1,16,6,2,12,18,15,13,7,8,4,9,,
8,3,17,5,6,14,1,17,4,3,10,18,17,13,12,9,7,11,,
7,3,14,5,8,16,1,17,4,2,10,18,15,12,13,9,6,11,,
8,3,17,4,7,14,1,16,6,2,11,18,15,13,10,9,5,12,,
6,3,17,7,8,14,1,15,4,2,12,18,16,13,10,9,5,11,,
8,3,17,5,9,15,1,14,4,2,11,18,16,13,10,6,7,12,,
4,3,17,9,11,14,1,14,6,2,10,17,14,12,7,8,5,12,,
9,3,17,6,8,14,1,16,5,2,11,18,15,13,7,10,4,12,,
9,3,16,5,7,14,1,17,6,2,11,18,15,12,10,8,4,13,,
8,2,17,6,9,14,1,16,5,3,10,18,15,13,11,7,4,12,,
9,3,17,5,8,14,2,16,6,1,12,18,15,11,10,7,4,13,,
6,3,17,5,9,14,1,16,4,2,11,18,15,13,10,8,7,12,,
9,2,18,4,7,13,1,16,4,2,10,18,15,13,10,7,4,10,,
6,2,17,7,10,15,1,13,4,3,9,18,16,14,11,8,5,12,,
6,3,17,5,7,14,1,16,4,2,10,18,15,13,11,9,8,12,,
5,3,17,8,12,13,1,16,4,2,15,18,14,11,9,7,6,10,,
8,3,17,6,7,14,1,16,4,2,11,18,15,13,10,9,5,12,,
7,3,17,5,9,14,1,16,4,2,12,18,15,13,10,8,6,11,,
10,3,17,6,9,14,1,16,5,2,8,18,15,13,12,7,4,11,,
7,3,16,6,8,14,1,15,4,2,11,18,17,13,10,9,5,12,,
3,5,4,13,13,10,16,16,9,18,6,8,11,12,2,7,17,1,,
6,3,17,7,8,14,1,16,4,2,12,18,15,11,13,9,5,10,,
7,2,16,8,6,13,1,18,3,4,10,15,17,14,11,9,5,12,,
9,3,17,5,8,15,1,14,4,2,10,18,16,12,11,7,6,13,,
9,3,18,7,8,14,1,15,5,2,11,17,16,12,10,6,4,13,,
8,3,17,8,10,18,1,15,4,2,13,16,14,14,8,9,5,12,,
8,2,18,4,7,14,1,16,5,3,12,17,15,13,11,9,6,10,,
8,2,17,6,9,14,1,16,5,3,10,18,15,13,11,7,4,12,,
7,2,17,4,9,14,1,16,5,3,12,18,15,13,10,8,6,11,,
4,5,18,18,7,18,3,18,18,6,18,18,18,18,18,1,7,18,,
9,3,18,5,8,14,1,17,4,2,11,16,15,10,13,7,6,12,,
9,3,17,6,8,14,1,15,5,2,10,18,16,13,11,7,4,12,,
9,3,17,5,8,14,1,15,6,2,10,18,16,13,11,7,4,12,,
8,3,17,6,9,14,1,15,5,2,10,18,16,13,11,7,4,12,,
9,3,15,7,6,13,1,16,5,2,11,18,17,14,10,8,4,12,,
7,2,18,8,10,14,1,15,4,3,11,17,16,12,9,6,5,13,,
9,3,16,5,8,14,2,17,6,1,11,18,15,13,10,7,4,12,,
10,3,17,6,8,14,1,16,7,2,9,18,15,12,11,5,4,13,,
10,3,17,6,11,14,1,16,5,2,9,18,15,13,8,7,4,12,,
7,3,17,5,8,14,1,16,4,2,12,18,15,13,10,9,6,11,,
8,3,18,7,10,13,1,16,5,2,9,17,14,15,11,6,4,12,,
7,2,17,6,7,14,1,16,5,3,10,18,15,12,11,9,4,13,,
9,3,17,4,6,14,1,16,8,2,11,18,15,13,10,7,5,12,,
8,3,15,7,9,16,1,14,4,2,11,17,18,13,10,6,5,12,,
10,2,17,6,7,15,1,16,5,3,11,18,14,13,8,9,4,12,,
8,2,16,6,10,14,1,17,4,3,9,18,15,12,13,7,5,11,,
8,3,17,7,6,14,1,16,4,2,10,18,15,13,12,9,5,11,,
8,2,18,7,6,13,1,16,4,3,10,17,14,15,12,9,5,11,,
10,3,18,6,7,14,1,16,5,2,12,17,15,13,9,8,4,11,,
10,3,17,6,7,13,1,16,4,2,11,18,15,12,9,8,5,14,,
10,3,17,5,11,16,1,15,4,2,7,18,14,13,9,8,6,12,,
8,3,17,6,7,14,1,16,5,2,11,18,15,10,12,9,4,13,,
9,2,15,6,10,14,1,17,7,3,11,18,16,13,8,5,4,12,,
9,3,17,6,8,14,1,16,5,2,10,18,15,13,11,7,4,12,,
8,3,16,6,7,15,1,14,4,2,11,18,17,13,10,9,5,12,,
9,3,17,6,8,14,1,16,4,2,10,18,15,13,11,7,5,12,,
18,18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,,
9,3,17,6,8,14,1,15,5,2,10,18,16,12,13,7,4,11,,
8,3,17,6,9,13,1,15,4,2,14,16,18,11,12,7,5,10,,
8,2,17,6,9,14,1,16,5,3,11,18,15,13,10,7,4,12,,
10,2,17,5,7,14,1,16,4,3,9,18,15,13,11,8,6,12,,
9,2,17,5,8,16,1,12,6,3,10,14,18,11,15,7,4,13,,
13,4,16,7,18,8,1,17,5,2,12,14,15,10,11,6,3,9,,
7,3,17,8,11,14,2,15,6,1,10,18,16,13,9,5,4,12,,
6,3,17,5,8,14,1,16,7,2,12,18,15,13,11,9,5,10,,
8,2,17,6,4,14,1,15,5,3,10,18,16,13,11,9,7,12,,
9,3,17,6,10,13,1,15,4,2,8,18,16,11,12,7,5,14,,
7,3,17,5,8,14,1,15,4,2,12,18,16,13,11,9,6,10,,
8,1,17,6,9,10,3,16,7,2,12,18,15,13,11,5,4,14,,
9,6,14,5,7,15,1,18,3,2,12,16,17,13,10,8,4,11,,
8,3,18,5,9,15,1,14,4,2,12,17,16,13,10,6,7,11,,
10,8,6,18,4,5,16,15,2,13,7,1,3,11,14,12,17,9,,
9,3,17,6,7,14,1,16,5,2,11,18,15,13,10,8,4,12,,
7,2,17,6,8,14,1,15,4,3,11,18,16,13,10,9,5,12,,
10,3,17,7,8,15,1,16,4,2,13,18,12,14,9,6,5,11,,
9,3,16,6,10,11,2,15,4,1,13,18,14,7,8,17,5,12,,
8,3,17,5,7,15,1,16,6,2,13,18,14,11,10,9,4,12,,
8,3,17,6,11,14,1,16,4,2,9,18,15,13,10,7,5,12,,
7,2,17,8,5,14,1,15,6,3,9,16,18,13,11,10,4,12,,
10,3,18,5,13,18,1,18,4,2,12,11,18,18,9,6,7,8,,
12,3,17,6,7,14,1,16,5,2,13,18,15,11,9,8,4,10,,
8,3,15,6,10,14,1,16,4,2,9,18,17,13,11,7,5,12,,
7,3,18,8,9,14,1,15,6,2,10,17,16,13,12,5,4,11,,
5,3,17,7,8,13,1,15,6,2,11,18,16,12,10,9,4,14,,
7,5,18,6,11,17,1,15,4,2,12,3,16,14,9,10,8,13,,
9,7,17,4,3,14,2,15,5,1,11,18,16,13,10,6,8,12,,
6,2,17,7,10,14,1,15,5,4,11,18,16,13,9,8,3,12,,
5,3,16,6,7,14,1,18,4,2,12,17,15,13,11,9,10,8,,
9,7,17,4,3,14,2,15,5,1,11,18,16,13,10,6,8,12,,
8,3,17,6,7,14,1,16,4,2,10,18,15,12,11,9,5,13,,
8,3,17,4,9,14,1,15,6,2,11,18,16,12,10,7,5,13,,
8,3,15,6,9,17,1,14,4,2,12,18,16,13,11,7,5,10,,
8,3,15,6,7,13,1,16,5,2,11,18,17,14,9,4,10,12,,
8,3,17,6,9,14,1,16,5,2,12,18,15,11,10,7,4,13,,
10,3,17,7,8,14,1,16,5,2,12,18,15,11,9,6,4,13,,
6,2,17,7,9,14,1,15,4,3,10,18,16,11,12,8,5,13,,
7,3,18,6,9,16,1,14,4,2,11,17,15,13,10,8,5,12,,
8,3,17,6,7,14,1,16,5,2,12,18,15,13,10,9,4,11,,
8,2,17,5,12,15,1,14,4,3,10,18,16,11,9,7,6,13,,
9,3,17,5,8,14,1,16,6,2,10,18,15,13,11,7,4,12,,
5,3,17,7,8,13,1,15,4,2,10,18,16,14,11,9,6,12,,
9,3,17,7,6,14,1,16,4,2,11,18,15,13,10,9,5,12,,
9,2,17,6,8,14,1,16,5,3,10,18,15,13,11,7,4,12,,
8,3,17,6,7,14,1,15,5,2,10,18,16,12,11,9,4,13,,
14,3,17,6,9,12,1,16,4,2,15,18,13,10,7,8,5,11,,
10,3,17,4,8,14,2,15,6,1,12,18,16,13,9,7,5,11,,
18,18,18,18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,,
9,3,17,5,8,14,1,16,4,2,12,18,15,13,11,8,6,10,,
9,3,17,6,8,14,1,15,5,2,10,18,16,13,12,7,4,11,,
