rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,numSeats,numCands
17,17,17,17,17,1,17,3,17,17,17,17,17,17,2,17,4,,
7,3,4,17,8,2,9,15,11,13,12,16,6,14,10,5,1,,
17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,,
17,17,17,17,17,2,17,1,17,17,17,17,17,17,10,17,17,,
17,17,17,17,17,1,4,17,17,17,17,17,17,17,3,17,2,,
13,15,1,3,6,4,14,10,8,17,16,11,12,2,7,5,9,,
17,17,17,17,17,1,17,17,17,17,17,17,17,2,4,17,3,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,,
15,16,5,7,9,10,2,1,13,17,11,12,14,4,6,8,3,,
17,17,17,17,4,1,17,5,17,17,17,17,17,2,17,17,3,,
17,17,5,17,17,2,17,17,6,17,17,17,7,8,3,1,4,,
15,3,4,12,8,7,5,6,13,14,16,9,10,17,1,11,2,,
16,9,10,9,16,9,1,1,2,16,16,17,16,9,16,9,1,,
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,1,,
17,17,17,1,17,1,17,17,17,17,1,17,17,17,17,17,17,,
14,10,7,14,7,10,17,1,7,10,7,7,7,10,10,10,10,,
17,16,14,10,16,9,12,13,16,16,16,16,16,11,15,16,1,,
17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,,
17,17,17,17,17,1,2,3,17,17,17,17,17,4,5,6,17,,
10,11,8,3,9,16,1,6,5,15,7,17,2,13,12,4,14,,
17,17,17,17,17,1,17,11,17,17,17,17,17,17,16,2,17,,
17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,17,17,,
17,16,16,16,16,2,1,16,16,16,16,16,16,16,16,16,16,,
17,17,4,2,17,17,1,17,17,17,17,17,17,17,17,17,3,,
17,17,17,4,17,17,1,17,17,17,17,17,17,3,17,17,2,,
17,17,2,17,17,1,1,1,17,17,17,17,17,17,1,17,17,,
15,14,10,7,9,3,1,11,6,16,13,17,12,2,5,4,8,,
17,17,17,6,4,5,2,1,17,17,17,17,17,17,3,17,17,,
17,17,7,17,17,1,8,2,6,17,17,17,17,5,3,17,4,,
17,17,4,17,3,17,2,3,17,17,17,17,17,17,17,17,1,,
10,12,5,2,17,6,1,7,8,14,11,17,17,13,9,3,4,,
17,5,17,17,17,3,2,17,17,7,17,17,17,1,17,17,4,,
17,17,17,2,17,17,17,3,17,17,17,17,5,4,17,1,17,,
17,17,6,17,17,4,2,1,17,17,17,17,17,3,17,17,5,,
9,4,10,3,15,13,2,8,16,12,14,7,5,17,11,6,1,,
17,17,17,17,17,3,17,1,17,17,17,17,17,17,2,17,17,,
14,4,5,12,3,2,1,9,6,11,16,8,17,10,15,7,13,,
17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,17,,
8,15,6,16,5,2,4,2,7,13,14,11,9,12,17,10,3,,
17,17,3,17,17,1,2,3,17,17,17,17,17,17,17,17,17,,
14,16,12,15,2,1,12,12,12,12,12,12,12,13,17,12,12,,
10,11,8,1,9,15,13,3,5,6,12,4,7,14,17,2,16,,
16,16,17,16,7,1,16,2,5,16,16,16,16,16,3,4,6,,
12,10,1,16,3,4,17,11,8,5,7,9,6,15,14,13,2,,
17,17,1,2,17,3,17,17,17,17,17,17,17,4,17,5,17,,
17,17,17,17,4,3,6,17,2,17,17,17,5,17,1,17,17,,
16,10,3,17,7,11,4,2,6,5,13,9,1,15,14,12,8,,
17,17,17,17,17,1,3,17,17,17,17,17,17,4,2,17,17,,
17,17,17,17,17,17,17,1,17,17,17,17,17,17,17,17,17,,
17,17,6,17,8,1,2,3,17,17,17,7,17,5,9,17,4,,
5,10,9,11,3,1,13,8,14,17,2,16,15,7,4,6,12,,
17,1,17,17,17,6,3,2,17,17,17,17,17,4,5,17,17,,
16,16,17,2,16,4,1,3,16,16,16,16,16,16,16,16,16,,
17,17,17,3,17,4,2,1,17,17,17,17,17,17,17,17,17,,
