rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,numSeats,numCands
10,1,7,8,11,3,4,12,15,5,14,9,6,13,2,1.0,15.0
2,5,9,3,8,13,10,15,4,6,1,11,7,15,12,,
6,3,8,13,12,1,2,4,15,9,14,5,11,10,7,,
15,15,15,15,15,1,15,1,15,15,1,15,15,15,15,,
15,15,15,15,15,3,15,4,2,15,1,15,15,15,15,,
1,14,4,9,2,15,13,3,11,10,5,8,12,6,7,,
9,11,7,3,14,4,15,2,10,8,6,1,13,5,12,,
4,15,9,2,7,15,10,10,6,15,5,3,8,1,15,,
2,9,13,1,12,15,8,10,14,11,4,6,7,5,3,,
2,7,5,9,11,3,8,4,13,12,15,14,1,10,6,,
2,8,9,4,5,11,7,13,3,15,14,12,10,1,6,,
9,8,13,10,5,12,4,1,11,6,14,2,7,3,15,,
15,15,15,1,15,15,15,15,15,1,15,15,1,15,15,,
1,15,15,15,15,15,15,1,15,15,15,1,15,15,15,,
15,15,15,15,15,15,15,1,15,15,2,15,15,15,15,,
4,15,15,15,15,15,15,15,2,15,1,15,6,3,15,,
15,5,8,14,6,1,4,11,13,2,12,7,9,10,3,,
7,15,9,10,8,15,4,2,11,6,3,15,1,15,5,,
14,11,7,9,13,15,1,4,10,5,12,3,8,6,2,,
11,15,3,7,6,2,4,1,5,10,8,12,13,9,14,,
8,9,10,7,11,15,2,14,13,5,6,4,12,1,3,,
1,15,15,15,2,15,15,6,15,3,15,1,15,4,5,,
15,7,2,15,6,15,5,15,15,4,6,1,8,3,1,,
2,2,1,4,3,4,1,1,5,3,4,3,5,5,2,,
15,15,15,15,15,15,1,15,15,15,15,15,15,15,15,,
15,15,15,15,15,15,15,1,15,1,15,15,1,15,15,,
14,15,9,6,3,13,8,4,5,11,1,7,10,2,12,,
4,15,11,9,7,10,14,3,6,2,1,5,8,13,12,,
2,5,15,15,15,15,15,1,15,15,4,15,15,3,15,,
15,15,15,15,15,15,15,15,15,1,15,15,15,15,15,,
5,8,6,3,7,15,9,14,12,1,4,2,10,13,12,,
4,15,11,12,5,1,7,6,9,14,13,8,10,3,2,,
13,3,4,2,12,15,11,1,5,8,7,9,14,6,10,,
15,3,5,15,15,4,2,6,9,8,10,1,15,15,7,,
