rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
3,8,2,7,11,12,1,5,4,6,9,10,Unknown,12.0
8,3,7,6,12,12,4,5,1,2,12,12,Unknown,
4,8,1,2,3,10,6,9,5,11,7,12,Unknown,
5,2,9,4,7,3,12,8,10,1,11,6,Unknown,
3,1,7,9,11,4,5,8,6,12,10,2,Unknown,
8,2,6,4,3,1,12,7,5,11,10,9,Unknown,
1,6,2,3,5,10,7,8,9,4,11,12,Unknown,
2,4,4,6,6,6,3,5,1,2,6,6,Unknown,
2,1,9,10,12,6,9,3,4,5,9,11,Unknown,
1,4,6,8,3,12,10,5,2,11,9,7,Unknown,
11,1,11,8,9,10,4,2,3,5,7,6,Unknown,
11,3,2,6,1,12,7,10,4,9,8,5,Unknown,
4,9,6,1,2,8,12,10,5,11,3,7,Unknown,
2,3,5,12,12,12,3,4,1,3,4,12,Unknown,
4,10,5,3,2,1,9,8,11,6,12,7,Unknown,
9,12,7,1,2,3,10,6,8,11,5,4,Unknown,
6,1,4,10,2,12,9,5,8,11,7,3,Unknown,
6,1,10,11,12,8,7,5,4,2,9,3,Unknown,
11,9,6,8,1,5,12,7,4,2,3,11,Unknown,
6,3,5,11,9,4,12,7,2,1,10,8,Unknown,
2,7,3,10,8,12,6,4,1,5,9,11,Unknown,
12,2,5,1,9,8,7,6,3,4,10,11,Unknown,
2,8,6,4,11,10,5,7,1,3,9,12,Unknown,
10,8,6,3,11,4,12,2,1,5,7,9,Unknown,
11,10,6,2,5,3,1,8,12,7,10,4,Unknown,
1,10,6,12,11,10,3,4,10,5,10,2,Unknown,
2,1,8,3,7,11,9,5,4,6,12,10,Unknown,
1,5,3,7,6,8,2,11,4,12,9,10,Unknown,
7,3,5,4,10,12,11,8,1,2,9,6,Unknown,
12,3,12,1,2,4,12,12,12,12,12,5,Unknown,
3,1,12,10,1,9,2,3,12,5,6,4,Unknown,
6,5,4,5,5,7,1,2,3,2,7,6,Unknown,
11,8,7,2,3,1,11,7,4,5,9,12,Unknown,
3,2,6,12,10,9,8,4,1,7,5,11,Unknown,
3,5,9,10,6,12,8,4,2,1,7,11,Unknown,
3,7,1,12,2,6,11,4,8,10,5,9,Unknown,
