rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,numSeats,numCands
10,10,10,10,10,10,10,10,10,10,1.0,10.0
6,9,1,4,7,8,5,10,3,2,,
1,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
9,9,10,9,9,9,1,9,9,9,,
10,10,10,10,10,10,10,10,10,10,,
6,1,5,6,3,6,5,3,6,2,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,1,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,1,10,10,10,10,10,10,,
10,10,10,1,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,10,10,10,10,1,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,1,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,1,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,1,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,1,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,1,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,7,10,10,1,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
8,6,1,3,5,9,2,7,10,4,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,1,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
8,2,9,3,7,6,5,4,10,1,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
9,10,1,8,3,2,7,5,6,4,,
10,10,10,10,10,10,10,1,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,1,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,1,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,1,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,2,10,10,10,1,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,1,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
1,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,1,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,1,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,6,2,3,8,5,7,9,4,1,,
10,1,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
4,5,3,8,2,6,9,7,10,1,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,1,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,1,,
10,9,10,10,9,9,1,9,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,6,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,4,10,5,1,4,7,4,10,8,,
1,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,4,10,10,5,8,2,10,3,1,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,1,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,1,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,1,10,10,10,10,10,,
10,10,10,10,10,10,10,10,10,10,,
10,10,10,10,10,10,1,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
10,10,10,10,3,10,2,10,10,10,,
10,1,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
1,10,10,10,10,10,10,10,10,10,,
10,9,10,10,9,9,1,9,10,10,,
1,10,10,10,10,10,10,10,10,10,,
