rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
11,11,11,11,11,11,11,11,11,11,1,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
8,5,1,4,6,2,11,9,7,10,3,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
1,11,11,1,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
10,10,10,10,10,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
10,10,10,10,10,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
9,5,1,11,10,7,2,8,4,3,6,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
7,6,1,3,9,8,4,2,5,10,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
6,2,1,3,5,7,8,10,9,4,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
7,2,1,11,9,5,3,10,6,8,4,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
10,10,10,10,10,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
10,10,10,10,10,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,1,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,10,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
10,10,10,10,10,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,10,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,11,11,1,11,11,1,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,1,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,1,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,1,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,1,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,1,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,1,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,1,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
10,10,10,10,10,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,1,,
11,11,11,11,11,11,11,1,11,11,1,,
11,11,11,1,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,1,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,1,11,1,1,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
