rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
11,11,11,11,11,11,11,11,11,1,11,1.0,11.0
11,11,11,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,1,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,1,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,1,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
2,1,9,6,8,7,10,3,4,11,5,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,1,11,11,11,11,11,11,2,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,11,1,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,1,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
2,1,11,11,11,11,3,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,5,1,7,9,6,11,11,8,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,1,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,1,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,1,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
1,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,11,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,1,11,11,11,11,11,,
11,11,11,11,11,11,11,1,11,11,11,,
11,11,1,11,11,11,11,11,11,11,11,,
