rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,numSeats,numCands
1,18,5,13,14,7,11,16,9,2,6,17,12,8,15,3,4,10,1.0,18.0
1,18,5,9,16,7,10,15,11,2,4,17,12,8,14,3,6,13,,
1,18,6,11,17,7,11,15,11,3,4,16,14,8,13,2,5,12,,
1,18,4,12,15,6,10,16,9,2,8,17,13,7,14,3,5,11,,
1,18,5,11,16,8,13,15,9,2,6,17,10,7,14,3,4,12,,
1,18,5,11,16,7,12,15,13,2,6,17,9,8,10,3,4,14,,
1,18,6,9,15,8,10,16,11,2,5,17,13,7,14,3,4,12,,
1,18,6,11,16,7,12,15,10,2,5,17,13,8,14,3,4,9,,
1,18,5,10,16,7,12,15,9,2,6,17,13,8,14,3,4,11,,
1,18,7,9,17,10,12,15,6,2,4,16,13,8,14,5,3,11,,
1,18,7,9,14,6,10,16,11,2,5,17,13,8,15,3,4,12,,
1,18,5,9,14,8,10,15,12,3,6,17,13,7,17,2,4,11,,
1,18,7,8,16,5,12,15,10,2,6,17,13,9,14,3,5,11,,
1,18,5,10,15,7,11,16,8,2,6,17,13,9,14,3,4,12,,
1,18,6,9,16,7,10,15,12,2,5,17,13,8,14,3,4,11,,
1,18,5,9,15,7,11,16,10,2,6,17,13,8,14,3,4,12,,
1,18,2,18,18,18,18,18,18,4,5,18,18,6,18,3,7,18,,
1,18,5,11,16,8,12,15,9,2,7,17,13,6,14,3,4,10,,
18,11,16,6,3,10,15,9,8,7,5,12,13,14,17,2,4,1,,
1,18,6,9,16,7,11,15,10,3,5,17,13,8,14,2,4,12,,
1,16,6,11,18,7,12,17,9,2,5,15,13,8,14,3,4,10,,
1,18,2,9,16,7,11,17,10,4,6,15,13,8,14,3,5,12,,
1,18,6,9,15,7,11,16,12,2,5,17,10,8,14,3,4,13,,
1,18,6,9,16,7,11,15,10,2,5,17,13,8,14,3,4,12,,
1,18,7,9,16,6,12,15,11,3,5,17,13,8,14,2,4,10,,
1,18,5,9,16,8,13,15,10,3,6,17,12,7,14,2,4,11,,
1,18,3,10,15,7,13,16,9,2,6,17,12,8,14,4,5,11,,
1,16,6,11,17,7,13,18,8,3,5,14,12,10,15,4,3,9,,
18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,,
1,17,3,11,16,8,13,15,7,2,5,18,9,10,14,4,6,12,,
3,16,6,9,15,7,10,18,11,2,5,17,13,8,14,1,4,12,,
2,18,3,11,15,10,12,16,7,1,6,17,13,8,14,4,5,9,,
1,18,6,12,16,7,10,15,9,3,4,17,13,8,14,2,5,11,,
3,18,6,8,15,7,10,16,11,2,5,17,14,9,13,1,4,12,,
1,18,2,11,16,8,12,15,9,3,4,17,14,6,13,5,7,10,,
1,18,6,9,16,7,14,15,10,2,5,17,13,8,12,3,4,11,,
1,18,6,8,15,7,12,16,10,2,5,17,13,9,14,3,4,11,,
1,18,7,11,15,6,14,16,10,3,5,17,13,9,12,2,4,8,,
1,18,6,9,16,7,10,15,11,2,5,17,13,8,14,3,4,12,,
1,18,6,9,15,7,12,16,11,3,5,17,14,8,13,2,4,10,,
1,18,5,7,16,8,10,15,12,2,6,17,13,9,14,3,4,11,,
1,17,7,10,15,6,12,16,11,2,5,18,13,8,14,3,4,9,,
1,18,4,10,16,8,13,15,11,2,6,17,12,7,14,5,3,9,,
1,18,6,9,16,7,10,15,12,2,5,17,13,8,14,3,4,11,,
1,18,4,8,16,7,14,15,10,2,5,17,11,9,12,3,6,13,,
1,18,4,10,17,7,11,15,8,2,5,16,13,9,14,3,6,12,,
1,18,5,11,16,8,9,17,7,3,6,15,13,10,14,2,4,12,,
1,18,2,9,16,6,14,15,11,4,5,17,12,8,13,3,7,10,,
2,13,5,10,12,7,6,16,18,1,9,14,15,8,17,3,4,11,,
1,18,6,8,17,7,12,15,10,2,5,16,13,9,14,4,3,11,,
1,18,4,9,16,7,12,15,10,2,6,17,13,8,14,3,5,11,,
4,17,5,6,16,8,10,15,11,1,7,13,14,9,12,2,3,18,,
2,18,5,9,15,8,12,16,11,1,6,17,13,7,14,3,4,10,,
1,18,6,11,16,7,12,9,8,2,4,17,13,10,15,3,5,14,,
1,17,6,10,16,7,12,14,8,2,5,18,13,9,15,3,4,11,,
1,18,3,9,15,7,10,16,11,2,6,17,14,8,13,5,4,12,,
1,18,5,8,15,10,12,16,9,2,7,17,13,6,14,3,4,11,,
1,18,4,7,15,9,12,16,10,2,6,17,13,8,14,3,5,11,,
1,18,6,9,3,10,12,16,13,2,7,17,15,8,14,4,5,11,,
1,18,3,13,14,7,11,16,8,2,6,18,10,9,15,4,5,12,,
1,18,5,9,16,7,12,15,11,2,6,17,13,8,14,3,4,10,,
1,18,4,10,16,7,12,15,9,2,6,17,13,8,14,3,5,11,,
1,18,7,9,15,7,12,16,11,2,7,17,13,8,14,4,5,11,,
1,17,5,10,15,6,9,16,11,2,7,18,12,8,14,3,4,13,,
1,18,3,9,18,8,10,15,12,2,6,18,13,7,14,3,5,11,,
1,17,6,8,15,7,10,16,11,3,5,18,13,9,14,2,4,12,,
1,18,4,9,15,8,12,16,11,2,6,17,13,7,14,3,5,10,,
1,18,6,9,15,7,10,16,12,2,5,17,13,8,14,3,4,11,,
2,18,18,18,18,18,18,18,18,18,18,18,18,18,3,1,18,18,,
1,18,3,9,18,8,18,18,18,2,6,18,18,7,18,4,5,10,,
1,18,5,9,15,7,12,16,11,3,6,17,13,8,14,2,4,10,,
1,18,6,8,15,7,10,16,12,2,5,17,13,9,14,3,4,11,,
1,18,3,9,17,8,11,15,10,2,6,17,13,7,14,4,5,12,,
1,17,4,10,14,7,8,16,13,3,6,18,12,9,15,2,5,11,,
1,18,3,10,18,6,11,18,9,2,7,18,18,8,18,4,5,18,,
1,18,6,9,15,7,12,16,11,3,5,17,13,8,14,2,4,10,,
1,18,4,8,16,9,11,15,10,3,7,17,12,6,14,2,5,13,,
1,18,4,9,16,7,12,15,11,3,6,17,13,8,14,2,5,10,,
1,18,4,13,14,7,8,16,10,2,6,17,12,9,15,3,5,11,,
1,18,5,11,16,7,8,15,10,2,6,17,9,12,14,3,4,13,,
1,18,4,9,16,7,10,15,11,2,5,17,13,8,14,3,6,12,,
1,18,4,9,15,8,12,16,11,3,6,17,14,7,13,2,5,10,,
1,18,6,9,13,8,12,16,11,2,5,17,14,7,15,3,4,10,,
1,16,7,8,14,6,15,17,10,4,5,18,11,9,13,3,2,12,,
1,16,6,12,17,7,10,15,9,2,5,18,13,8,14,3,4,11,,
1,18,6,8,18,7,9,18,18,2,5,18,18,10,18,4,3,18,,
1,18,6,9,18,8,12,18,11,2,3,18,18,7,13,4,5,10,,
1,18,4,12,15,7,9,16,8,2,6,17,10,11,14,5,3,13,,
1,18,3,9,16,7,10,15,12,2,5,17,11,8,13,4,6,14,,
2,17,8,3,15,6,12,16,10,1,4,18,13,9,14,7,5,11,,
1,18,4,9,16,7,11,15,12,2,6,17,10,8,14,3,5,13,,
1,18,5,9,16,7,12,15,11,2,6,17,13,8,14,3,4,10,,
2,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,18,18,,
5,11,8,6,1,12,2,13,16,4,14,7,18,3,15,17,9,10,,
3,18,4,11,16,8,14,13,10,1,2,13,10,7,13,5,6,15,,
1,18,6,9,16,7,13,14,11,2,5,17,12,8,15,3,4,10,,
1,18,6,9,15,8,10,16,11,3,5,17,13,7,14,2,4,12,,
1,18,5,18,18,7,18,18,18,2,6,18,18,8,18,3,4,18,,
1,18,4,10,14,7,12,16,9,2,6,17,13,8,15,3,5,11,,
1,18,5,11,16,8,9,15,10,3,6,17,12,7,14,2,4,13,,
1,18,4,10,15,7,13,17,11,2,6,16,9,8,14,3,5,12,,
1,18,8,9,16,6,12,15,11,2,4,17,14,7,13,3,5,10,,
1,18,5,9,16,7,10,15,11,2,6,17,13,8,14,3,4,12,,
1,18,3,18,11,8,18,18,9,2,6,18,18,7,18,4,5,10,,
1,18,6,9,15,7,13,16,10,2,5,17,11,8,14,3,4,12,,
1,17,7,11,15,5,9,16,10,2,4,18,13,8,14,3,6,12,,
18,18,18,2,18,3,6,5,18,18,18,18,4,18,1,18,18,18,,
1,18,4,10,16,6,13,15,11,2,7,17,12,8,14,5,3,9,,
1,18,5,9,15,7,12,16,11,2,6,17,13,8,14,3,4,10,,
