5 1
17078 1 0
109 1 2 0
8 1 2 3 0
1 1 2 3 4 0
129 1 2 3 4 5 0
1 1 2 3 5 0
97 1 2 3 5 4 0
3 1 2 4 0
1 1 2 4 3 0
101 1 2 4 3 5 0
2 1 2 4 5 0
98 1 2 4 5 3 0
17 1 2 5 0
2 1 2 5 3 0
206 1 2 5 3 4 0
101 1 2 5 4 3 0
67 1 3 0
2 1 3 2 0
112 1 3 2 4 5 0
1 1 3 2 5 0
79 1 3 2 5 4 0
4 1 3 4 0
2 1 3 4 2 0
232 1 3 4 2 5 0
124 1 3 4 5 2 0
2 1 3 5 0
90 1 3 5 2 4 0
55 1 3 5 4 2 0
211 1 4 0
14 1 4 2 0
1 1 4 2 3 0
121 1 4 2 3 5 0
11 1 4 2 5 0
317 1 4 2 5 3 0
5 1 4 3 0
213 1 4 3 2 5 0
267 1 4 3 5 2 0
6 1 4 5 0
1 1 4 5 2 0
154 1 4 5 2 3 0
110 1 4 5 3 2 0
112 1 5 0
20 1 5 2 0
221 1 5 2 3 4 0
2 1 5 2 4 0
175 1 5 2 4 3 0
4 1 5 3 0
121 1 5 3 2 4 0
1 1 5 3 4 0
82 1 5 3 4 2 0
2 1 5 4 0
94 1 5 4 2 3 0
60 1 5 4 3 2 0
2158 2 0
41 2 1 0
2 2 1 3 0
1 2 1 3 4 0
16 2 1 3 4 5 0
1 2 1 3 5 0
33 2 1 3 5 4 0
2 2 1 4 0
13 2 1 4 3 5 0
1 2 1 4 5 0
21 2 1 4 5 3 0
8 2 1 5 0
2 2 1 5 3 0
96 2 1 5 3 4 0
38 2 1 5 4 3 0
25 2 3 0
7 2 3 1 4 5 0
18 2 3 1 5 4 0
1 2 3 4 0
25 2 3 4 1 5 0
37 2 3 4 5 1 0
4 2 3 5 0
67 2 3 5 1 4 0
36 2 3 5 4 1 0
6 2 4 0
2 2 4 1 3 5 0
21 2 4 1 5 3 0
1 2 4 3 0
9 2 4 3 1 5 0
18 2 4 3 5 1 0
1 2 4 5 0
1 2 4 5 1 0
18 2 4 5 1 3 0
1 2 4 5 3 0
16 2 4 5 3 1 0
247 2 5 0
22 2 5 1 0
521 2 5 1 3 4 0
113 2 5 1 4 3 0
17 2 5 3 0
3 2 5 3 1 0
311 2 5 3 1 4 0
1 2 5 3 4 0
358 2 5 3 4 1 0
1 2 5 4 0
2 2 5 4 1 0
53 2 5 4 1 3 0
97 2 5 4 3 1 0
672 3 0
14 3 1 0
1 3 1 2 4 0
5 3 1 2 4 5 0
9 3 1 2 5 4 0
1 3 1 4 0
13 3 1 4 2 5 0
4 3 1 4 5 2 0
18 3 1 5 2 4 0
11 3 1 5 4 2 0
19 3 2 0
1 3 2 1 0
20 3 2 1 5 4 0
11 3 2 4 1 5 0
10 3 2 4 5 1 0
2 3 2 5 0
1 3 2 5 1 0
26 3 2 5 1 4 0
17 3 2 5 4 1 0
2 3 4 0
6 3 4 1 2 5 0
12 3 4 1 5 2 0
6 3 4 2 1 5 0
22 3 4 2 5 1 0
6 3 4 5 1 2 0
4 3 4 5 2 1 0
14 3 5 0
1 3 5 1 0
12 3 5 1 2 4 0
12 3 5 1 4 2 0
2 3 5 2 0
23 3 5 2 1 4 0
1 3 5 2 4 0
36 3 5 2 4 1 0
5 3 5 4 1 2 0
12 3 5 4 2 1 0
620 4 0
145 4 1 0
14 4 1 2 3 5 0
1 4 1 2 5 0
41 4 1 2 5 3 0
2 4 1 3 0
19 4 1 3 2 5 0
112 4 1 3 5 2 0
5 4 1 5 0
42 4 1 5 2 3 0
1 4 1 5 3 0
89 4 1 5 3 2 0
2 4 2 0
1 4 2 1 0
3 4 2 1 3 5 0
13 4 2 1 5 3 0
6 4 2 3 1 5 0
6 4 2 3 5 1 0
7 4 2 5 1 3 0
11 4 2 5 3 1 0
8 4 3 0
2 4 3 1 0
4 4 3 1 2 5 0
10 4 3 1 5 2 0
6 4 3 2 1 5 0
11 4 3 2 5 1 0
7 4 3 5 1 2 0
4 4 3 5 2 1 0
16 4 5 0
21 4 5 1 2 3 0
17 4 5 1 3 2 0
1 4 5 2 0
12 4 5 2 1 3 0
17 4 5 2 3 1 0
1 4 5 3 0
13 4 5 3 1 2 0
11 4 5 3 2 1 0
10189 5 0
78 5 1 0
17 5 1 2 0
