,file,plurality,IRV,top-two,borda-pm,borda-om,borda-avg,top-3-truncation,condorcet,minimax,smith_plurality,smith_irv,smith-minimax,ranked-pairs,bucklin,approval,smith,0.4_perturbed_plurality,0.4_perturbed_IRV,0.4_perturbed_top-two,0.4_perturbed_borda-pm,0.4_perturbed_borda-om,0.4_perturbed_borda-avg,0.4_perturbed_top-3-truncation,0.4_perturbed_condorcet,0.4_perturbed_minimax,0.4_perturbed_smith_plurality,0.4_perturbed_smith_irv,0.4_perturbed_smith-minimax,0.4_perturbed_ranked-pairs,0.4_perturbed_bucklin,0.4_perturbed_approval,0.4_perturbed_smith
166,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lane Cove.csv,['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony'],['ROBERTS Anthony']
167,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Ku-ring-gai.csv,['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister'],['HENSKENS Alister']
168,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Goulburn.csv,['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['STEPHENS Ursula'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['STEPHENS Ursula'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru'],['GOWARD Pru']
169,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Lakemba.csv,['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad'],['DIB Jihad']
170,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Hawkesbury.csv,['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic'],['PERROTTET Dominic']
171,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Miranda.csv,['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['HOLLAND Greg'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['HOLLAND Greg'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni'],['PETINOS Eleni']
172,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Bega.csv,['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['ATKINSON Leanne'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['ATKINSON Leanne'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew'],['CONSTANCE Andrew']
173,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_North Shore.csv,['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian'],['SKINNER Jillian']
174,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wagga Wagga.csv,['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl'],['MAGUIRE Daryl']
175,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Swansea.csv,['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin'],['CATLEY Yasmin']
176,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Prospect.csv,['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['ROHAN Andrew'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['McDERMOTT Hugh'],['ROHAN Andrew'],['McDERMOTT Hugh']
177,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Wallsend.csv,['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia'],['HORNERY Sonia']
178,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Heathcote.csv,['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['STUART Maryanne'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['STUART Maryanne'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee'],['EVANS Lee']
179,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Drummoyne.csv,['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John'],['SIDOTI John']
180,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Seven Hills.csv,['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['BENJAMIN Susai'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['BENJAMIN Susai'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark'],['TAYLOR Mark']
181,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Terrigal.csv,['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['SUNDSTROM Jeff'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['SUNDSTROM Jeff'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam'],['CROUCH Adam']
182,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cabramatta.csv,['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick'],['LALICH Nick']
183,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Cootamundra.csv,['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina'],['HODGKINSON Katrina']
184,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Mulgoa.csv,['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya'],['DAVIES Tanya']
185,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Willoughby.csv,['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys'],['BEREJIKLIAN Gladys']
186,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Blue Mountains.csv,['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['SAGE Roza'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['DOYLE Trish'],['SAGE Roza'],['DOYLE Trish']
187,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Liverpool.csv,['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul'],['LYNCH Paul']
188,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Balmain.csv,['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie'],['PARKER Jamie']
189,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Newtown.csv,['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny'],['LEONG Jenny']
190,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Port Stephens.csv,['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['JORDAN Ken'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['WASHINGTON Kate'],['JORDAN Ken'],['WASHINGTON Kate']
191,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Oxley.csv,['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda'],['PAVEY Melinda']
192,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Kiama.csv,['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['KOLOMEITZ Glenn'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['KOLOMEITZ Glenn'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth'],['WARD Gareth']
193,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Fairfield.csv,['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy'],['ZANGARI Guy']
194,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Northern Tablelands.csv,['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam'],['MARSHALL Adam']
195,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_The Entrance.csv,['SHARPE Michael'],['MEHAN David'],['MEHAN David'],['SHARPE Michael'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['SHARPE Michael'],['SHARPE Michael'],['MEHAN David'],['SHARPE Michael'],['MEHAN David'],['MEHAN David'],['SHARPE Michael'],['MEHAN David'],['MEHAN David'],['SHARPE Michael'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['MEHAN David'],['SHARPE Michael'],['SHARPE Michael'],['MEHAN David']
196,Australia_NewSouthWales_State_LegAssembly_2015/SGE2015 LA Pref Data_NA_Londonderry.csv,['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue'],['CAR Prue']
