voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
1,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
2,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
3,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
4,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
5,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
6,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
7,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
8,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
9,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
10,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
11,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
12,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
13,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
14,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
15,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
16,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
17,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
18,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
19,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
20,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
21,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
22,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
23,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
24,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
25,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
26,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
27,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
28,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
29,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
30,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
31,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
32,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
33,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
34,Gordon COWIE (Ind),skipped,skipped,skipped,skipped,3
