,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
strat_compromise,0.7984832069339152,0.47953216374269003,0.5395683453237413,0.16666666666666666,0.41666666666666663,0.0,0.0,0.0,0.8660714285714352,0.868829337094498,0.8566108007448887,0.7803468208092509
strat_truncate_L,-1.0,-1.0,-1.0,0.015384615384615385,0.037037037037037035,0.021505376344086023,0.021505376344086023,0.009708737864077669,0.7642940490081752,-1.0,0.4177897574123981,0.8321536905965539
strat_truncate_W,-1.0,-1.0,-1.0,0.0,0.0,0.006944444444444444,0.006944444444444444,0.0,0.5271867612293138,-1.0,0.38487394957983084,0.4518743667679866
strat_bury_shallow,-1.0,-1.0,-1.0,0.0,0.022727272727272728,0.004975124378109453,0.004975124378109453,0.0,0.2716216216216201,0.18136020151133483,0.22488038277511907,0.11272321428571418
strat_bury_deep,-1.0,-1.0,-1.0,0.0,0.083743842364532,0.0,0.0,0.0,0.002793296089385475,0.033820840950639856,0.005592841163310961,0.013550135501355014
