voterId,rank1,rank2,rank3,rank4,rank5,numSeats,numCands
0,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
1,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
2,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
3,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
4,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
5,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
6,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
7,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
8,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
9,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
10,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
11,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
12,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
13,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
14,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
15,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
16,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
17,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
18,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
19,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
20,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
21,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
22,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
23,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
24,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
25,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
26,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
27,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
28,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
29,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
30,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
31,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
32,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
33,Ian YUILL (LD),skipped,skipped,skipped,skipped,,5
