ballotID,ward,rank1,rank2,rank3,rank4,numSeats,numCands
2459,100,Elizabeth Wallace,skipped,skipped,skipped,1,4
5002,100,Shana Fulcher,writein,Mark Sherman,Elizabeth Wallace,1,4
543,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
6382,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
466,100,Shana Fulcher,Mark Sherman,writein,Elizabeth Wallace,1,4
2570,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
2193,100,writein,Shana Fulcher,Elizabeth Wallace,Mark Sherman,1,4
2866,100,writein,Shana Fulcher,Elizabeth Wallace,Mark Sherman,1,4
2221,100,Shana Fulcher,writein,Elizabeth Wallace,Mark Sherman,1,4
2791,100,Shana Fulcher,writein,Elizabeth Wallace,Mark Sherman,1,4
4342,100,Elizabeth Wallace,Shana Fulcher,writein,Mark Sherman,1,4
5537,100,Shana Fulcher,Elizabeth Wallace,writein,Mark Sherman,1,4
1916,100,Shana Fulcher,Elizabeth Wallace,Mark Sherman,skipped,1,4
4560,100,writein,Elizabeth Wallace,Mark Sherman,Shana Fulcher,1,4
3415,100,Elizabeth Wallace,Mark Sherman,Shana Fulcher,skipped,1,4
4554,100,Mark Sherman,Elizabeth Wallace,Shana Fulcher,skipped,1,4
6018,100,Mark Sherman,Elizabeth Wallace,Shana Fulcher,skipped,1,4
2580,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,writein,1,4
3623,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,writein,1,4
424,100,Shana Fulcher,Elizabeth Wallace,Mark Sherman,writein,1,4
1383,100,Shana Fulcher,Elizabeth Wallace,Mark Sherman,writein,1,4
1228,100,Mark Sherman,writein,skipped,skipped,1,4
5714,100,Elizabeth Wallace,writein,skipped,skipped,1,4
4630,100,Shana Fulcher,Elizabeth Wallace,Mark Sherman,writein,1,4
51,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
71,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
88,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
175,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
185,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
187,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
309,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
310,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
330,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
398,100,Shana Fulcher,Mark Sherman,Elizabeth Wallace,skipped,1,4
