ballotID,ward,rank1,rank2,numSeats,numCands
4025,200,Cindy Dyballa,skipped,1,2
4028,200,Cindy Dyballa,skipped,1,2
4035,200,Cindy Dyballa,skipped,1,2
4041,200,Cindy Dyballa,skipped,1,2
4045,200,Cindy Dyballa,skipped,1,2
4066,200,Cindy Dyballa,skipped,1,2
4067,200,Cindy Dyballa,skipped,1,2
4070,200,Cindy Dyballa,skipped,1,2
4075,200,Cindy Dyballa,skipped,1,2
4076,200,Cindy Dyballa,skipped,1,2
4084,200,Cindy Dyballa,skipped,1,2
4085,200,Cindy Dyballa,skipped,1,2
4086,200,Cindy Dyballa,skipped,1,2
4091,200,Cindy Dyballa,skipped,1,2
4094,200,Cindy Dyballa,skipped,1,2
4096,200,Cindy Dyballa,skipped,1,2
4097,200,Cindy Dyballa,skipped,1,2
4102,200,Cindy Dyballa,skipped,1,2
4105,200,Cindy Dyballa,skipped,1,2
