ballotID,ward,rank1,rank2,numSeats,numCands
4107,200,Cindy Dyballa,skipped,1,2
4113,200,Cindy Dyballa,skipped,1,2
4114,200,Cindy Dyballa,skipped,1,2
4124,200,Cindy Dyballa,skipped,1,2
4125,200,Cindy Dyballa,skipped,1,2
4130,200,Cindy Dyballa,skipped,1,2
4131,200,Cindy Dyballa,skipped,1,2
4142,200,Cindy Dyballa,skipped,1,2
4144,200,Cindy Dyballa,skipped,1,2
4150,200,Cindy Dyballa,skipped,1,2
4153,200,Cindy Dyballa,skipped,1,2
4158,200,Cindy Dyballa,skipped,1,2
4159,200,Cindy Dyballa,skipped,1,2
4162,200,Cindy Dyballa,skipped,1,2
4165,200,Cindy Dyballa,skipped,1,2
4173,200,Cindy Dyballa,skipped,1,2
4177,200,Cindy Dyballa,skipped,1,2
4188,200,Cindy Dyballa,skipped,1,2
4190,200,Cindy Dyballa,skipped,1,2
4205,200,Cindy Dyballa,skipped,1,2
4210,200,Cindy Dyballa,skipped,1,2
4214,200,Cindy Dyballa,skipped,1,2
4236,200,Cindy Dyballa,skipped,1,2
4255,200,Cindy Dyballa,skipped,1,2
4258,200,Cindy Dyballa,skipped,1,2
4264,200,Cindy Dyballa,skipped,1,2
4274,200,Cindy Dyballa,skipped,1,2
4281,200,Cindy Dyballa,skipped,1,2
4300,200,Cindy Dyballa,skipped,1,2
4301,200,Cindy Dyballa,skipped,1,2
4302,200,Cindy Dyballa,skipped,1,2
4304,200,Cindy Dyballa,skipped,1,2
4307,200,Cindy Dyballa,skipped,1,2
4308,200,Cindy Dyballa,skipped,1,2
4312,200,Cindy Dyballa,skipped,1,2
4323,200,Cindy Dyballa,skipped,1,2
4324,200,Cindy Dyballa,skipped,1,2
4325,200,Cindy Dyballa,skipped,1,2
4327,200,Cindy Dyballa,skipped,1,2
4340,200,Cindy Dyballa,skipped,1,2
4341,200,Cindy Dyballa,skipped,1,2
4349,200,Cindy Dyballa,skipped,1,2
4350,200,Cindy Dyballa,skipped,1,2
4351,200,Cindy Dyballa,skipped,1,2
4353,200,Cindy Dyballa,skipped,1,2
4358,200,Cindy Dyballa,skipped,1,2
4367,200,Cindy Dyballa,skipped,1,2
4369,200,Cindy Dyballa,skipped,1,2
4376,200,Cindy Dyballa,skipped,1,2
4384,200,Cindy Dyballa,skipped,1,2
4395,200,Cindy Dyballa,skipped,1,2
4397,200,Cindy Dyballa,skipped,1,2
4400,200,Cindy Dyballa,skipped,1,2
4401,200,Cindy Dyballa,skipped,1,2
4403,200,Cindy Dyballa,skipped,1,2
4404,200,Cindy Dyballa,skipped,1,2
4405,200,Cindy Dyballa,skipped,1,2
4406,200,Cindy Dyballa,skipped,1,2
4407,200,Cindy Dyballa,skipped,1,2
4408,200,Cindy Dyballa,skipped,1,2
4411,200,Cindy Dyballa,skipped,1,2
4412,200,Cindy Dyballa,skipped,1,2
4417,200,Cindy Dyballa,skipped,1,2
4421,200,Cindy Dyballa,skipped,1,2
4423,200,Cindy Dyballa,skipped,1,2
4424,200,Cindy Dyballa,skipped,1,2
4427,200,Cindy Dyballa,skipped,1,2
4430,200,Cindy Dyballa,skipped,1,2
4441,200,Cindy Dyballa,skipped,1,2
4442,200,Cindy Dyballa,skipped,1,2
4445,200,Cindy Dyballa,skipped,1,2
4453,200,Cindy Dyballa,skipped,1,2
4461,200,Cindy Dyballa,skipped,1,2
4462,200,Cindy Dyballa,skipped,1,2
4465,200,Cindy Dyballa,skipped,1,2
4471,200,Cindy Dyballa,skipped,1,2
4476,200,Cindy Dyballa,skipped,1,2
4479,200,Cindy Dyballa,skipped,1,2
4480,200,Cindy Dyballa,skipped,1,2
4490,200,Cindy Dyballa,skipped,1,2
4491,200,Cindy Dyballa,skipped,1,2
4495,200,Cindy Dyballa,skipped,1,2
4496,200,Cindy Dyballa,skipped,1,2
4506,200,Cindy Dyballa,skipped,1,2
4524,200,Cindy Dyballa,skipped,1,2
4552,200,Cindy Dyballa,skipped,1,2
4559,200,Cindy Dyballa,skipped,1,2
4566,200,Cindy Dyballa,skipped,1,2
4588,200,Cindy Dyballa,skipped,1,2
4589,200,Cindy Dyballa,skipped,1,2
4598,200,Cindy Dyballa,skipped,1,2
4599,200,Cindy Dyballa,skipped,1,2
4600,200,Cindy Dyballa,skipped,1,2
4601,200,Cindy Dyballa,skipped,1,2
4606,200,Cindy Dyballa,skipped,1,2
4608,200,Cindy Dyballa,skipped,1,2
4611,200,Cindy Dyballa,skipped,1,2
4612,200,Cindy Dyballa,skipped,1,2
4614,200,Cindy Dyballa,skipped,1,2
4618,200,Cindy Dyballa,skipped,1,2
4625,200,Cindy Dyballa,skipped,1,2
4626,200,Cindy Dyballa,skipped,1,2
4638,200,Cindy Dyballa,skipped,1,2
4644,200,Cindy Dyballa,skipped,1,2
4650,200,Cindy Dyballa,skipped,1,2
4651,200,Cindy Dyballa,skipped,1,2
4652,200,Cindy Dyballa,skipped,1,2
4667,200,Cindy Dyballa,skipped,1,2
4672,200,Cindy Dyballa,skipped,1,2
4676,200,Cindy Dyballa,skipped,1,2
4678,200,Cindy Dyballa,skipped,1,2
4682,200,Cindy Dyballa,skipped,1,2
4690,200,Cindy Dyballa,skipped,1,2
4696,200,Cindy Dyballa,skipped,1,2
4699,200,Cindy Dyballa,skipped,1,2
4703,200,Cindy Dyballa,skipped,1,2
4704,200,Cindy Dyballa,skipped,1,2
4705,200,Cindy Dyballa,skipped,1,2
4706,200,Cindy Dyballa,skipped,1,2
4707,200,Cindy Dyballa,skipped,1,2
4710,200,Cindy Dyballa,skipped,1,2
4718,200,Cindy Dyballa,skipped,1,2
4719,200,Cindy Dyballa,skipped,1,2
4722,200,Cindy Dyballa,skipped,1,2
4728,200,Cindy Dyballa,skipped,1,2
4729,200,Cindy Dyballa,skipped,1,2
4733,200,Cindy Dyballa,skipped,1,2
4734,200,Cindy Dyballa,skipped,1,2
4735,200,Cindy Dyballa,skipped,1,2
4743,200,Cindy Dyballa,skipped,1,2
4752,200,Cindy Dyballa,skipped,1,2
4768,200,Cindy Dyballa,skipped,1,2
4772,200,Cindy Dyballa,skipped,1,2
4781,200,Cindy Dyballa,skipped,1,2
4786,200,Cindy Dyballa,skipped,1,2
4787,200,Cindy Dyballa,skipped,1,2
4789,200,Cindy Dyballa,skipped,1,2
4791,200,Cindy Dyballa,skipped,1,2
4795,200,Cindy Dyballa,skipped,1,2
4796,200,Cindy Dyballa,skipped,1,2
4804,200,Cindy Dyballa,skipped,1,2
4805,200,Cindy Dyballa,skipped,1,2
4806,200,Cindy Dyballa,skipped,1,2
4807,200,Cindy Dyballa,skipped,1,2
4812,200,Cindy Dyballa,skipped,1,2
4817,200,Cindy Dyballa,skipped,1,2
4822,200,Cindy Dyballa,skipped,1,2
4828,200,Cindy Dyballa,skipped,1,2
4829,200,Cindy Dyballa,skipped,1,2
4835,200,Cindy Dyballa,skipped,1,2
4838,200,Cindy Dyballa,skipped,1,2
4839,200,Cindy Dyballa,skipped,1,2
4844,200,Cindy Dyballa,skipped,1,2
4852,200,Cindy Dyballa,skipped,1,2
4860,200,Cindy Dyballa,skipped,1,2
4872,200,Cindy Dyballa,skipped,1,2
4877,200,Cindy Dyballa,skipped,1,2
4878,200,Cindy Dyballa,skipped,1,2
4894,200,Cindy Dyballa,skipped,1,2
4900,200,Cindy Dyballa,skipped,1,2
4904,200,Cindy Dyballa,skipped,1,2
4916,200,Cindy Dyballa,skipped,1,2
4928,200,Cindy Dyballa,skipped,1,2
4932,200,Cindy Dyballa,skipped,1,2
4934,200,Cindy Dyballa,skipped,1,2
4939,200,Cindy Dyballa,skipped,1,2
4942,200,Cindy Dyballa,skipped,1,2
4956,200,Cindy Dyballa,skipped,1,2
4962,200,Cindy Dyballa,skipped,1,2
4963,200,Cindy Dyballa,skipped,1,2
4989,200,Cindy Dyballa,skipped,1,2
4998,200,Cindy Dyballa,skipped,1,2
5011,200,Cindy Dyballa,skipped,1,2
5024,200,Cindy Dyballa,skipped,1,2
5025,200,Cindy Dyballa,skipped,1,2
5029,200,Cindy Dyballa,skipped,1,2
5036,200,Cindy Dyballa,skipped,1,2
5037,200,Cindy Dyballa,skipped,1,2
5038,200,Cindy Dyballa,skipped,1,2
5058,200,Cindy Dyballa,skipped,1,2
5064,200,Cindy Dyballa,skipped,1,2
5066,200,Cindy Dyballa,skipped,1,2
5067,200,Cindy Dyballa,skipped,1,2
5076,200,Cindy Dyballa,skipped,1,2
5078,200,Cindy Dyballa,skipped,1,2
5080,200,Cindy Dyballa,skipped,1,2
5098,200,Cindy Dyballa,skipped,1,2
5103,200,Cindy Dyballa,skipped,1,2
5108,200,Cindy Dyballa,skipped,1,2
5110,200,Cindy Dyballa,skipped,1,2
5113,200,Cindy Dyballa,skipped,1,2
5114,200,Cindy Dyballa,skipped,1,2
5130,200,Cindy Dyballa,skipped,1,2
5132,200,Cindy Dyballa,skipped,1,2
5133,200,Cindy Dyballa,skipped,1,2
5146,200,Cindy Dyballa,skipped,1,2
5179,200,Cindy Dyballa,skipped,1,2
5182,200,Cindy Dyballa,skipped,1,2
5185,200,Cindy Dyballa,skipped,1,2
5193,200,Cindy Dyballa,skipped,1,2
5204,200,Cindy Dyballa,skipped,1,2
5217,200,Cindy Dyballa,skipped,1,2
5220,200,Cindy Dyballa,skipped,1,2
5221,200,Cindy Dyballa,skipped,1,2
5223,200,Cindy Dyballa,skipped,1,2
5226,200,Cindy Dyballa,skipped,1,2
5227,200,Cindy Dyballa,skipped,1,2
5228,200,Cindy Dyballa,skipped,1,2
5234,200,Cindy Dyballa,skipped,1,2
5240,200,Cindy Dyballa,skipped,1,2
5245,200,Cindy Dyballa,skipped,1,2
5247,200,Cindy Dyballa,skipped,1,2
5252,200,Cindy Dyballa,skipped,1,2
5259,200,Cindy Dyballa,skipped,1,2
5260,200,Cindy Dyballa,skipped,1,2
5269,200,Cindy Dyballa,skipped,1,2
5270,200,Cindy Dyballa,skipped,1,2
5271,200,Cindy Dyballa,skipped,1,2
5273,200,Cindy Dyballa,skipped,1,2
5282,200,Cindy Dyballa,skipped,1,2
5288,200,Cindy Dyballa,skipped,1,2
5297,200,Cindy Dyballa,skipped,1,2
5302,200,Cindy Dyballa,skipped,1,2
5314,200,Cindy Dyballa,skipped,1,2
5315,200,Cindy Dyballa,skipped,1,2
5325,200,Cindy Dyballa,skipped,1,2
5348,200,Cindy Dyballa,skipped,1,2
5350,200,Cindy Dyballa,skipped,1,2
5353,200,Cindy Dyballa,skipped,1,2
5355,200,Cindy Dyballa,skipped,1,2
5382,200,Cindy Dyballa,skipped,1,2
5383,200,Cindy Dyballa,skipped,1,2
5405,200,Cindy Dyballa,skipped,1,2
5406,200,Cindy Dyballa,skipped,1,2
5409,200,Cindy Dyballa,skipped,1,2
5415,200,Cindy Dyballa,skipped,1,2
5416,200,Cindy Dyballa,skipped,1,2
5421,200,Cindy Dyballa,skipped,1,2
5433,200,Cindy Dyballa,skipped,1,2
5435,200,Cindy Dyballa,skipped,1,2
5443,200,Cindy Dyballa,skipped,1,2
5446,200,Cindy Dyballa,skipped,1,2
5451,200,Cindy Dyballa,skipped,1,2
5452,200,Cindy Dyballa,skipped,1,2
5456,200,Cindy Dyballa,skipped,1,2
5457,200,Cindy Dyballa,skipped,1,2
5460,200,Cindy Dyballa,skipped,1,2
5464,200,Cindy Dyballa,skipped,1,2
5468,200,Cindy Dyballa,skipped,1,2
5490,200,Cindy Dyballa,skipped,1,2
5493,200,Cindy Dyballa,skipped,1,2
5506,200,Cindy Dyballa,skipped,1,2
5507,200,Cindy Dyballa,skipped,1,2
5541,200,Cindy Dyballa,skipped,1,2
5545,200,Cindy Dyballa,skipped,1,2
5559,200,Cindy Dyballa,skipped,1,2
5582,200,Cindy Dyballa,skipped,1,2
5583,200,Cindy Dyballa,skipped,1,2
5586,200,Cindy Dyballa,skipped,1,2
5588,200,Cindy Dyballa,skipped,1,2
5599,200,Cindy Dyballa,skipped,1,2
5600,200,Cindy Dyballa,skipped,1,2
5601,200,Cindy Dyballa,skipped,1,2
5617,200,Cindy Dyballa,skipped,1,2
5623,200,Cindy Dyballa,skipped,1,2
5628,200,Cindy Dyballa,skipped,1,2
5634,200,Cindy Dyballa,skipped,1,2
5644,200,Cindy Dyballa,skipped,1,2
5649,200,Cindy Dyballa,skipped,1,2
5662,200,Cindy Dyballa,skipped,1,2
5669,200,Cindy Dyballa,skipped,1,2
5670,200,Cindy Dyballa,skipped,1,2
5676,200,Cindy Dyballa,skipped,1,2
5679,200,Cindy Dyballa,skipped,1,2
5687,200,Cindy Dyballa,skipped,1,2
5695,200,Cindy Dyballa,skipped,1,2
5696,200,Cindy Dyballa,skipped,1,2
5704,200,Cindy Dyballa,skipped,1,2
5708,200,Cindy Dyballa,skipped,1,2
5715,200,Cindy Dyballa,skipped,1,2
5716,200,Cindy Dyballa,skipped,1,2
5731,200,Cindy Dyballa,skipped,1,2
5752,200,Cindy Dyballa,skipped,1,2
5756,200,Cindy Dyballa,skipped,1,2
5782,200,Cindy Dyballa,skipped,1,2
5784,200,Cindy Dyballa,skipped,1,2
5794,200,Cindy Dyballa,skipped,1,2
5796,200,Cindy Dyballa,skipped,1,2
5800,200,Cindy Dyballa,skipped,1,2
5803,200,Cindy Dyballa,skipped,1,2
5807,200,Cindy Dyballa,skipped,1,2
5808,200,Cindy Dyballa,skipped,1,2
5809,200,Cindy Dyballa,skipped,1,2
5814,200,Cindy Dyballa,skipped,1,2
5817,200,Cindy Dyballa,skipped,1,2
5820,200,Cindy Dyballa,skipped,1,2
5822,200,Cindy Dyballa,skipped,1,2
5832,200,Cindy Dyballa,skipped,1,2
5838,200,Cindy Dyballa,skipped,1,2
5842,200,Cindy Dyballa,skipped,1,2
5848,200,Cindy Dyballa,skipped,1,2
5852,200,Cindy Dyballa,skipped,1,2
5868,200,Cindy Dyballa,skipped,1,2
5877,200,Cindy Dyballa,skipped,1,2
5881,200,Cindy Dyballa,skipped,1,2
5885,200,Cindy Dyballa,skipped,1,2
5887,200,Cindy Dyballa,skipped,1,2
5897,200,Cindy Dyballa,skipped,1,2
5898,200,Cindy Dyballa,skipped,1,2
5899,200,Cindy Dyballa,skipped,1,2
5900,200,Cindy Dyballa,skipped,1,2
5908,200,Cindy Dyballa,skipped,1,2
5913,200,Cindy Dyballa,skipped,1,2
5923,200,Cindy Dyballa,skipped,1,2
5937,200,Cindy Dyballa,skipped,1,2
5950,200,Cindy Dyballa,skipped,1,2
5956,200,Cindy Dyballa,skipped,1,2
5963,200,Cindy Dyballa,skipped,1,2
5965,200,Cindy Dyballa,skipped,1,2
5967,200,Cindy Dyballa,skipped,1,2
5970,200,Cindy Dyballa,skipped,1,2
5971,200,Cindy Dyballa,skipped,1,2
5977,200,Cindy Dyballa,skipped,1,2
5978,200,Cindy Dyballa,skipped,1,2
5980,200,Cindy Dyballa,skipped,1,2
5981,200,Cindy Dyballa,skipped,1,2
5993,200,Cindy Dyballa,skipped,1,2
6000,200,Cindy Dyballa,skipped,1,2
6004,200,Cindy Dyballa,skipped,1,2
6011,200,Cindy Dyballa,skipped,1,2
6028,200,Cindy Dyballa,skipped,1,2
6030,200,Cindy Dyballa,skipped,1,2
6041,200,Cindy Dyballa,skipped,1,2
6046,200,Cindy Dyballa,skipped,1,2
6054,200,Cindy Dyballa,skipped,1,2
6057,200,Cindy Dyballa,skipped,1,2
6058,200,Cindy Dyballa,skipped,1,2
6069,200,Cindy Dyballa,skipped,1,2
6070,200,Cindy Dyballa,skipped,1,2
6072,200,Cindy Dyballa,skipped,1,2
6077,200,Cindy Dyballa,skipped,1,2
6084,200,Cindy Dyballa,skipped,1,2
6117,200,Cindy Dyballa,skipped,1,2
6118,200,Cindy Dyballa,skipped,1,2
6140,200,Cindy Dyballa,skipped,1,2
6141,200,Cindy Dyballa,skipped,1,2
6143,200,Cindy Dyballa,skipped,1,2
6148,200,Cindy Dyballa,skipped,1,2
6150,200,Cindy Dyballa,skipped,1,2
6151,200,Cindy Dyballa,skipped,1,2
6156,200,Cindy Dyballa,skipped,1,2
6171,200,Cindy Dyballa,skipped,1,2
6172,200,Cindy Dyballa,skipped,1,2
6180,200,Cindy Dyballa,skipped,1,2
6181,200,Cindy Dyballa,skipped,1,2
6183,200,Cindy Dyballa,skipped,1,2
6185,200,Cindy Dyballa,skipped,1,2
6186,200,Cindy Dyballa,skipped,1,2
6191,200,Cindy Dyballa,skipped,1,2
6199,200,Cindy Dyballa,skipped,1,2
6200,200,Cindy Dyballa,skipped,1,2
6202,200,Cindy Dyballa,skipped,1,2
6213,200,Cindy Dyballa,skipped,1,2
6214,200,Cindy Dyballa,skipped,1,2
6225,200,Cindy Dyballa,skipped,1,2
6228,200,Cindy Dyballa,skipped,1,2
6229,200,Cindy Dyballa,skipped,1,2
6251,200,Cindy Dyballa,skipped,1,2
6252,200,Cindy Dyballa,skipped,1,2
6253,200,Cindy Dyballa,skipped,1,2
6254,200,Cindy Dyballa,skipped,1,2
6275,200,Cindy Dyballa,skipped,1,2
6280,200,Cindy Dyballa,skipped,1,2
6281,200,Cindy Dyballa,skipped,1,2
6282,200,Cindy Dyballa,skipped,1,2
6289,200,Cindy Dyballa,skipped,1,2
6294,200,Cindy Dyballa,skipped,1,2
6304,200,Cindy Dyballa,skipped,1,2
6309,200,Cindy Dyballa,skipped,1,2
6318,200,Cindy Dyballa,skipped,1,2
6324,200,Cindy Dyballa,skipped,1,2
6325,200,Cindy Dyballa,skipped,1,2
6331,200,Cindy Dyballa,skipped,1,2
6341,200,Cindy Dyballa,skipped,1,2
6346,200,Cindy Dyballa,skipped,1,2
6359,200,Cindy Dyballa,skipped,1,2
6361,200,Cindy Dyballa,skipped,1,2
6376,200,Cindy Dyballa,skipped,1,2
6380,200,Cindy Dyballa,skipped,1,2
6394,200,Cindy Dyballa,skipped,1,2
6395,200,Cindy Dyballa,skipped,1,2
6396,200,Cindy Dyballa,skipped,1,2
6397,200,Cindy Dyballa,skipped,1,2
6402,200,Cindy Dyballa,skipped,1,2
6417,200,Cindy Dyballa,skipped,1,2
6428,200,Cindy Dyballa,skipped,1,2
1517,200,writein,skipped,1,2
1539,200,writein,skipped,1,2
1543,200,writein,skipped,1,2
1878,200,writein,skipped,1,2
2116,200,writein,skipped,1,2
2180,200,writein,skipped,1,2
2192,200,writein,skipped,1,2
2369,200,writein,skipped,1,2
2371,200,writein,skipped,1,2
2445,200,writein,skipped,1,2
2696,200,writein,skipped,1,2
3208,200,writein,skipped,1,2
3252,200,writein,skipped,1,2
3305,200,writein,skipped,1,2
3329,200,writein,skipped,1,2
3812,200,writein,skipped,1,2
4073,200,writein,skipped,1,2
4338,200,writein,skipped,1,2
373,200,writein,skipped,1,2
4375,200,writein,skipped,1,2
389,200,writein,skipped,1,2
4907,200,writein,skipped,1,2
4975,200,writein,skipped,1,2
5093,200,writein,skipped,1,2
5131,200,writein,skipped,1,2
5184,200,writein,skipped,1,2
5203,200,writein,skipped,1,2
5717,200,writein,skipped,1,2
5718,200,writein,skipped,1,2
5719,200,writein,skipped,1,2
5961,200,writein,skipped,1,2
6154,200,writein,skipped,1,2
6350,200,writein,skipped,1,2
6352,200,writein,skipped,1,2
705,200,writein,skipped,1,2
706,200,writein,skipped,1,2
707,200,writein,skipped,1,2
710,200,writein,skipped,1,2
731,200,writein,skipped,1,2
750,200,writein,skipped,1,2
751,200,writein,skipped,1,2
786,200,writein,skipped,1,2
858,200,writein,skipped,1,2
1075,200,writein,skipped,1,2
1106,200,writein,skipped,1,2
