voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,num_positions
0,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
1,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
2,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
3,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
4,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
5,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
6,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
7,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
8,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
9,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
10,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
11,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
12,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
13,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
14,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
15,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
16,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
17,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
18,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
19,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
20,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
21,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
22,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
23,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
24,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
25,John Norman Orica MACDONALD (SNP),skipped,skipped,skipped,skipped,skipped,skipped,3
