Cast Vote Record,Precinct,Ballot Style,numCands,numSeats,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,numSeats,numCands
5634,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5635,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5636,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Washburn, Patricia J.","Bailey, William M.","DiMillo, Steven A.",1,11
5637,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5638,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5639,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Washburn, Patricia J.","DiMillo, Steven A.",skipped,skipped,1,11
5640,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5641,Portland 3-2,Ballot Style 3,11,1,"Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
5642,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5643,Portland 3-2,Ballot Style 3,11,1,"Houseal, Ian P.","Bailey, William M.","Chann, Marpheen S.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
5644,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Bailey, William M.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
5645,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5646,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5647,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5648,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Bailey, William M.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
5649,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
5650,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,1,11
5651,Portland 3-2,Ballot Style 3,11,1,"Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5652,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
5653,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5654,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Houseal, Ian P.",skipped,skipped,1,11
5655,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Houseal, Ian P.","Rovelto, Hope R.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.",1,11
5656,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Chann, Marpheen S.","Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Emerson, Anthony M.","Houseal, Ian P.",1,11
5657,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5658,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.","Houseal, Ian P.","Condrey, Lawson T.","Chann, Marpheen S.","Buxton, Catherine A.","Emerson, Anthony M.","Rovelto, Hope R.",1,11
5659,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
5660,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5661,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,1,11
5662,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Condrey, Lawson T.","Grant, Benjamin K.","Emerson, Anthony M.",skipped,skipped,skipped,1,11
5663,Portland 3-2,Ballot Style 3,11,1,"Condrey, Lawson T.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5664,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5665,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5666,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5667,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.","Grant, Benjamin K.","Buxton, Catherine A.","Condrey, Lawson T.","Houseal, Ian P.","Emerson, Anthony M.",1,11
5668,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5669,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5670,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Grant, Benjamin K.","DiMillo, Steven A.","Condrey, Lawson T.","Rovelto, Hope R.","Houseal, Ian P.",1,11
5672,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5673,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.",skipped,1,11
5674,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5675,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5676,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Emerson, Anthony M.","Rovelto, Hope R.","Grant, Benjamin K.","Washburn, Patricia J.","Bailey, William M.","Buxton, Catherine A.","Chann, Marpheen S.","Houseal, Ian P.",1,11
5677,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,1,11
5678,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5679,Portland 3-2,Ballot Style 3,11,1,"Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.",skipped,skipped,1,11
5680,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.","Buxton, Catherine A.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Houseal, Ian P.","DiMillo, Steven A.",1,11
5681,Portland 3-2,Ballot Style 3,11,1,"Condrey, Lawson T.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,1,11
5682,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Condrey, Lawson T.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5683,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
5684,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5685,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5686,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5687,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5688,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Condrey, Lawson T.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5689,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5690,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Grant, Benjamin K.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5691,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Buxton, Catherine A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5692,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,1,11
5693,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Emerson, Anthony M.","Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5694,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Rovelto, Hope R.","Grant, Benjamin K.","Bailey, William M.",skipped,skipped,skipped,skipped,skipped,1,11
5695,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.",skipped,skipped,skipped,skipped,skipped,1,11
5696,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Buxton, Catherine A.","Grant, Benjamin K.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5697,Portland 3-2,Ballot Style 3,11,1,"Houseal, Ian P.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5698,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5699,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5700,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","Bailey, William M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,1,11
5701,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","DiMillo, Steven A.","Bailey, William M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5702,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,skipped,1,11
5703,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5704,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","DiMillo, Steven A.","Houseal, Ian P.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5705,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Bailey, William M.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5706,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5707,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Grant, Benjamin K.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5708,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5709,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5710,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5711,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","DiMillo, Steven A.","Rovelto, Hope R.","Chann, Marpheen S.","Bailey, William M.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Washburn, Patricia J.","Grant, Benjamin K.",1,11
5712,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5713,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Chann, Marpheen S.","Buxton, Catherine A.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,1,11
5714,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5715,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5716,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Buxton, Catherine A.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","Rovelto, Hope R.","Sheikh-Yousef, Nasreen A.",1,11
5717,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.","Bailey, William M.","Rovelto, Hope R.","Houseal, Ian P.","Grant, Benjamin K.","DiMillo, Steven A.",1,11
5718,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5719,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5720,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Bailey, William M.","Rovelto, Hope R.","Houseal, Ian P.","Grant, Benjamin K.","Condrey, Lawson T.",1,11
5721,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Chann, Marpheen S.","Grant, Benjamin K.","Buxton, Catherine A.","Bailey, William M.","Condrey, Lawson T.","Emerson, Anthony M.","Houseal, Ian P.","Rovelto, Hope R.",1,11
5722,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5723,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5724,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Condrey, Lawson T.","DiMillo, Steven A.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5725,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Emerson, Anthony M.","Grant, Benjamin K.","Chann, Marpheen S.","Condrey, Lawson T.",skipped,skipped,1,11
5726,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Chann, Marpheen S.","Washburn, Patricia J.","Bailey, William M.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.",1,11
5727,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Grant, Benjamin K.","Sheikh-Yousef, Nasreen A.","Condrey, Lawson T.","Washburn, Patricia J.",skipped,skipped,skipped,1,11
5728,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5729,Portland 3-2,Ballot Style 3,11,1,"Emerson, Anthony M.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5730,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5731,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5732,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","DiMillo, Steven A.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5733,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5735,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,1,11
5736,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","DiMillo, Steven A.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.",1,11
5737,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5738,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Chann, Marpheen S.","Sheikh-Yousef, Nasreen A.","Rovelto, Hope R.",skipped,skipped,skipped,skipped,skipped,1,11
5740,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5741,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Washburn, Patricia J.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.","DiMillo, Steven A.",skipped,skipped,skipped,1,11
5743,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5744,Portland 3-2,Ballot Style 3,11,1,"DiMillo, Steven A.","Bailey, William M.","Chann, Marpheen S.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,1,11
5745,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.","Chann, Marpheen S.","Condrey, Lawson T.","Emerson, Anthony M.","Grant, Benjamin K.","Houseal, Ian P.","DiMillo, Steven A.",1,11
5746,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Buxton, Catherine A.","Washburn, Patricia J.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5747,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,1,11
5748,Portland 3-2,Ballot Style 3,11,1,"Chann, Marpheen S.","Grant, Benjamin K.","Condrey, Lawson T.","Houseal, Ian P.","DiMillo, Steven A.","Emerson, Anthony M.","Bailey, William M.","Buxton, Catherine A.",skipped,1,11
5749,Portland 3-2,Ballot Style 3,11,1,"Buxton, Catherine A.","Condrey, Lawson T.","Washburn, Patricia J.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,1,11
5750,Portland 3-2,Ballot Style 3,11,1,"Bailey, William M.","DiMillo, Steven A.","Houseal, Ian P.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5751,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Chann, Marpheen S.","Houseal, Ian P.","Rovelto, Hope R.","Bailey, William M.",1,11
5752,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Emerson, Anthony M.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5754,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Buxton, Catherine A.","Chann, Marpheen S.","Washburn, Patricia J.","Sheikh-Yousef, Nasreen A.",skipped,skipped,skipped,skipped,1,11
5755,Portland 3-2,Ballot Style 3,11,1,"Washburn, Patricia J.","DiMillo, Steven A.","Chann, Marpheen S.",skipped,skipped,skipped,skipped,skipped,skipped,1,11
5756,Portland 3-2,Ballot Style 3,11,1,"Grant, Benjamin K.","Chann, Marpheen S.","Buxton, Catherine A.","Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Condrey, Lawson T.","Emerson, Anthony M.",skipped,skipped,1,11
5757,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Emerson, Anthony M.","Washburn, Patricia J.","Buxton, Catherine A.",skipped,skipped,skipped,skipped,skipped,1,11
5758,Portland 3-2,Ballot Style 3,11,1,"Sheikh-Yousef, Nasreen A.","Washburn, Patricia J.","Buxton, Catherine A.","Emerson, Anthony M.","Condrey, Lawson T.","Grant, Benjamin K.","Chann, Marpheen S.","Houseal, Ian P.","Bailey, William M.",1,11
