Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,rank5,rank6,rank7,numSeats,numCands
MUN Ballot Style 1,2998,Portland 3-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,3000,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3001,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Ward, Richard L.","Hang, Stacey L.",,7
MUN Ballot Style 1,3002,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,3003,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3004,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3005,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3006,Portland 3-2,"Lentz, Sarah M.","Hang, Stacey L.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3007,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3008,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3009,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3010,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3011,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3013,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,3014,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3015,Portland 3-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3016,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3017,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3018,Portland 3-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3019,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3020,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3021,Portland 3-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3022,Portland 3-2,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3023,Portland 3-2,"Grant, Benjamin K.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3024,Portland 3-2,"Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3025,Portland 3-2,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3026,Portland 3-2,"Hang, Stacey L.","Schertz, Amber J.","Ward, Richard L.","Albert, Stephanie G.","Mancini, Kimberly A.","Lentz, Sarah M.","Grant, Benjamin K.",,7
MUN Ballot Style 1,3027,Portland 3-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3028,Portland 3-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3029,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3030,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3031,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3032,Portland 3-2,"Mancini, Kimberly A.","Albert, Stephanie G.","Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,3033,Portland 3-2,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3034,Portland 3-2,"Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,3035,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3036,Portland 3-2,"Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3037,Portland 3-2,"Grant, Benjamin K.","Ward, Richard L.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Albert, Stephanie G.",,7
MUN Ballot Style 1,3038,Portland 3-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3039,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Hang, Stacey L.","Ward, Richard L.","Schertz, Amber J.",,7
MUN Ballot Style 1,3040,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3042,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Ward, Richard L.","Schertz, Amber J.","Hang, Stacey L.","Mancini, Kimberly A.",,7
MUN Ballot Style 1,3043,Portland 3-2,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3044,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3045,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3046,Portland 3-2,"Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3047,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3048,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3049,Portland 3-2,"Hang, Stacey L.","Grant, Benjamin K.","Mancini, Kimberly A.","Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,3050,Portland 3-2,"Ward, Richard L.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3051,Portland 3-2,"Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3052,Portland 3-2,"Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Hang, Stacey L.","Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",,7
MUN Ballot Style 1,3055,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3056,Portland 3-2,"Lentz, Sarah M.","Albert, Stephanie G.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3057,Portland 3-2,"Grant, Benjamin K.","Hang, Stacey L.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3058,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3059,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3060,Portland 3-2,"Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3062,Portland 3-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3063,Portland 3-2,"Grant, Benjamin K.","Ward, Richard L.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3064,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3065,Portland 3-2,"Hang, Stacey L.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3066,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,3067,Portland 3-2,"Mancini, Kimberly A.","Grant, Benjamin K.","Hang, Stacey L.","Ward, Richard L.","Schertz, Amber J.","Lentz, Sarah M.","Albert, Stephanie G.",,7
MUN Ballot Style 1,3068,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3069,Portland 3-2,"Lentz, Sarah M.","Mancini, Kimberly A.","Grant, Benjamin K.","Ward, Richard L.","Schertz, Amber J.","Hang, Stacey L.","Albert, Stephanie G.",,7
MUN Ballot Style 1,3070,Portland 3-2,"Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3071,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3072,Portland 3-2,"Schertz, Amber J.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3073,Portland 3-2,"Schertz, Amber J.","Hang, Stacey L.","Albert, Stephanie G.","Mancini, Kimberly A.","Ward, Richard L.","Lentz, Sarah M.","Grant, Benjamin K.",,7
MUN Ballot Style 1,3074,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3076,Portland 3-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3078,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3079,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3080,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3081,Portland 3-2,"Mancini, Kimberly A.","Hang, Stacey L.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3082,Portland 3-2,"Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,3083,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.","Schertz, Amber J.","Mancini, Kimberly A.","Albert, Stephanie G.","Ward, Richard L.",,7
MUN Ballot Style 1,3084,Portland 3-2,"Mancini, Kimberly A.","Lentz, Sarah M.","Hang, Stacey L.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3085,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3086,Portland 3-2,"Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3087,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3088,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3089,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3090,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3091,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3092,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,3093,Portland 3-2,"Hang, Stacey L.","Schertz, Amber J.","Albert, Stephanie G.","Lentz, Sarah M.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3094,Portland 3-2,"Schertz, Amber J.","Albert, Stephanie G.","Grant, Benjamin K.","Lentz, Sarah M.","Ward, Richard L.","Mancini, Kimberly A.","Hang, Stacey L.",,7
MUN Ballot Style 1,3096,Portland 3-2,"Hang, Stacey L.","Mancini, Kimberly A.","Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.","Ward, Richard L.","Lentz, Sarah M.",,7
MUN Ballot Style 1,3097,Portland 3-2,"Albert, Stephanie G.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3098,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3099,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,3100,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3101,Portland 3-2,"Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3102,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3103,Portland 3-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Grant, Benjamin K.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3104,Portland 3-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3105,Portland 3-2,"Hang, Stacey L.","Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3106,Portland 3-2,"Hang, Stacey L.","Mancini, Kimberly A.","Grant, Benjamin K.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3107,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3108,Portland 3-2,"Lentz, Sarah M.","Mancini, Kimberly A.","Albert, Stephanie G.","Schertz, Amber J.","Grant, Benjamin K.","Hang, Stacey L.","Ward, Richard L.",,7
MUN Ballot Style 1,3109,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3110,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3111,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3112,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3113,Portland 3-2,"Grant, Benjamin K.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Albert, Stephanie G.",,7
MUN Ballot Style 1,3114,Portland 3-2,"Mancini, Kimberly A.","Schertz, Amber J.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3115,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3116,Portland 3-2,"Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3117,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3118,Portland 3-2,"Mancini, Kimberly A.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3119,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3120,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.",,7
MUN Ballot Style 1,3121,Portland 3-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3122,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3123,Portland 3-2,"Grant, Benjamin K.","Hang, Stacey L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3124,Portland 3-2,"Grant, Benjamin K.","Mancini, Kimberly A.","Albert, Stephanie G.","Ward, Richard L.","Schertz, Amber J.","Hang, Stacey L.","Lentz, Sarah M.",,7
MUN Ballot Style 1,3125,Portland 3-2,"Schertz, Amber J.","Mancini, Kimberly A.","Hang, Stacey L.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3126,Portland 3-2,"Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3127,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3128,Portland 3-2,"Albert, Stephanie G.","Hang, Stacey L.","Grant, Benjamin K.","Lentz, Sarah M.","Schertz, Amber J.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,3129,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3130,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3131,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.","Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3132,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3133,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3134,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3136,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3137,Portland 3-2,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3138,Portland 3-2,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3139,Portland 3-1,"Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3140,Portland 3-1,"Lentz, Sarah M.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3141,Portland 3-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3142,Portland 3-1,"Hang, Stacey L.","Mancini, Kimberly A.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3144,Portland 3-1,"Grant, Benjamin K.","Lentz, Sarah M.","Hang, Stacey L.","Mancini, Kimberly A.","Schertz, Amber J.","Ward, Richard L.","Albert, Stephanie G.",,7
MUN Ballot Style 1,3145,Portland 3-1,"Grant, Benjamin K.","Schertz, Amber J.","Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Ward, Richard L.",,7
MUN Ballot Style 1,3146,Portland 3-1,"Grant, Benjamin K.","Ward, Richard L.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3147,Portland 3-1,"Mancini, Kimberly A.","Ward, Richard L.","Schertz, Amber J.","Lentz, Sarah M.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3148,Portland 3-1,"Hang, Stacey L.","Grant, Benjamin K.","Albert, Stephanie G.","Lentz, Sarah M.","Mancini, Kimberly A.","Ward, Richard L.","Schertz, Amber J.",,7
MUN Ballot Style 1,3149,Portland 3-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3150,Portland 3-1,"Grant, Benjamin K.","Ward, Richard L.","Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.",,7
MUN Ballot Style 1,3151,Portland 3-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3152,Portland 3-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3153,Portland 3-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3154,Portland 3-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3155,Portland 3-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3156,Portland 3-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Schertz, Amber J.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3157,Portland 3-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3158,Portland 3-1,"Grant, Benjamin K.","Lentz, Sarah M.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3159,Portland 3-1,"Grant, Benjamin K.","Lentz, Sarah M.","Albert, Stephanie G.","Mancini, Kimberly A.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3160,Portland 3-1,"Lentz, Sarah M.","Grant, Benjamin K.","Albert, Stephanie G.","Hang, Stacey L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3161,Portland 3-1,"Lentz, Sarah M.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3162,Portland 3-1,"Lentz, Sarah M.","Ward, Richard L.","Grant, Benjamin K.",skipped,skipped,skipped,skipped,,7
MUN Ballot Style 1,3163,Portland 3-1,"Mancini, Kimberly A.","Schertz, Amber J.","Hang, Stacey L.","Ward, Richard L.",skipped,skipped,skipped,,7
MUN Ballot Style 1,3164,Portland 3-1,"Grant, Benjamin K.","Ward, Richard L.","Albert, Stephanie G.","Hang, Stacey L.","Lentz, Sarah M.","Mancini, Kimberly A.","Schertz, Amber J.",,7
