8 1.0
1 2 3 6 0
1 2 3 8 0
1 2 5 1 8 0
1 3 2 6 8 0
7 4 2 1 6 0
3 4 2 6 1 0
1 4 3 0
8 4 3 6 7 0
4 4 3 7 6 0
1 4 5 1 7 0
2 4 5 7 1 0
8 5 2 1 8 0
2 5 3 7 8 0
1 5 4 1 7 0
0
1
2
1
4
3
3
2
4
