8 1.0
1 2 6 7 0
3 2 6 7 8 0
6 2 6 8 7 0
5 2 7 6 8 0
1 2 7 8 0
8 2 7 8 6 0
3 2 8 0
4 2 8 6 7 0
1 2 8 7 6 0
5 3 1 7 8 0
23 3 1 8 7 0
2 3 7 1 0
14 3 7 1 8 0
15 3 7 8 1 0
3 3 8 0
1 3 8 1 0
48 3 8 1 7 0
10 3 8 7 1 0
7 4 0
5 4 1 0
14 4 1 6 7 0
3 4 1 7 0
10 4 1 7 6 0
1 4 6 1 0
23 4 6 1 7 0
13 4 6 7 1 0
1 4 7 0
12 4 7 1 6 0
8 4 7 6 1 0
1 5 1 0
1 5 1 6 0
9 5 1 6 8 0
3 5 1 8 0
21 5 1 8 6 0
13 5 6 1 8 0
10 5 6 8 1 0
28 5 8 1 6 0
3 5 8 6 1 0
0
1
1
3
4
2
3
2
4
