26 Unknown
1 3 7 13 1 18 26 10 12 5 8 16 15 17 9 14 0
1 6 15 14 7 4 12 20 2 18 22 23 10 17 16 25 24 19 21 11 3 5 8 26 13 1 9 0
1 6 25 26 4 2 3 8 7 10 5 9 1 0
1 7 9 13 26 6 2 1 3 8 15 5 11 12 14 10 4 0
1 7 20 26 23 16 2 12 19 18 10 1 3 15 9 14 5 4 6 24 22 11 21 13 17 8 0
1 9 5 14 13 19 2 1 22 21 23 4 15 10 12 8 17 7 24 25 3 18 16 20 6 11 0
1 11 7 8 15 10 1 3 26 6 2 12 14 13 5 17 16 9 0
1 14 1 22 23 24 2 21 25 20 3 15 26 0
1 14 13 20 19 7 5 3 22 16 24 4 17 12 10 6 1 15 11 23 25 8 9 18 26 21 2 0
1 15 16 19 13 3 4 2 26 20 25 1 8 10 11 14 18 7 12 6 17 5 9 0
1 16 6 14 12 4 3 2 22 24 25 5 7 18 1 19 13 20 11 23 26 8 17 21 15 9 10 0
1 17 12 14 6 2 1 4 20 23 25 8 5 3 13 18 11 24 16 21 26 15 19 10 22 7 9 0
1 18 6 13 10 1 2 3 24 25 26 5 23 12 20 11 17 22 14 21 16 8 7 19 15 4 9 0
1 18 16 7 12 21 3 1 17 26 10 2 22 8 14 9 25 20 19 11 13 24 15 6 5 23 4 0
1 19 4 25 23 10 22 9 21 3 16 18 1 17 24 6 2 8 15 14 12 5 7 13 20 11 0
1 19 12 26 10 7 1 8 25 24 2 5 16 23 15 3 20 17 18 13 11 14 4 22 0
1 20 5 17 18 19 1 3 24 26 16 6 14 8 4 22 15 7 2 21 25 10 13 23 9 12 11 0
1 24 3 26 11 16 1 5 19 10 12 2 23 6 9 21 18 22 7 13 4 8 0
3 26 0
4 26 1 0
1 26 1 3 2 0
1 26 2 4 3 1 0
1 26 2 12 1 3 8 6 9 13 24 16 0
3 26 3 1 2 0
1 26 6 4 2 3 1 5 0
1 26 7 5 1 2 4 3 0
1 26 7 15 3 4 5 2 1 10 0
1 26 8 1 4 6 7 10 11 3 5 2 0
1 26 12 1 0
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
