10 1.0
1 2 3 4 0
2 2 3 5 10 1 0
1 2 4 3 7 10 0
1 2 4 3 10 0
5 2 4 3 10 7 0
1 2 4 5 8 0
1 2 5 3 10 1 0
1 2 6 3 7 1 0
1 3 2 5 1 0
2 3 2 5 1 10 0
1 3 2 5 10 1 0
1 3 2 6 1 7 0
1 3 4 2 10 0
2 3 4 2 10 7 0
2 3 4 5 9 10 0
1 3 4 6 7 9 0
3 3 4 6 9 7 0
1 3 5 6 9 0
1 3 6 4 7 9 0
2 4 2 6 8 7 0
1 4 3 2 7 10 0
1 4 6 2 7 8 0
1 5 2 4 10 8 0
1 5 2 6 8 1 0
1 5 3 4 9 10 0
1 5 4 2 8 10 0
1 5 4 3 10 9 0
1 5 4 6 8 9 0
1 5 4 6 9 8 0
1 5 6 4 8 9 0
1 6 2 5 8 1 0
1 6 4 2 0
2 6 4 2 7 0
1 6 4 2 8 7 0
2 6 4 3 9 7 0
1 6 5 2 8 1 0
0
1
2
3
1
5
4
5
3
2
4
