12 1.0
1 2 8 10 12 11 9 0
1 2 8 12 10 9 11 0
1 2 9 12 0
1 2 10 9 11 12 0
1 2 10 11 8 9 12 0
2 2 10 12 0
1 2 10 12 8 9 0
1 2 10 12 8 9 11 0
1 2 10 12 11 9 8 0
1 2 11 9 8 10 12 0
1 2 11 10 8 12 9 0
6 2 12 0
1 3 1 10 0
1 3 1 10 12 0
1 3 1 12 10 0
2 3 8 1 12 11 10 0
1 3 10 1 8 0
1 3 10 1 12 0
1 3 10 11 1 8 12 0
1 3 10 11 12 1 0
1 3 10 12 1 0
1 3 10 12 1 8 0
1 3 12 8 10 1 11 0
1 4 1 9 8 10 0
1 4 9 1 8 12 10 0
1 4 10 1 8 12 9 0
1 4 10 1 9 12 8 0
1 4 10 1 12 9 0
1 4 10 1 12 9 8 0
1 4 10 8 12 1 9 0
1 4 10 9 1 8 12 0
1 4 10 9 12 8 1 0
1 5 1 8 12 11 9 0
1 5 1 9 8 12 11 0
1 5 1 11 8 12 9 0
1 5 1 12 11 9 8 0
1 5 9 1 12 11 8 0
1 5 11 1 9 0
1 6 0
6 6 1 0
1 6 1 8 9 10 11 0
5 6 1 10 0
1 6 1 11 9 8 10 0
1 6 8 1 10 9 0
1 6 8 1 10 11 9 0
1 6 9 1 0
1 6 9 10 1 0
1 6 10 0
2 6 10 1 0
2 6 10 9 1 0
1 6 10 11 9 1 0
1 7 1 10 9 0
1 7 10 11 1 12 9 0
0
1
1
3
4
2
6
5
5
3
2
4
6
