20 1.0
1 1 9 6 13 0
1 2 3 6 14 18 16 19 20 15 7 17 0
1 2 3 7 6 14 16 19 18 15 20 17 0
1 2 3 7 6 15 16 19 20 18 14 17 0
1 2 3 7 6 15 18 19 16 20 14 17 0
1 2 3 7 6 15 18 19 20 16 14 17 0
1 2 3 7 6 15 20 19 18 14 17 0
1 2 3 7 6 16 15 19 14 20 17 0
2 2 3 7 6 16 18 19 15 20 14 17 0
1 2 3 7 6 16 20 19 15 18 14 17 0
5 2 3 7 6 16 20 19 18 15 14 17 0
1 2 3 7 6 18 16 19 14 15 20 17 0
1 2 3 7 6 20 16 19 15 18 14 17 0
3 2 3 7 6 20 16 19 18 15 14 17 0
1 2 3 7 6 20 18 19 15 16 14 17 0
5 2 3 7 6 20 18 19 16 15 14 17 0
2 2 3 7 19 15 16 6 20 18 14 17 0
1 2 3 7 19 15 18 6 20 16 14 17 0
1 2 3 7 19 16 20 6 15 18 14 17 0
1 2 3 7 19 18 20 6 16 15 14 17 0
1 2 3 7 19 20 16 6 15 18 14 17 0
1 2 3 7 19 20 16 6 18 15 14 17 0
1 2 3 7 19 20 18 6 16 15 14 17 0
2 2 3 14 6 15 18 19 20 16 7 17 0
1 2 3 14 6 16 18 15 7 20 17 0
1 2 3 14 6 16 18 19 15 20 7 17 0
2 2 3 14 6 16 20 19 15 18 7 17 0
1 2 3 14 6 16 20 19 18 15 7 17 0
2 2 3 14 6 18 16 19 15 20 7 17 0
1 2 3 14 6 18 16 19 20 15 7 17 0
1 2 3 14 6 18 20 19 16 15 7 17 0
2 2 3 14 6 20 15 19 16 18 7 17 0
1 2 3 14 6 20 16 19 15 7 17 0
1 2 3 14 6 20 16 19 18 15 7 17 0
1 2 3 14 19 18 16 6 20 15 7 17 0
1 2 3 14 19 20 18 6 7 15 16 17 0
1 2 3 14 19 20 18 6 15 16 7 17 0
1 2 3 16 6 14 15 19 20 18 7 17 0
1 2 3 16 19 18 20 6 7 15 14 17 0
1 2 3 18 6 19 20 16 15 17 0
1 2 3 18 6 20 16 19 14 15 7 17 0
1 2 3 18 19 16 7 6 20 15 14 17 0
1 2 3 18 19 20 16 6 15 7 14 17 0
1 2 3 19 6 18 16 14 20 15 7 17 0
1 2 3 19 6 18 16 20 15 7 17 0
1 2 3 19 6 20 15 7 14 16 18 17 0
1 2 3 20 6 7 16 19 15 18 14 17 0
1 2 3 20 6 14 15 19 16 18 7 17 0
1 2 3 20 6 14 18 19 15 16 7 17 0
1 2 3 20 6 16 18 19 15 7 14 17 0
1 2 3 20 6 18 7 19 16 15 14 17 0
1 2 3 20 6 18 15 19 7 16 14 17 0
1 2 3 20 19 7 16 6 15 18 14 17 0
1 2 4 7 6 16 20 19 18 12 14 17 0
1 2 4 14 6 7 16 12 20 18 19 17 0
1 2 4 14 6 12 18 19 20 16 7 17 0
1 2 4 14 6 20 12 19 18 16 7 17 0
1 2 4 14 6 20 16 12 7 18 19 17 0
1 2 4 14 19 16 18 6 7 12 20 17 0
1 2 4 14 19 16 18 6 20 12 7 17 0
1 2 4 16 19 20 18 6 7 12 14 17 0
1 2 4 20 6 7 18 19 16 12 14 17 0
1 2 5 14 6 15 16 19 7 20 12 17 0
1 2 11 6 18 20 19 16 15 14 17 0
1 3 1 7 19 16 20 6 15 18 14 13 0
1 3 1 16 6 14 20 19 7 15 18 13 0
1 3 2 7 6 16 15 19 20 18 14 17 0
1 3 2 7 6 16 18 19 15 20 14 17 0
1 3 2 7 6 16 18 19 20 15 14 17 0
1 3 2 7 6 16 20 19 15 18 14 17 0
1 3 2 7 6 18 16 19 20 15 14 17 0
1 3 2 7 6 20 16 19 18 15 14 17 0
1 3 2 7 19 18 15 6 14 16 20 17 0
1 3 2 14 6 7 18 19 16 15 20 17 0
1 3 2 14 6 16 15 19 18 20 7 17 0
1 3 2 14 6 16 18 19 7 15 20 17 0
1 3 2 14 6 18 7 19 15 16 20 17 0
1 3 2 14 6 18 16 19 15 20 7 17 0
1 3 2 14 6 20 16 19 18 15 7 17 0
2 3 2 14 6 20 18 19 16 15 7 17 0
1 3 2 14 19 7 20 6 15 18 16 17 0
1 3 2 14 19 16 15 6 20 18 7 17 0
1 3 2 14 19 16 18 6 20 15 7 17 0
1 3 2 15 6 18 17 0
1 3 2 16 6 7 15 18 20 14 17 0
1 3 2 16 19 20 18 6 7 15 14 17 0
1 3 2 18 19 20 16 6 7 15 14 17 0
1 4 2 7 6 20 18 19 16 12 14 17 0
1 4 2 14 6 12 18 19 7 16 20 17 0
1 4 3 17 6 18 20 19 7 16 14 13 0
1 5 2 15 6 16 12 17 0
1 5 8 16 12 19 15 17 13 14 7 6 0
4 10 1 0
1 10 2 17 0
0
1
2
3
4
5
11
8
7
10
11
8
3
2
9
4
6
1
5
10
7
