22 1.0
1 2 8 5 17 16 14 19 18 21 12 22 0
1 3 6 11 19 9 17 20 22 15 0
1 3 7 1 15 18 17 12 16 21 9 20 0
1 3 7 10 19 12 21 15 18 20 9 17 0
1 4 7 2 19 12 21 16 18 20 9 14 0
1 4 7 8 15 16 21 14 12 18 20 19 0
1 4 10 5 15 22 12 19 9 21 18 14 0
1 4 10 13 18 12 20 14 19 15 22 9 0
1 4 11 6 19 14 15 20 0
1 5 2 10 17 12 19 14 21 18 9 22 0
1 5 3 8 19 12 17 21 15 18 16 22 0
1 5 10 8 19 12 17 15 14 18 0
1 5 13 7 19 14 17 18 12 16 15 9 0
1 6 2 11 14 9 19 17 20 22 16 21 0
1 6 2 11 14 9 19 17 22 20 21 16 0
1 6 3 4 19 16 22 20 12 9 21 0
1 6 5 4 19 21 16 22 15 9 14 0
1 6 10 13 19 12 9 15 14 22 20 17 0
1 6 11 4 14 20 19 15 0
1 6 11 5 19 15 17 16 22 21 14 9 0
1 6 13 10 20 22 17 19 9 15 12 14 0
1 7 5 10 19 18 17 15 14 21 12 9 0
1 7 5 11 19 16 9 15 18 17 21 14 0
1 7 6 8 20 16 17 19 15 12 21 14 0
1 7 8 5 15 12 14 19 21 18 16 17 0
1 7 8 11 18 17 21 16 15 20 14 19 0
1 7 8 13 14 12 16 19 20 15 17 0
1 7 10 11 15 21 17 9 20 14 18 19 0
1 7 11 2 19 17 16 18 20 21 9 14 0
1 7 11 8 14 19 15 0
1 7 11 8 17 16 19 14 21 15 20 18 0
1 7 13 6 19 16 20 14 9 12 0
1 7 13 11 20 16 14 17 18 15 9 19 0
1 8 5 11 18 21 22 14 17 19 16 15 0
1 8 6 4 19 14 16 15 21 12 20 22 0
1 8 6 13 19 12 20 15 22 17 16 14 0
1 8 7 1 14 15 16 12 17 0
1 8 7 6 19 20 15 16 21 17 12 14 0
1 8 10 11 19 18 21 17 14 20 22 15 0
1 8 10 11 19 18 22 14 17 15 20 21 0
1 10 5 1 12 9 14 15 0
1 10 6 3 17 15 22 20 12 9 21 19 0
1 10 6 7 15 9 12 19 17 20 21 14 0
1 10 6 7 19 20 14 17 9 21 15 12 0
1 10 7 5 15 9 17 14 18 12 21 19 0
1 10 7 6 19 17 9 12 14 20 21 15 0
1 10 7 8 19 18 20 15 14 21 12 17 0
1 10 8 11 19 20 21 18 22 15 17 14 0
1 10 11 1 17 14 20 21 15 0
1 10 11 7 19 21 20 18 17 14 9 15 0
1 10 11 8 15 22 17 19 21 18 14 20 0
1 10 11 13 19 14 22 18 17 20 9 15 0
1 10 11 13 19 15 22 14 9 17 20 18 0
1 10 11 13 19 22 18 17 20 15 9 14 0
1 10 13 5 19 22 9 17 18 14 12 15 0
1 10 13 6 19 12 22 17 9 20 14 15 0
1 10 13 7 20 17 9 12 18 15 14 19 0
1 11 2 3 19 17 20 0
1 11 2 5 19 14 0
1 11 4 1 0
1 11 4 2 9 14 20 22 19 0
1 11 4 2 19 22 9 16 18 20 14 21 0
1 11 4 6 15 20 9 14 16 21 19 22 0
1 11 4 6 15 21 22 16 9 14 20 19 0
1 11 6 1 9 20 14 17 22 0
1 11 7 8 19 14 17 18 15 0
1 11 8 2 18 20 21 16 17 14 22 19 0
1 11 8 6 14 16 22 15 20 17 21 19 0
1 11 8 13 19 16 22 17 15 18 20 14 0
1 11 13 1 15 9 18 20 16 22 17 14 0
1 11 13 1 17 18 20 9 14 22 15 0
1 11 13 2 19 9 18 14 22 20 16 17 0
1 11 13 3 17 16 9 15 20 18 22 19 0
1 11 13 6 19 16 9 17 14 20 22 15 0
1 11 13 10 15 9 22 18 17 14 20 19 0
1 11 13 10 19 17 18 9 14 22 20 15 0
1 13 2 6 17 9 22 19 12 14 16 20 0
1 13 5 8 15 12 16 14 18 22 17 19 0
1 13 5 10 19 18 22 14 12 17 9 15 0
1 13 6 4 19 16 20 9 12 14 22 15 0
1 13 7 3 15 12 20 17 16 9 18 19 0
1 13 7 6 9 19 14 20 12 15 0
1 13 8 4 15 19 20 14 16 22 12 18 0
1 13 8 7 20 16 18 19 14 15 12 17 0
1 13 8 10 19 12 22 14 20 18 17 15 0
1 13 8 10 19 22 17 12 15 14 20 18 0
1 13 10 8 15 12 17 14 19 20 22 0
1 13 10 11 15 14 20 19 22 17 9 18 0
1 13 11 4 20 18 14 19 9 15 16 22 0
1 13 11 6 15 17 16 22 14 20 9 19 0
1 13 11 6 15 17 19 16 9 20 22 14 0
0
1
2
3
4
5
6
7
8
8
9
11
11
10
3
2
9
4
6
1
5
10
7
