28 1.0
1 1 0
1 1 7 18 20 22 25 24 19 14 21 27 8 26 28 0
1 1 7 19 20 25 18 24 8 21 27 14 26 22 28 0
1 1 7 21 24 22 14 20 26 25 18 27 28 19 8 0
1 1 7 22 20 18 8 27 28 21 14 25 24 19 26 0
1 1 7 22 24 25 21 8 20 28 18 14 19 26 0
1 1 7 26 28 19 21 8 20 14 18 27 25 22 24 0
1 1 7 27 25 8 24 26 20 14 21 22 19 18 28 0
1 1 7 28 24 21 25 14 20 19 18 26 22 27 8 0
1 1 8 18 27 21 14 26 25 24 22 19 20 28 7 0
1 1 8 19 28 7 25 26 20 18 14 27 22 21 24 0
1 1 8 22 19 7 24 25 27 14 18 28 26 21 0
1 1 8 22 25 27 7 18 21 19 14 26 0
1 1 8 27 20 22 21 28 24 25 14 18 19 26 7 0
1 1 14 27 28 19 21 8 24 20 18 22 7 26 25 0
1 1 18 8 26 27 21 22 7 24 25 20 14 19 28 0
1 1 19 8 20 18 14 7 28 25 21 24 0
1 1 19 22 24 18 21 8 28 26 14 27 25 7 20 0
1 1 19 22 27 18 8 26 28 25 14 7 24 21 20 0
1 1 19 27 20 22 14 26 28 25 21 8 7 18 24 0
1 1 19 27 25 24 8 22 26 21 14 7 28 18 20 0
1 1 20 18 7 14 0
1 1 21 8 20 19 18 7 26 24 14 27 22 25 28 0
1 1 21 18 25 27 14 22 0
1 1 21 19 8 26 27 22 14 28 18 7 25 24 20 0
1 1 21 24 19 8 27 18 14 26 7 28 25 22 20 0
1 1 21 26 19 14 27 20 8 28 18 22 25 7 0
1 1 21 27 28 7 25 22 26 8 14 20 18 19 24 0
1 1 21 28 19 18 14 27 8 24 25 7 26 22 20 0
1 1 22 8 21 19 27 14 7 18 26 25 24 0
1 1 22 14 20 7 19 27 24 21 26 18 25 8 28 0
1 1 22 19 7 27 18 26 8 24 25 28 14 21 0
1 1 22 19 20 14 25 26 28 7 18 21 27 8 24 0
1 1 24 18 19 8 21 7 20 22 25 14 28 26 27 0
1 1 24 18 20 8 14 21 28 0
1 1 24 21 19 22 18 28 26 14 25 7 20 27 8 0
1 1 24 25 20 21 22 14 28 19 18 8 7 27 26 0
1 1 25 14 20 26 27 22 19 18 24 21 7 8 28 0
1 1 25 22 8 14 21 26 20 18 7 19 27 28 0
1 1 26 14 8 21 22 28 24 19 18 27 7 25 20 0
1 1 26 18 28 22 21 24 14 20 25 8 27 19 7 0
1 1 26 21 8 27 7 24 28 18 25 14 22 20 19 0
1 1 26 27 21 7 18 28 19 14 25 8 20 22 24 0
1 1 27 19 26 22 7 28 20 18 14 25 24 21 8 0
1 1 27 20 0
1 1 27 22 24 25 21 8 26 18 14 20 7 19 28 0
1 1 28 14 26 7 25 27 8 24 22 18 21 19 20 0
1 1 28 18 20 14 27 19 22 21 7 8 25 26 0
1 1 28 19 7 26 27 20 21 18 25 14 24 8 0
1 2 7 19 24 23 25 27 28 22 14 8 26 21 20 0
1 2 7 23 8 14 22 20 27 21 26 19 28 25 24 0
1 2 7 27 20 22 14 26 24 21 23 8 19 25 28 0
1 2 7 27 25 14 21 8 19 24 23 26 20 22 28 0
1 2 8 7 20 27 21 26 19 23 14 25 28 22 24 0
1 2 8 24 7 21 14 28 20 25 23 26 19 27 22 0
1 2 14 7 24 27 25 22 28 26 21 19 23 8 20 0
1 2 14 26 28 23 19 8 24 22 27 20 25 21 7 0
1 2 14 27 20 25 7 19 24 23 22 21 8 26 28 0
1 2 19 14 28 21 22 26 24 23 25 20 8 27 0
1 2 19 24 7 23 22 26 14 20 21 8 27 25 0
1 2 19 25 24 21 7 8 23 27 22 26 14 20 0
1 2 19 25 26 14 24 28 20 21 23 27 8 7 22 0
1 2 19 26 28 22 21 8 20 7 14 25 27 23 24 0
1 2 20 21 28 22 14 24 7 23 25 27 26 19 0
1 2 20 25 27 21 23 24 28 7 14 22 8 19 26 0
1 2 21 8 20 27 14 7 24 26 23 22 25 19 28 0
1 2 22 8 28 26 27 7 20 23 21 19 14 25 24 0
1 2 22 20 25 21 23 27 14 0
1 2 22 25 20 19 23 8 21 14 7 24 27 26 0
1 2 22 27 19 21 25 24 20 26 23 8 14 7 28 0
1 2 22 28 8 23 21 19 24 26 25 7 27 14 20 0
1 2 23 14 28 24 20 21 0
1 2 23 21 25 14 22 0
1 2 24 8 7 25 14 21 26 19 23 22 27 28 20 0
1 2 24 8 28 7 14 19 27 25 23 21 26 22 20 0
1 2 24 14 20 22 25 19 7 21 26 23 8 27 28 0
1 2 25 7 20 14 27 24 26 21 23 19 22 8 28 0
1 2 25 14 24 7 22 19 20 21 23 26 27 8 28 0
1 2 25 14 26 21 24 7 28 23 19 22 8 27 20 0
1 2 25 14 28 27 23 20 8 22 21 19 26 7 0
1 2 25 26 28 21 22 19 20 7 23 8 14 27 0
1 2 25 27 20 8 14 28 24 26 23 21 19 22 7 0
1 2 26 7 20 24 21 8 28 22 14 23 27 25 19 0
1 2 26 7 22 21 20 14 23 27 25 19 28 0
1 2 26 14 8 27 28 24 20 22 21 25 23 19 7 0
1 2 26 19 20 7 21 14 28 27 23 22 25 8 24 0
1 2 26 25 20 23 7 24 8 19 14 27 22 21 28 0
1 2 26 25 20 27 14 8 7 19 23 22 24 21 0
1 2 26 28 25 23 27 7 24 8 22 19 20 0
1 2 27 25 20 23 0
1 2 28 23 26 25 19 20 7 21 27 22 24 14 8 0
1 2 28 27 20 25 23 24 8 19 22 14 21 26 0
1 3 7 25 8 18 27 26 24 21 23 22 19 28 20 0
1 3 7 25 20 23 18 28 26 27 21 22 19 8 24 0
1 3 7 26 28 21 23 8 24 27 18 22 19 25 20 0
1 3 7 27 20 18 21 26 28 25 23 19 22 24 8 0
