14 1.0
1 2 3 4 13 1 0
1 2 3 13 4 1 14 8 0
1 2 3 14 4 13 8 1 0
1 2 5 4 1 8 0
1 2 6 4 14 13 8 11 0
1 2 6 13 0
1 2 6 13 11 4 8 14 0
1 2 7 1 0
2 2 9 4 13 14 11 1 0
1 3 2 8 1 13 4 14 0
1 3 7 12 1 0
1 3 7 13 8 1 14 12 0
1 5 2 11 1 0
1 5 6 11 8 0
1 6 2 0
1 6 2 4 8 14 13 11 0
1 6 2 4 11 0
1 6 2 4 13 8 11 0
1 6 2 4 13 11 8 0
1 6 2 8 11 13 4 14 0
1 6 2 11 4 14 0
1 6 2 13 11 0
1 6 3 4 12 0
1 6 3 8 13 12 4 14 0
1 6 3 12 0
1 6 3 12 13 0
1 6 5 4 11 12 8 0
1 6 7 0
1 6 7 12 0
1 6 7 12 11 0
1 7 2 1 0
1 7 5 1 14 8 11 12 0
1 7 6 0
1 7 6 12 0
1 7 6 13 11 12 0
1 7 10 0
1 9 2 13 1 11 4 14 0
0
1
2
3
7
4
1
7
5
5
6
3
2
4
6
