56 1.0
1 1 5 49 36 40 39 25 43 7 38 34 33 54 21 48 8 53 17 46 14 35 51 56 42 4 45 24 50 0
2 1 17 0
1 1 17 14 39 21 0
1 1 17 14 39 43 21 0
1 1 17 21 0
1 1 17 21 24 14 50 40 43 8 39 0
1 1 17 24 43 39 50 40 21 8 14 0
1 1 17 39 21 14 4 0
1 1 17 39 21 14 40 50 43 24 8 0
1 1 34 42 5 14 8 46 24 49 38 7 17 51 39 21 25 53 56 40 4 36 45 50 33 43 35 48 54 0
1 1 42 39 4 14 53 46 45 21 38 17 40 8 24 48 7 35 51 56 5 54 43 34 50 36 33 49 25 0
1 1 51 14 35 39 45 36 53 21 5 17 49 4 42 50 40 34 48 33 46 56 43 7 24 25 38 8 54 0
1 2 4 49 25 41 51 45 14 5 34 40 54 42 53 50 8 7 35 56 24 17 48 39 46 43 33 36 38 0
1 2 14 17 41 49 0
1 2 17 14 41 0
1 2 17 39 14 43 41 0
3 2 17 41 0
1 2 17 41 24 0
1 2 17 41 39 40 14 43 0
1 2 17 50 41 14 39 40 43 8 0
1 2 34 14 41 17 5 0
1 2 38 40 43 17 5 39 41 14 0
1 2 38 46 51 14 24 17 41 40 8 42 25 5 49 39 50 4 36 34 43 54 56 35 48 45 7 0
1 2 39 17 41 34 56 50 40 25 24 7 4 35 36 54 0
1 2 39 17 50 41 43 14 8 40 0
1 2 39 49 41 14 50 8 40 24 43 17 0
1 2 51 17 33 14 42 49 35 24 36 7 56 54 46 39 50 4 43 45 41 38 34 48 8 40 53 5 25 0
1 3 7 50 49 48 33 17 38 34 35 41 56 8 45 42 54 25 21 46 43 4 5 36 40 39 51 24 53 0
1 3 17 39 21 41 0
1 3 17 39 21 41 43 0
1 3 17 41 21 39 43 50 40 0
1 3 17 43 21 24 35 8 56 41 42 7 50 0
1 3 21 17 34 41 7 53 35 43 50 25 56 36 38 48 24 51 8 46 49 54 45 39 4 42 5 40 33 0
1 3 34 46 36 49 48 53 39 8 35 41 45 43 56 40 17 4 5 51 24 50 38 25 21 33 7 54 42 0
1 3 48 17 51 39 43 38 7 41 54 24 42 36 33 45 34 56 40 53 49 35 25 5 4 50 8 21 46 0
1 3 49 4 24 21 54 7 40 17 39 41 50 48 25 45 51 43 35 38 36 56 34 42 46 8 5 53 33 0
1 3 50 24 5 39 17 40 21 43 8 41 0
1 3 50 42 40 46 51 53 38 17 48 54 8 35 43 56 34 41 7 24 45 21 33 36 25 4 49 39 0
1 3 51 17 46 5 41 36 56 33 21 38 39 0
1 3 51 53 56 50 40 34 38 7 36 17 54 39 21 41 45 33 43 5 24 8 35 46 48 42 4 49 25 0
1 6 5 41 21 50 43 40 24 8 17 14 49 0
1 6 7 33 35 14 17 48 46 5 43 41 38 24 42 40 4 34 8 53 54 45 50 21 56 36 25 49 51 0
1 6 8 48 4 21 5 51 45 49 41 54 50 24 43 33 56 40 53 42 25 34 14 35 36 38 7 46 0
1 6 17 21 41 14 40 50 43 0
1 6 17 40 14 43 41 21 0
1 6 17 41 21 14 0
1 6 17 43 41 14 21 0
1 6 17 49 8 40 50 24 43 41 14 21 0
1 6 21 24 17 7 54 50 42 49 43 41 40 14 8 0
1 6 33 4 7 40 43 46 45 36 24 53 42 17 14 21 49 51 50 5 38 54 34 41 56 48 35 25 0
1 6 33 4 42 43 34 40 50 17 49 21 56 14 5 46 53 51 48 54 38 25 7 8 41 24 36 45 35 0
1 6 42 4 54 56 38 51 53 17 48 49 21 36 14 50 25 41 45 43 34 40 46 24 8 33 35 7 0
1 6 42 24 25 21 49 33 17 43 56 41 46 54 5 4 36 45 34 40 35 14 50 53 51 48 7 8 38 0
1 6 53 49 48 14 8 38 46 7 43 41 50 5 17 45 21 4 40 35 25 56 54 34 51 33 42 24 36 0
1 6 56 17 40 25 49 5 4 50 53 14 36 46 33 7 45 35 41 42 34 48 43 8 21 54 51 24 38 0
1 9 7 49 5 43 38 36 50 39 51 42 48 41 40 54 8 45 14 17 35 56 21 46 34 33 4 25 53 0
1 9 14 41 54 36 51 39 46 48 33 21 49 35 7 38 25 53 45 56 5 42 34 50 17 40 4 43 8 0
1 9 17 14 39 21 41 50 8 43 40 0
1 9 17 21 14 49 50 43 40 8 41 39 0
1 9 17 35 42 54 25 7 4 49 41 36 50 48 43 21 45 8 34 40 39 14 0
1 9 17 43 8 50 39 14 41 21 40 0
1 9 35 46 14 4 40 34 50 41 43 54 48 42 8 39 49 21 7 25 0
1 9 36 38 45 43 33 4 39 40 35 42 34 41 46 21 8 53 5 17 14 25 54 7 56 48 51 50 49 0
1 9 36 51 38 46 5 45 21 17 39 40 56 41 33 14 43 49 50 53 8 0
1 9 40 8 34 17 50 36 5 38 49 39 21 42 45 46 41 43 7 53 35 54 33 25 56 51 14 4 48 0
1 9 48 5 38 8 54 33 56 36 50 34 49 4 35 14 42 41 17 43 21 40 51 7 25 53 39 45 0
1 9 48 40 51 25 5 34 56 7 38 17 8 42 21 54 33 46 45 50 53 4 36 49 39 43 35 41 14 0
1 9 56 5 41 17 54 34 21 4 14 8 7 39 43 48 50 40 49 35 42 51 25 0
1 10 14 43 17 24 49 41 40 39 21 50 0
1 10 17 14 21 39 41 0
1 10 17 14 50 24 40 41 49 21 0
1 10 17 50 40 4 24 48 21 14 39 54 7 49 42 34 43 41 0
1 10 17 53 50 4 14 35 24 54 33 48 5 25 36 43 21 38 7 40 42 34 51 41 46 56 45 0
1 10 34 54 35 41 25 17 24 21 56 43 50 49 4 14 51 7 39 42 48 40 0
1 10 45 38 5 14 36 25 33 39 54 21 53 56 17 49 50 34 24 51 40 42 41 7 43 35 4 46 48 0
1 10 45 40 49 21 24 39 54 17 4 41 35 42 51 33 5 7 48 38 36 50 25 14 53 34 56 46 43 0
1 10 45 43 7 5 46 49 34 38 14 17 56 42 25 35 48 40 51 54 4 36 33 21 41 39 53 24 50 0
1 10 48 34 5 14 50 49 40 4 53 39 43 36 33 41 42 24 45 51 7 35 54 46 56 17 38 21 25 0
1 11 4 33 54 35 25 49 21 51 34 43 50 24 56 39 8 46 48 45 7 53 36 17 14 42 38 41 5 0
1 11 17 21 24 39 8 41 14 43 50 0
1 11 17 43 49 50 41 14 39 0
1 11 33 49 39 38 50 34 17 21 41 43 42 8 46 54 14 24 7 0
1 11 35 49 34 43 46 21 4 41 42 39 45 50 24 8 53 17 7 56 25 51 36 14 33 48 38 5 54 0
1 11 43 34 14 33 46 51 21 17 49 25 4 45 5 39 48 35 42 56 41 36 54 53 7 8 38 50 24 0
1 11 43 48 4 5 42 34 36 38 25 17 41 50 35 39 14 56 8 53 7 24 33 54 46 51 45 21 49 0
1 11 49 43 38 41 35 42 5 14 53 17 21 24 46 8 34 4 51 33 50 45 54 7 25 36 56 48 39 0
1 11 50 48 51 38 33 24 5 39 21 54 17 45 53 4 36 41 14 25 8 56 7 46 42 43 35 34 49 0
1 11 54 51 46 39 53 36 24 42 8 41 33 7 25 43 34 45 21 5 14 17 49 56 50 48 35 4 38 0
1 12 5 33 39 35 46 7 48 25 41 49 24 53 45 51 8 40 4 34 17 50 36 14 43 54 21 56 38 0
1 12 14 4 21 48 49 51 46 33 5 56 50 38 43 45 24 35 34 8 53 40 17 39 41 36 54 7 25 0
1 12 17 7 21 34 50 43 49 40 54 14 48 8 24 4 41 39 0
1 12 17 56 8 41 54 40 45 39 5 14 43 50 38 21 48 49 36 33 25 53 46 7 24 4 51 35 34 0
1 12 36 34 43 49 40 50 17 39 41 14 8 24 21 7 33 54 0
1 12 43 51 7 45 5 46 49 53 21 39 50 14 8 48 36 17 54 35 38 4 41 34 40 25 33 24 56 0
1 12 45 35 5 43 7 4 53 41 25 21 8 56 51 14 34 48 24 17 39 46 49 33 54 36 38 40 50 0
1 12 50 38 51 45 43 5 21 4 46 41 40 54 48 53 8 25 24 14 7 56 39 35 33 17 36 34 49 0
1 12 53 48 39 50 45 17 5 8 24 4 41 49 25 43 56 54 34 38 33 35 14 51 21 46 36 40 7 0
1 12 56 40 45 50 4 36 25 14 53 17 8 41 51 54 21 48 24 5 43 46 39 33 34 35 38 49 7 0
1 13 17 7 41 39 24 40 43 8 50 14 42 49 21 0
1 13 17 43 50 39 41 34 40 4 48 25 0
1 13 21 33 51 43 25 4 39 50 41 14 38 7 35 49 42 45 17 8 5 34 53 40 48 56 0
1 13 33 56 35 43 36 46 5 14 25 41 38 24 42 21 48 45 39 4 50 7 17 53 40 49 51 8 34 0
1 13 34 51 36 25 53 42 39 35 14 41 17 8 38 7 50 40 49 56 43 45 5 21 46 4 48 33 24 0
1 13 35 45 56 17 49 51 33 24 39 43 7 48 38 40 50 8 53 21 36 14 42 41 25 46 4 34 0
1 13 40 46 56 50 45 5 25 14 34 48 41 4 39 53 35 8 24 36 42 51 21 33 49 7 43 17 0
1 13 50 8 48 4 40 5 49 43 41 34 42 39 35 14 56 24 7 21 51 25 17 0
1 15 5 24 41 14 39 40 8 43 50 17 48 21 0
1 15 25 39 46 45 43 36 56 17 50 41 53 54 35 8 7 51 48 33 14 38 40 4 21 42 5 49 24 0
1 15 36 54 51 50 53 17 35 48 25 41 49 8 7 40 42 4 43 46 21 45 24 56 39 5 33 14 38 0
1 15 38 4 17 50 42 36 51 8 45 40 25 49 46 7 21 56 39 48 54 24 41 53 43 35 5 14 33 0
1 15 40 17 49 42 35 5 38 21 4 7 54 56 43 14 24 53 48 36 41 45 33 51 8 25 46 39 50 0
1 15 46 38 54 48 42 53 50 8 33 40 17 4 49 51 36 45 21 25 41 43 7 39 35 24 56 14 5 0
1 15 51 53 35 25 40 17 38 24 54 45 48 56 4 39 46 7 49 36 21 33 43 50 41 8 5 14 42 0
1 16 17 24 14 42 49 21 54 40 50 43 8 41 39 25 7 0
1 16 35 50 33 7 34 5 49 25 45 14 24 8 36 54 43 39 41 46 42 53 56 38 21 48 17 40 51 0
1 16 36 39 33 17 38 24 41 21 14 35 46 43 25 51 5 49 0
