46 1.0
4 1 0
1 1 21 34 24 14 7 33 46 8 45 31 32 43 23 36 37 41 4 40 29 42 0
1 1 29 43 14 8 24 46 4 41 42 21 45 7 33 36 23 31 34 37 40 0
1 1 31 29 7 36 8 14 46 42 24 37 45 33 34 32 41 44 39 23 4 40 43 21 0
1 1 32 0
1 1 34 8 24 33 21 23 36 46 43 45 32 14 31 41 4 29 39 7 44 40 42 37 0
1 1 40 39 29 33 37 24 36 31 4 34 14 7 21 43 8 23 44 45 46 42 41 32 0
1 2 8 24 33 37 42 14 35 7 34 41 0
1 2 14 35 33 0
1 2 32 14 35 0
1 2 32 33 34 42 35 14 37 0
1 2 35 32 14 0
1 2 35 36 14 33 32 42 0
1 2 40 7 14 35 45 34 37 24 42 29 41 36 8 33 0
1 2 42 31 39 45 14 35 8 36 32 40 7 33 37 46 41 44 4 23 43 29 24 34 0
1 3 4 23 41 35 7 8 44 40 33 42 24 37 34 32 29 39 46 21 43 31 45 36 0
1 3 21 35 32 0
1 3 21 35 33 0
1 3 32 33 21 35 23 0
1 3 33 4 42 35 24 36 32 45 40 31 8 23 34 44 7 39 46 29 43 37 41 21 0
1 3 41 34 44 37 33 35 31 23 40 42 24 4 32 46 8 39 36 21 43 7 29 45 0
1 5 23 41 8 4 42 35 7 46 32 43 14 34 29 44 21 39 45 24 31 40 36 33 0
1 5 24 43 7 4 33 36 46 8 35 14 40 41 45 31 23 42 34 29 21 0
1 5 29 45 41 42 21 40 33 7 8 35 24 34 36 14 0
1 5 31 33 35 34 21 32 29 4 42 36 14 43 8 39 44 7 46 24 41 45 23 40 0
1 5 34 7 33 35 36 41 0
1 5 45 40 33 24 41 39 7 46 44 4 35 34 29 21 43 8 42 31 14 32 36 23 0
1 5 45 46 36 7 35 41 43 29 21 34 39 31 23 42 40 4 14 44 8 24 0
1 6 7 33 41 21 8 24 35 36 32 42 29 37 45 40 14 0
1 6 7 36 8 37 14 39 45 4 42 41 40 33 31 23 46 0
1 6 14 23 41 35 8 21 42 24 29 46 4 36 40 33 7 31 43 44 45 37 0
1 6 14 23 44 41 7 21 31 36 40 42 24 37 29 32 35 43 45 33 46 4 8 0
1 6 14 33 43 37 42 35 7 36 40 41 31 29 23 21 46 24 4 45 8 0
1 6 14 39 4 35 33 29 40 46 44 24 21 37 31 8 32 43 41 23 7 42 0
1 6 23 46 43 41 8 24 37 44 40 29 21 35 36 32 33 39 31 42 7 4 45 14 0
1 6 33 4 46 24 41 35 23 7 45 8 37 29 21 31 36 14 43 40 42 0
1 6 35 14 45 33 24 37 21 8 41 7 42 36 0
1 6 37 39 36 42 32 35 14 46 44 40 8 33 41 23 21 45 29 4 24 31 43 7 0
