5 1.0
3 1 2 3 4 5 0
2 1 2 3 5 4 0
1 1 2 4 3 5 0
5 1 2 4 5 3 0
3 1 2 5 0
1 1 2 5 3 0
1 1 2 5 3 4 0
1 1 2 5 4 0
1 1 2 5 4 3 0
1 1 3 2 0
2 1 3 2 4 5 0
2 1 3 2 5 0
3 1 3 2 5 4 0
1 1 3 4 0
1 1 3 4 2 5 0
3 1 3 4 5 2 0
3 1 3 5 2 4 0
1 1 3 5 4 0
5 1 3 5 4 2 0
1 1 4 2 3 0
1 1 4 2 3 5 0
4 1 4 2 5 3 0
3 1 4 3 2 5 0
1 1 4 5 2 3 0
2 1 4 5 3 2 0
601 1 5 0
11 1 5 2 0
17 1 5 2 3 0
5 1 5 2 3 4 0
3 1 5 2 4 3 0
2 1 5 3 2 4 0
2 1 5 3 4 2 0
4 1 5 4 2 3 0
1 1 5 4 3 2 0
8 2 1 0
2 2 1 3 4 0
14 2 1 3 4 5 0
3 2 1 3 5 4 0
1 2 1 4 3 0
5 2 1 4 3 5 0
13 2 1 4 5 3 0
2 2 1 5 0
12 2 1 5 3 4 0
1 2 1 5 4 0
14 2 1 5 4 3 0
1 2 3 1 0
16 2 3 1 4 5 0
1 2 3 1 5 0
9 2 3 1 5 4 0
1 2 3 4 1 0
3 2 3 4 1 5 0
6 2 3 4 5 1 0
1 2 3 5 1 4 0
4 2 3 5 4 1 0
1 2 4 1 3 0
7 2 4 1 3 5 0
9 2 4 1 5 3 0
5 2 4 3 1 5 0
11 2 4 3 5 1 0
3 2 4 5 1 3 0
2 2 4 5 3 1 0
1 2 5 1 0
9 2 5 1 3 4 0
1 2 5 1 4 0
8 2 5 1 4 3 0
3 2 5 3 1 4 0
2 2 5 3 4 1 0
9 2 5 4 1 3 0
5 2 5 4 3 1 0
20 3 1 2 4 5 0
1 3 1 2 5 0
8 3 1 2 5 4 0
11 3 1 4 2 5 0
3 3 1 4 5 0
5 3 1 4 5 2 0
1 3 1 5 0
9 3 1 5 2 4 0
1 3 1 5 4 0
7 3 1 5 4 2 0
9 3 2 1 4 5 0
1 3 2 1 5 0
11 3 2 1 5 4 0
9 3 2 4 1 5 0
4 3 2 4 5 1 0
4 3 2 5 1 4 0
3 3 2 5 4 1 0
8 3 4 1 2 5 0
7 3 4 1 5 2 0
5 3 4 2 1 5 0
2 3 4 2 5 1 0
7 3 4 5 1 2 0
1 3 4 5 2 1 0
1 3 5 1 2 0
6 3 5 1 2 4 0
1 3 5 1 4 0
11 3 5 1 4 2 0
1 3 5 2 1 0
4 3 5 2 1 4 0
4 3 5 2 4 1 0
4 3 5 4 1 2 0
5 3 5 4 2 1 0
2 4 1 0
1 4 1 2 3 0
13 4 1 2 3 5 0
8 4 1 2 5 3 0
10 4 1 3 2 5 0
1 4 1 3 5 0
2 4 1 3 5 2 0
3 4 1 5 0
13 4 1 5 2 3 0
1 4 1 5 3 0
12 4 1 5 3 2 0
3 4 2 1 3 0
9 4 2 1 3 5 0
1 4 2 1 5 0
6 4 2 1 5 3 0
2 4 2 3 1 5 0
3 4 2 3 5 1 0
3 4 2 5 1 3 0
7 4 2 5 3 1 0
1 4 3 1 0
13 4 3 1 2 5 0
4 4 3 1 5 2 0
4 4 3 2 1 5 0
3 4 3 2 5 1 0
6 4 3 5 1 2 0
3 4 3 5 2 1 0
2 4 5 1 0
1 4 5 1 2 0
12 4 5 1 2 3 0
6 4 5 1 3 2 0
1 4 5 2 1 3 0
5 4 5 2 3 1 0
5 4 5 3 1 2 0
6 4 5 3 2 1 0
56 5 0
840 5 1 0
1 5 1 2 0
7 5 1 2 3 4 0
10 5 1 2 4 3 0
1 5 1 3 0
1 5 1 3 2 0
8 5 1 3 2 4 0
2 5 1 3 4 0
7 5 1 3 4 2 0
1 5 1 4 0
2 5 1 4 2 0
3 5 1 4 2 3 0
1 5 1 4 3 0
7 5 1 4 3 2 0
1 5 2 0
6 5 2 1 0
9 5 2 1 3 4 0
7 5 2 1 4 3 0
9 5 2 3 1 4 0
4 5 2 3 4 1 0
2 5 2 4 1 3 0
4 5 2 4 3 1 0
2 5 3 1 2 0
5 5 3 1 2 4 0
1 5 3 1 4 0
5 5 3 1 4 2 0
3 5 3 2 1 0
4 5 3 2 1 4 0
2 5 3 2 4 1 0
1 5 3 4 1 0
5 5 3 4 1 2 0
3 5 3 4 2 1 0
3 5 4 1 0
1 5 4 1 2 0
3 5 4 1 2 3 0
1 5 4 1 3 0
8 5 4 1 3 2 0
1 5 4 2 1 0
9 5 4 2 3 1 0
11 5 4 3 1 2 0
16 5 4 3 2 1 0
0
1.0
2.0
3.0
4.0
5.0
