42 1.0
1 1 2 40 14 34 0
4 1 3 30 21 34 0
1 1 3 30 21 40 34 0
1 1 6 40 30 34 21 14 0
1 1 22 7 0
1 1 22 24 0
1 2 1 14 30 0
1 2 3 32 30 40 42 34 31 38 0
1 2 22 7 32 0
1 3 1 21 40 30 39 31 34 24 7 0
1 3 1 28 38 40 4 21 23 39 7 41 34 24 36 29 42 31 30 0
1 3 2 31 29 40 24 34 4 38 30 23 39 42 7 32 0
1 3 2 32 4 41 40 30 8 39 37 24 31 36 7 28 34 33 0
1 3 16 28 41 30 33 32 8 39 37 34 38 29 24 21 23 40 36 31 7 42 0
1 3 22 21 32 30 42 0
1 3 26 40 7 38 34 23 8 37 24 32 36 28 31 29 39 33 4 41 42 21 0
1 5 2 42 36 38 8 32 23 30 31 33 7 37 29 24 4 41 39 28 14 40 0
1 5 3 8 4 39 37 30 42 7 36 21 38 40 33 31 24 32 41 28 0
1 5 9 41 38 42 14 24 33 4 29 31 36 30 21 37 40 8 39 23 32 0
1 5 26 32 33 23 41 21 4 7 42 28 24 31 36 39 40 38 37 29 14 8 0
1 6 3 32 21 41 30 34 37 8 24 33 7 39 0
1 6 3 33 40 29 36 24 42 34 21 4 30 7 38 8 37 23 28 32 39 41 0
1 6 5 36 41 28 8 14 23 39 24 32 37 33 40 4 38 7 21 30 42 0
1 6 5 42 28 14 29 37 40 41 24 32 39 33 21 4 8 38 36 30 23 7 0
1 6 26 29 42 38 36 34 40 14 21 41 8 24 23 37 33 28 7 32 39 4 0
1 6 26 32 8 38 40 21 23 39 42 33 37 7 4 34 28 29 24 36 14 41 0
1 6 26 32 8 40 28 21 34 36 33 37 7 39 24 14 0
1 9 2 32 36 38 33 14 42 31 40 8 39 24 4 37 23 29 30 41 34 28 0
1 9 10 28 4 36 42 30 31 21 41 8 37 23 14 40 34 32 39 33 0
1 9 10 32 37 4 8 21 29 14 38 41 42 31 40 39 36 23 34 28 30 33 0
1 10 3 32 37 36 41 21 42 30 38 8 31 7 40 39 28 4 34 23 29 33 0
5 10 9 40 42 31 39 37 23 8 29 32 33 36 21 4 34 38 41 14 28 30 0
1 10 19 8 42 4 32 21 40 30 38 28 34 31 36 7 23 41 39 33 14 29 0
1 10 35 4 21 14 40 41 37 34 8 42 33 30 38 7 29 36 39 23 32 31 0
2 11 6 4 42 29 28 14 40 34 21 41 24 39 23 7 33 36 37 32 30 38 0
1 11 6 29 40 33 4 14 41 34 21 36 24 39 38 7 28 23 37 32 30 42 0
1 11 12 24 40 41 32 21 29 30 37 38 34 31 28 7 23 36 39 4 14 42 0
1 11 19 42 41 34 31 39 40 33 23 32 36 29 30 24 7 38 4 21 28 14 0
1 11 35 31 29 39 21 24 42 37 40 34 23 33 38 36 32 7 14 4 30 0
1 12 3 36 29 38 21 41 42 4 32 28 40 23 0
1 12 9 28 42 30 32 40 37 4 21 36 24 8 41 34 14 39 31 0
1 12 11 24 42 4 32 21 40 30 29 41 34 31 38 7 36 28 39 23 14 37 0
1 12 11 39 4 40 36 32 23 21 41 37 14 29 7 28 38 31 30 24 34 42 0
1 12 11 39 29 14 21 24 23 41 40 34 4 42 38 28 32 31 36 30 37 7 0
3 12 11 39 42 14 21 24 29 41 40 34 23 36 38 28 32 31 4 30 37 7 0
1 12 11 39 42 14 21 24 29 41 40 34 37 36 38 28 32 31 4 30 23 7 0
1 12 15 29 4 8 31 32 39 30 24 37 38 23 7 41 34 14 40 21 42 28 0
1 12 17 14 38 39 21 37 29 28 40 31 24 4 42 36 32 34 41 30 8 7 0
1 13 2 23 29 30 8 39 28 34 31 14 32 38 42 33 36 7 37 4 24 40 0
1 13 5 8 36 24 42 14 38 21 30 40 31 33 7 4 32 37 39 23 28 29 0
1 13 12 7 28 23 34 37 36 39 29 14 8 42 4 40 21 24 38 32 31 30 0
1 13 12 24 23 4 32 21 40 30 28 37 34 39 29 7 38 8 31 36 14 42 0
1 13 16 39 37 38 21 32 7 8 31 30 28 29 40 36 24 34 23 14 33 42 0
1 13 25 24 33 36 32 21 29 30 28 23 34 31 37 7 42 40 39 8 14 4 0
1 13 35 39 37 38 21 32 7 8 31 30 36 29 40 4 24 34 23 14 33 42 0
1 15 3 33 39 24 40 37 38 30 8 21 29 23 7 42 28 34 41 32 4 31 0
1 15 13 21 42 34 30 28 29 37 40 7 8 38 32 14 24 39 33 31 0
1 15 13 40 42 31 39 37 23 8 29 32 28 33 21 4 34 38 7 14 24 30 0
1 15 16 39 37 42 21 32 7 24 34 14 41 23 40 29 8 31 28 30 33 38 0
1 15 17 39 37 38 21 32 7 8 31 30 41 29 42 4 24 34 28 14 33 40 0
1 15 18 31 24 28 21 32 39 37 34 38 4 41 42 23 7 30 33 14 8 40 0
1 15 18 39 37 38 21 32 7 8 31 30 23 4 40 28 24 34 41 14 33 42 0
1 15 18 39 37 38 21 32 7 8 31 30 28 4 40 23 24 34 41 14 33 42 0
1 15 20 14 32 40 34 37 24 7 31 39 21 30 0
