18 Unknown
1 3 7 14 15 16 1 18 8 17 0
1 3 8 14 15 17 0
1 3 8 14 16 17 15 0
1 3 8 17 7 15 1 14 18 16 0
1 3 15 1 18 14 16 8 7 17 0
1 3 15 8 14 17 0
1 3 15 14 0
1 3 15 16 17 14 0
1 3 15 18 16 1 7 8 17 14 0
1 3 16 0
1 3 16 14 0
1 3 16 14 15 0
1 3 16 15 0
1 3 16 15 1 18 7 17 14 8 0
1 3 16 15 14 0
1 3 16 17 14 15 0
1 3 17 1 15 18 7 16 0
1 3 18 14 16 8 1 15 0
1 4 1 17 16 14 7 8 2 18 0
1 4 8 16 2 14 0
1 4 8 16 14 18 17 7 1 2 0
1 4 14 2 0
1 4 16 2 0
1 4 16 2 14 0
1 4 16 14 2 17 8 0
1 4 17 2 16 14 0
1 4 18 14 16 17 8 2 7 1 0
1 5 1 2 14 18 15 7 16 17 0
1 5 16 7 2 0
1 5 16 14 15 17 7 2 1 18 0
1 6 1 14 15 18 8 2 16 7 0
1 6 1 16 8 18 2 15 14 7 0
1 6 2 15 14 0
1 6 7 15 16 2 1 8 14 0
1 6 14 2 16 8 15 0
1 6 14 2 18 8 16 15 1 0
1 6 16 2 15 14 0
2 9 0
2 9 2 0
2 9 2 15 0
3 9 14 2 15 0
1 9 14 17 2 8 15 0
1 9 15 2 0
1 9 15 2 14 8 17 0
1 9 15 17 2 14 0
1 9 17 15 7 14 8 2 18 0
1 10 7 2 8 17 15 14 16 18 0
1 10 15 16 17 7 18 14 2 0
1 10 16 2 7 8 17 15 14 0
1 10 16 2 8 14 7 0
1 10 16 8 18 2 17 14 7 15 0
1 11 1 8 14 15 16 2 18 17 0
1 11 1 14 17 15 18 2 8 16 0
1 11 18 8 2 1 0
1 12 2 15 7 1 8 18 17 16 0
1 12 7 1 8 15 18 2 17 16 0
1 12 15 17 2 8 0
1 12 16 17 15 2 0
1 12 17 15 16 7 8 2 1 18 0
1 12 18 2 17 8 1 15 16 7 0
1 13 1 8 17 14 7 2 16 15 0
1 13 2 14 8 15 16 1 17 7 0
0
7
1
1
2
5
4
8
5
9
7
8
3
6
3
2
9
4
6
