36 1.0
2 1 0
1 1 4 27 23 14 0
1 1 23 4 27 28 0
1 1 27 14 21 0
1 1 27 21 0
1 1 27 21 24 32 7 28 35 14 34 29 0
1 1 27 21 28 14 0
1 1 27 21 32 0
1 1 27 29 35 32 7 28 21 0
1 1 28 27 21 23 24 35 0
1 1 32 27 14 7 35 28 29 21 0
1 1 36 14 33 32 26 7 24 23 34 4 21 10 31 35 28 29 27 0
1 2 4 14 31 10 27 29 30 34 23 33 36 24 35 32 7 26 28 0
1 2 14 27 29 35 7 30 32 28 0
1 2 23 14 10 31 7 34 32 4 24 36 28 29 33 35 30 26 27 0
1 2 24 28 27 14 30 32 0
1 2 27 14 30 28 0
1 2 27 28 10 36 34 24 29 35 14 32 31 30 7 0
2 2 27 28 14 30 0
2 2 27 28 14 30 32 0
1 2 27 28 32 30 14 0
4 2 27 30 0
1 2 27 30 14 28 32 29 0
1 2 27 30 28 14 32 0
1 2 27 32 14 30 29 28 0
1 2 28 29 7 32 23 14 10 24 31 33 26 30 4 35 27 36 34 0
1 2 28 35 31 27 34 32 24 7 36 30 29 0
1 2 29 14 35 30 34 28 32 7 24 0
1 2 29 36 27 24 34 4 28 33 32 7 14 35 31 26 30 10 23 0
1 2 30 14 0
1 2 33 10 27 7 24 26 34 23 32 28 35 30 31 4 29 36 14 0
1 2 35 27 28 14 32 24 29 7 30 0
1 2 36 28 10 34 35 4 29 7 23 26 14 33 32 31 24 27 30 0
1 3 7 27 30 21 32 35 29 28 0
1 3 10 26 31 27 4 28 32 24 29 34 33 21 23 36 7 35 30 0
1 3 26 21 31 36 23 27 35 10 33 32 30 7 34 4 28 24 29 0
1 3 27 10 28 33 21 26 30 7 24 31 29 36 34 4 32 35 0
1 3 27 21 30 0
1 3 27 28 30 21 0
1 3 27 29 21 32 7 35 10 28 24 34 30 0
1 3 27 32 7 34 35 24 21 29 28 30 0
1 3 27 32 23 30 29 34 28 36 7 26 33 10 35 24 4 31 21 0
1 3 27 32 29 35 28 30 21 0
1 3 30 29 24 31 26 27 23 33 4 28 21 10 35 7 32 34 36 0
1 3 32 21 30 27 28 0
1 3 33 28 27 36 31 26 32 7 24 4 30 34 29 35 21 10 23 0
