20 1.0
1 1 8 12 13 19 14 18 15 20 16 0
1 1 8 15 19 12 13 0
1 1 8 18 20 16 19 15 13 12 0
1 1 8 19 13 12 14 20 18 15 0
1 1 12 8 20 13 18 16 15 14 19 0
1 1 12 13 15 20 19 16 18 0
1 1 12 13 19 15 18 16 0
1 1 12 15 14 19 8 18 20 16 13 0
1 1 12 15 20 13 14 16 19 8 18 0
1 1 12 18 19 16 14 15 13 20 8 0
1 1 12 19 15 13 20 8 16 0
1 1 12 20 13 16 8 15 14 18 19 0
1 1 13 12 14 19 16 18 8 20 0
1 1 13 15 14 16 20 19 12 18 8 0
1 1 13 15 18 20 8 19 12 16 14 0
1 1 13 16 14 12 18 8 19 0
1 1 14 8 19 12 20 16 18 13 15 0
1 1 14 19 8 20 18 13 16 15 12 0
1 1 14 19 13 12 0
1 1 15 14 18 16 8 12 20 19 13 0
1 1 15 18 12 0
1 1 15 18 12 13 14 8 16 20 19 0
1 1 16 12 13 18 15 8 20 19 14 0
1 1 16 12 19 20 18 14 13 15 8 0
1 1 16 18 14 15 19 12 20 13 8 0
1 1 16 20 13 18 15 12 14 8 19 0
1 1 16 20 19 18 15 13 12 14 8 0
1 1 18 12 19 16 14 13 15 8 20 0
1 1 18 13 14 20 19 12 8 16 15 0
1 1 18 13 19 20 16 12 15 0
1 1 18 15 19 13 8 12 16 20 14 0
1 1 18 16 8 13 15 20 12 19 14 0
1 1 18 19 13 12 15 16 20 8 14 0
1 1 18 19 14 13 12 15 8 16 20 0
1 1 18 19 15 8 16 13 12 14 20 0
3 1 19 0
1 1 19 13 12 0
1 1 19 15 12 13 0
1 1 19 16 18 15 13 12 0
1 1 19 18 13 15 16 12 0
1 1 20 12 15 19 14 13 8 18 16 0
1 1 20 13 15 12 14 18 19 16 8 0
1 1 20 13 15 19 8 14 18 16 0
1 1 20 14 13 18 15 19 12 8 16 0
1 1 20 19 14 8 12 18 16 13 15 0
1 2 8 18 17 16 20 15 12 19 14 0
1 2 12 15 14 16 20 19 17 8 18 0
1 2 14 12 17 8 15 18 16 20 19 0
1 2 14 12 17 19 15 0
1 2 14 15 17 12 20 8 16 18 19 0
1 2 14 18 8 20 16 17 12 19 15 0
