32 1.0
1 1 30 25 6 18 28 17 2 23 21 31 5 27 26 20 22 16 24 32 29 0
1 3 17 25 6 5 28 21 2 18 30 27 24 31 29 20 26 23 16 32 12 0
1 3 17 25 28 5 6 32 27 18 21 31 12 30 20 26 16 24 2 23 0
1 3 21 6 25 18 28 17 2 29 32 27 23 20 26 31 12 24 16 30 5 0
1 3 21 25 28 18 6 17 2 29 30 20 12 31 5 27 23 24 16 32 26 0
1 3 21 25 28 23 30 20 12 5 31 26 16 24 32 29 0
1 4 17 6 25 18 28 30 2 22 32 20 5 31 29 27 12 16 24 21 26 0
1 4 17 6 31 5 28 2 22 27 26 25 18 20 12 24 16 32 29 0
1 4 17 18 6 29 25 21 2 22 32 27 26 20 28 31 12 16 24 30 5 0
1 4 17 25 6 18 28 21 2 12 30 20 26 31 5 27 22 16 24 32 29 0
1 4 17 25 6 18 28 27 26 20 12 31 5 2 22 16 24 32 29 0
1 4 21 18 6 17 27 22 30 20 31 29 2 12 16 24 32 0
1 4 21 25 6 18 28 17 2 12 32 20 5 31 26 27 22 16 24 30 29 0
1 4 21 25 6 18 28 17 27 12 30 20 29 31 5 2 22 16 24 32 26 0
1 4 21 25 18 28 6 32 2 5 31 26 20 22 27 12 16 24 29 0
1 4 25 28 18 5 31 22 27 6 26 29 20 12 24 16 0
1 4 30 6 25 18 28 17 2 22 21 31 26 20 29 27 12 16 24 32 5 0
1 4 30 6 28 29 25 21 17 26 32 20 22 31 5 27 12 24 16 2 18 0
1 4 30 25 28 18 6 21 2 22 32 20 26 27 5 31 12 16 24 17 29 0
1 7 2 25 6 5 28 21 30 23 17 27 12 31 22 32 26 16 24 20 29 0
1 7 2 25 6 29 28 21 17 5 32 20 12 31 23 27 22 16 24 30 26 0
1 7 2 25 28 5 6 30 17 22 32 31 23 27 26 21 29 16 12 24 0
1 7 17 6 28 5 25 21 2 22 32 20 26 31 23 27 12 16 24 30 29 0
1 7 17 6 28 23 31 21 2 22 32 27 26 20 29 25 12 24 16 30 5 0
1 7 17 6 28 26 31 21 2 23 32 27 22 25 5 20 16 24 12 30 29 0
1 7 17 25 6 5 28 21 2 22 30 20 29 31 23 27 12 16 24 32 26 0
1 7 17 25 6 5 28 21 2 26 30 20 22 31 29 27 12 24 16 32 23 0
1 7 17 25 6 23 28 21 20 29 30 27 12 31 26 2 22 16 24 32 5 0
1 7 17 25 28 5 6 21 2 26 32 27 22 31 23 20 12 16 24 29 0
1 7 17 25 28 29 6 30 27 23 32 20 5 31 22 2 12 24 16 21 26 0
1 7 17 31 6 5 28 21 2 12 32 20 26 25 29 27 22 16 24 30 23 0
1 7 21 6 28 5 25 17 2 12 32 31 29 20 26 27 23 16 24 30 22 0
1 7 21 6 28 26 25 20 27 22 2 31 12 29 17 23 16 24 30 5 0
1 7 21 6 28 29 25 30 2 22 32 20 26 31 23 27 12 16 24 17 5 0
1 7 21 25 6 23 28 17 27 26 32 20 22 31 29 2 12 16 24 30 5 0
1 7 21 25 6 29 28 17 2 12 30 20 26 31 22 27 5 16 24 32 23 0
1 7 21 25 28 5 6 17 31 29 32 20 22 27 23 2 12 16 24 30 26 0
1 7 21 25 28 23 6 30 27 22 32 20 29 31 26 2 12 16 24 17 5 0
1 7 21 25 28 29 6 17 2 23 30 27 5 31 12 20 22 16 24 32 26 0
1 7 21 25 28 29 6 17 27 12 30 31 23 20 26 2 22 16 24 32 5 0
1 7 21 25 31 5 28 17 2 26 30 27 12 20 29 6 23 16 24 32 22 0
1 7 21 28 25 5 6 17 2 22 32 27 29 20 23 31 12 24 16 30 26 0
1 7 27 25 28 5 6 17 30 22 21 20 29 31 23 32 12 24 16 2 26 0
1 7 30 20 6 28 5 17 31 26 32 2 22 27 29 25 12 24 16 21 23 0
1 7 30 25 6 5 28 17 2 23 32 27 22 20 29 31 12 24 16 21 26 0
1 7 30 25 6 5 28 21 2 23 32 27 22 31 29 20 16 24 12 17 26 0
1 7 30 25 6 5 28 21 27 26 32 20 22 31 29 2 12 16 24 17 23 0
1 7 30 25 6 26 28 17 27 5 32 31 22 20 23 21 12 24 16 2 29 0
1 7 30 25 28 5 6 17 27 26 32 20 12 31 22 2 23 16 24 21 29 0
1 7 30 28 6 5 25 27 21 26 32 17 23 31 29 20 12 16 24 2 22 0
1 7 30 28 6 26 25 21 20 29 32 27 5 31 23 2 12 16 24 17 22 0
1 7 32 25 6 5 28 2 30 29 17 20 22 31 23 21 12 16 24 27 26 0
1 7 32 31 6 5 28 27 30 23 21 20 26 25 29 2 12 16 24 17 22 0
1 7 32 31 6 29 28 30 2 22 21 20 5 25 26 27 12 16 24 17 23 0
1 8 17 6 25 18 28 2 27 23 20 12 31 29 22 24 16 26 0
1 8 17 6 25 28 18 27 30 12 32 31 22 2 29 20 23 24 16 21 26 0
1 8 17 6 28 18 32 21 2 12 25 27 29 31 26 20 22 16 24 23 0
1 8 17 18 6 23 28 27 20 12 30 31 22 25 29 2 26 16 24 21 0
1 8 17 20 28 18 6 27 2 29 32 31 12 25 22 30 26 24 16 21 23 0
1 8 17 28 18 23 6 2 27 12 21 20 29 25 31 22 24 16 26 0
