17 Unknown
1 3 4 8 15 16 1 7 17 14 0
1 3 4 8 16 15 7 1 14 0
1 3 4 15 1 8 7 17 0
1 3 4 16 8 14 0
1 3 4 17 8 16 1 7 15 14 0
1 3 5 14 16 7 15 17 13 1 0
1 3 9 1 7 8 17 15 13 16 0
1 3 9 8 1 16 17 15 13 0
1 3 9 8 15 16 7 1 13 17 0
1 3 9 8 17 16 1 15 13 7 0
1 3 9 15 1 16 0
1 3 9 15 13 0
1 3 9 16 7 13 17 1 8 15 0
1 3 9 17 7 16 15 1 8 13 0
1 3 9 17 15 8 1 7 13 16 0
1 3 10 0
1 3 10 14 0
1 3 12 7 15 8 1 17 14 13 0
1 3 12 14 13 15 1 0
1 4 6 8 2 15 7 16 14 0
1 4 9 8 1 16 7 15 2 17 0
1 4 12 8 1 2 17 7 14 15 0
1 5 3 13 1 17 7 14 16 15 0
1 5 3 16 15 13 14 7 17 1 0
1 5 4 2 7 16 14 17 1 15 0
1 6 3 7 14 16 13 1 8 15 0
1 6 5 14 1 16 13 15 2 7 0
1 6 9 15 8 2 16 1 13 7 0
1 9 3 7 8 1 17 15 13 16 0
1 9 3 13 15 0
1 9 3 17 16 8 15 1 13 7 0
1 9 4 2 1 8 15 7 16 17 0
1 9 4 15 1 2 16 7 17 8 0
1 9 4 15 2 0
1 9 4 16 15 2 1 7 8 17 0
1 9 12 2 7 13 15 17 8 1 0
1 9 12 17 7 13 1 8 2 15 0
1 10 4 2 8 1 7 14 17 16 0
1 10 12 7 8 17 13 14 2 1 0
1 11 6 8 15 13 2 7 14 0
1 11 9 17 2 13 16 8 0
1 11 12 17 7 13 15 2 14 8 0
1 12 3 1 17 13 8 15 14 7 0
1 12 3 17 15 13 1 8 14 7 0
1 12 9 15 1 2 7 17 13 8 0
1 12 9 17 15 8 13 2 7 0
1 12 9 17 15 13 8 7 2 1 0
0
7
1
1
3
5
6
8
5
2
9
7
4
3
2
9
4
6
