18 1.0
1 3 1 7 9 17 2 16 15 18 0
1 3 2 1 7 9 17 18 15 16 0
1 3 2 1 15 7 9 18 17 16 0
1 3 2 1 16 15 18 17 7 9 0
1 3 2 7 15 18 1 9 17 16 0
1 3 2 9 15 18 16 1 17 7 0
1 3 2 15 18 16 1 17 7 9 0
1 3 2 15 18 16 7 9 17 1 0
1 3 2 17 15 7 1 9 16 18 0
1 3 7 1 15 9 16 18 17 2 0
1 3 7 1 17 15 16 9 2 18 0
1 3 7 1 18 16 17 9 15 2 0
1 3 7 18 9 16 1 15 17 0
1 3 9 1 17 7 2 18 15 16 0
1 3 9 1 17 15 7 16 18 2 0
2 3 9 15 18 1 7 17 2 16 0
1 3 15 1 2 9 16 18 17 7 0
1 3 16 1 2 18 15 9 17 7 0
1 3 16 1 9 15 7 18 17 2 0
1 3 16 1 9 17 2 18 7 15 0
1 3 16 1 9 17 7 2 15 18 0
1 3 16 1 15 17 0
1 3 16 1 17 18 15 9 0
1 3 16 1 18 7 17 9 15 2 0
1 3 16 17 2 15 7 18 1 9 0
1 3 17 1 9 7 16 15 2 18 0
1 3 17 1 15 9 16 2 18 7 0
1 3 17 1 15 16 9 7 18 2 0
1 3 17 1 15 18 16 2 9 7 0
1 3 17 18 2 7 9 1 15 16 0
1 3 18 1 2 15 16 17 9 7 0
1 3 18 1 9 15 16 2 17 7 0
1 3 18 15 9 1 7 17 2 16 0
1 3 18 17 1 16 15 2 9 7 0
1 3 18 17 7 9 16 15 1 2 0
1 4 1 9 2 16 7 17 18 14 0
1 4 1 9 14 2 17 18 16 7 0
1 4 2 1 9 14 16 18 7 17 0
1 4 2 1 9 18 14 17 16 7 0
1 4 2 1 16 9 7 17 14 18 0
1 4 2 1 17 14 7 18 9 16 0
1 4 7 1 18 9 17 14 2 16 0
1 4 9 1 2 14 16 17 18 7 0
1 4 9 1 16 7 18 17 14 2 0
1 4 9 2 17 1 7 14 18 16 0
1 4 14 1 2 18 7 16 17 9 0
1 4 16 1 18 17 7 14 9 2 0
1 4 16 9 1 17 14 2 7 18 0
1 4 16 14 1 9 18 17 7 2 0
1 4 16 17 9 1 14 0
1 4 17 1 2 14 16 9 18 0
1 4 17 1 9 14 16 18 2 7 0
1 4 17 1 18 9 7 14 2 16 0
1 4 18 1 9 14 17 2 7 16 0
1 4 18 2 9 14 16 1 7 17 0
1 4 18 2 17 14 7 1 16 9 0
1 4 18 17 2 1 7 9 14 16 0
1 5 2 1 7 14 18 16 17 15 0
1 5 2 1 15 18 7 17 14 16 0
3 5 2 1 18 14 16 15 17 7 0
1 5 2 7 1 17 14 16 18 15 0
1 5 2 15 14 1 16 17 7 18 0
1 5 2 15 14 1 17 18 0
1 5 2 15 17 1 16 14 18 7 0
1 5 2 15 17 16 1 14 18 7 0
2 5 7 1 15 14 16 17 18 2 0
1 5 7 1 15 18 2 14 17 16 0
1 5 7 1 16 2 17 15 14 18 0
1 5 7 1 18 15 2 17 14 16 0
