10 1.0
1 2 4 8 7 10 0
1 2 4 10 8 7 0
1 2 6 7 9 8 0
1 3 2 9 7 10 0
1 3 2 10 7 9 0
1 3 2 10 9 0
1 3 5 1 9 0
1 3 5 1 9 10 0
1 3 5 9 1 10 0
1 3 5 10 1 9 0
1 3 5 10 9 1 0
1 3 6 9 1 7 0
3 3 6 9 7 1 0
1 4 2 8 7 10 0
1 4 2 10 7 8 0
1 4 3 1 7 0
1 4 5 10 1 8 0
1 4 5 10 8 1 0
2 5 2 0
1 5 2 8 10 9 0
2 5 2 9 8 0
1 5 2 9 8 10 0
1 5 2 10 8 9 0
1 5 2 10 9 8 0
1 5 3 1 9 0
1 5 3 1 9 10 0
1 5 3 1 10 9 0
4 5 3 9 1 10 0
1 5 3 9 10 1 0
1 5 4 1 0
1 5 4 8 1 10 0
1 5 4 10 1 8 0
3 5 6 8 1 9 0
2 5 6 8 9 1 0
1 5 6 9 1 0
1 6 2 7 9 8 0
1 6 3 1 7 9 0
1 6 3 7 1 9 0
1 6 3 9 1 7 0
1 6 3 9 7 1 0
1 6 4 7 1 8 0
3 6 5 1 9 8 0
4 6 5 8 1 9 0
2 6 5 9 1 8 0
1 6 5 9 8 1 0
0
1
1
3
2
5
4
5
3
2
4
