voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Matthew James CLARK Scottish Liberal Democrats,Carla ARRIGHI (Ind),Benn RAPSON (Ind),Christy MEARNS Re-elect your Scottish Green Councillor,Angus MILLAR Scottish National Party (SNP),Susan MCCOURT Scottish Conservative and Unionist,Eva BOLANDER Scottish National Party (SNP),Nick THOMSON Scottish Libertarian Party,4
1,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,Matthew James CLARK Scottish Liberal Democrats,John Gerard CARSON Glasgow Labour,Philip BRAAT Glasgow Labour,Benn RAPSON (Ind),Susan MCCOURT Scottish Conservative and Unionist,Nick THOMSON Scottish Libertarian Party,Carla ARRIGHI (Ind),4
2,Christy MEARNS Re-elect your Scottish Green Councillor,Philip BRAAT Glasgow Labour,Eva BOLANDER Scottish National Party (SNP),Angus MILLAR Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Matthew James CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
3,Christy MEARNS Re-elect your Scottish Green Councillor,Philip BRAAT Glasgow Labour,Eva BOLANDER Scottish National Party (SNP),Angus MILLAR Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Matthew James CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
4,Philip BRAAT Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,Matthew James CLARK Scottish Liberal Democrats,Nick THOMSON Scottish Libertarian Party,skipped,skipped,skipped,4
5,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Eva BOLANDER Scottish National Party (SNP),Angus MILLAR Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,Benn RAPSON (Ind),Carla ARRIGHI (Ind),skipped,skipped,skipped,skipped,skipped,4
7,Eva BOLANDER Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,Angus MILLAR Scottish National Party (SNP),Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Benn RAPSON (Ind),Nick THOMSON Scottish Libertarian Party,Matthew James CLARK Scottish Liberal Democrats,Susan MCCOURT Scottish Conservative and Unionist,Carla ARRIGHI (Ind),4
8,Christy MEARNS Re-elect your Scottish Green Councillor,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),Matthew James CLARK Scottish Liberal Democrats,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Nick THOMSON Scottish Libertarian Party,Benn RAPSON (Ind),Carla ARRIGHI (Ind),Susan MCCOURT Scottish Conservative and Unionist,4
9,Eva BOLANDER Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,Carla ARRIGHI (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),Benn RAPSON (Ind),skipped,skipped,skipped,skipped,skipped,4
11,Christy MEARNS Re-elect your Scottish Green Councillor,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),Carla ARRIGHI (Ind),Benn RAPSON (Ind),Nick THOMSON Scottish Libertarian Party,Matthew James CLARK Scottish Liberal Democrats,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,skipped,4
12,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Susan MCCOURT Scottish Conservative and Unionist,Matthew James CLARK Scottish Liberal Democrats,Carla ARRIGHI (Ind),Benn RAPSON (Ind),skipped,skipped,skipped,skipped,4
13,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Philip BRAAT Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,skipped,4
14,Carla ARRIGHI (Ind),Benn RAPSON (Ind),Nick THOMSON Scottish Libertarian Party,Matthew James CLARK Scottish Liberal Democrats,John Gerard CARSON Glasgow Labour,Philip BRAAT Glasgow Labour,Susan MCCOURT Scottish Conservative and Unionist,skipped,skipped,skipped,4
15,Matthew James CLARK Scottish Liberal Democrats,Christy MEARNS Re-elect your Scottish Green Councillor,John Gerard CARSON Glasgow Labour,Philip BRAAT Glasgow Labour,Benn RAPSON (Ind),Nick THOMSON Scottish Libertarian Party,Carla ARRIGHI (Ind),Eva BOLANDER Scottish National Party (SNP),Angus MILLAR Scottish National Party (SNP),Susan MCCOURT Scottish Conservative and Unionist,4
16,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
17,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
18,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
19,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
20,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
21,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
22,Angus MILLAR Scottish National Party (SNP),Philip BRAAT Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
23,Angus MILLAR Scottish National Party (SNP),Philip BRAAT Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
24,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Philip BRAAT Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,Matthew James CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
25,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Philip BRAAT Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,Matthew James CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,4
26,Carla ARRIGHI (Ind),Christy MEARNS Re-elect your Scottish Green Councillor,Eva BOLANDER Scottish National Party (SNP),Angus MILLAR Scottish National Party (SNP),Benn RAPSON (Ind),Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,skipped,skipped,skipped,4
27,Philip BRAAT Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,John Gerard CARSON Glasgow Labour,Matthew James CLARK Scottish Liberal Democrats,Angus MILLAR Scottish National Party (SNP),Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,4
28,Philip BRAAT Glasgow Labour,John Gerard CARSON Glasgow Labour,Matthew James CLARK Scottish Liberal Democrats,Eva BOLANDER Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,Angus MILLAR Scottish National Party (SNP),Nick THOMSON Scottish Libertarian Party,Carla ARRIGHI (Ind),Susan MCCOURT Scottish Conservative and Unionist,Benn RAPSON (Ind),4
29,Eva BOLANDER Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,Matthew James CLARK Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
30,Benn RAPSON (Ind),Angus MILLAR Scottish National Party (SNP),Christy MEARNS Re-elect your Scottish Green Councillor,Eva BOLANDER Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
31,Eva BOLANDER Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Eva BOLANDER Scottish National Party (SNP),John Gerard CARSON Glasgow Labour,Christy MEARNS Re-elect your Scottish Green Councillor,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
