voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Paul LEINSTER Scottish National Party (SNP),Susan AITKEN Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Aileen Mary MCKENZIE Glasgow Labour,Stephen Ignatius DOCHERTY Glasgow Labour,skipped,skipped,skipped,skipped,4
1,Paul LEINSTER Scottish National Party (SNP),Susan AITKEN Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Aileen Mary MCKENZIE Glasgow Labour,Stephen Ignatius DOCHERTY Glasgow Labour,skipped,skipped,skipped,skipped,4
2,Paul LEINSTER Scottish National Party (SNP),Susan AITKEN Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Aileen Mary MCKENZIE Glasgow Labour,Stephen Ignatius DOCHERTY Glasgow Labour,skipped,skipped,skipped,skipped,4
3,Paul LEINSTER Scottish National Party (SNP),Susan AITKEN Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Aileen Mary MCKENZIE Glasgow Labour,Stephen Ignatius DOCHERTY Glasgow Labour,skipped,skipped,skipped,skipped,4
4,Paul LEINSTER Scottish National Party (SNP),Susan AITKEN Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Aileen Mary MCKENZIE Glasgow Labour,Stephen Ignatius DOCHERTY Glasgow Labour,skipped,skipped,skipped,skipped,4
5,Chigozie Anne OSUCHUKWU Alba Party for independence,Susan AITKEN Scottish National Party (SNP),Paul LEINSTER Scottish National Party (SNP),Aileen Mary MCKENZIE Glasgow Labour,Stephen Ignatius DOCHERTY Glasgow Labour,Holly BRUCE Elect a Scottish Green Councillor,Ronnie STEVENSON Scottish Trade Unionist and Socialist Coalition,Michael Edward SHIELDS Scottish Liberal Democrats,Bruce WHYTE Scottish Conservative and Unionist,4
6,Susan AITKEN Scottish National Party (SNP),Paul LEINSTER Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Chigozie Anne OSUCHUKWU Alba Party for independence,Ronnie STEVENSON Scottish Trade Unionist and Socialist Coalition,Stephen Ignatius DOCHERTY Glasgow Labour,Aileen Mary MCKENZIE Glasgow Labour,Michael Edward SHIELDS Scottish Liberal Democrats,Bruce WHYTE Scottish Conservative and Unionist,4
7,Susan AITKEN Scottish National Party (SNP),Paul LEINSTER Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Chigozie Anne OSUCHUKWU Alba Party for independence,Ronnie STEVENSON Scottish Trade Unionist and Socialist Coalition,Stephen Ignatius DOCHERTY Glasgow Labour,Aileen Mary MCKENZIE Glasgow Labour,Michael Edward SHIELDS Scottish Liberal Democrats,Bruce WHYTE Scottish Conservative and Unionist,4
8,Susan AITKEN Scottish National Party (SNP),Paul LEINSTER Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Chigozie Anne OSUCHUKWU Alba Party for independence,Ronnie STEVENSON Scottish Trade Unionist and Socialist Coalition,Stephen Ignatius DOCHERTY Glasgow Labour,Aileen Mary MCKENZIE Glasgow Labour,Michael Edward SHIELDS Scottish Liberal Democrats,Bruce WHYTE Scottish Conservative and Unionist,4
9,Susan AITKEN Scottish National Party (SNP),Paul LEINSTER Scottish National Party (SNP),Holly BRUCE Elect a Scottish Green Councillor,Chigozie Anne OSUCHUKWU Alba Party for independence,Ronnie STEVENSON Scottish Trade Unionist and Socialist Coalition,Stephen Ignatius DOCHERTY Glasgow Labour,Aileen Mary MCKENZIE Glasgow Labour,Michael Edward SHIELDS Scottish Liberal Democrats,Bruce WHYTE Scottish Conservative and Unionist,4
