voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,num_positions
24,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Ruth LINDSAY Scottish Liberal Democrats,Tony OSY Alba Party for independence,William MCLACHLAN Independent,Faten HAMEED Scottish Conservative and Unionist,4
25,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Faten HAMEED Scottish Conservative and Unionist,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Tony OSY Alba Party for independence,Hannah SMITH Scottish Greens - Delivering For Our Community,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),4
26,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Faten HAMEED Scottish Conservative and Unionist,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Ann JENKINS Glasgow Labour,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,Tony OSY Alba Party for independence,Hannah SMITH Scottish Greens - Delivering For Our Community,Kieran J TURNER Glasgow Labour,4
27,Kilian RILEY Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
28,Annette CHRISTIE Scottish National Party (SNP),Faten HAMEED Scottish Conservative and Unionist,William MCLACHLAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
29,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,William MCLACHLAN Independent,Ruth LINDSAY Scottish Liberal Democrats,Faten HAMEED Scottish Conservative and Unionist,Tony OSY Alba Party for independence,4
30,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Hannah SMITH Scottish Greens - Delivering For Our Community,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
31,Ann JENKINS Glasgow Labour,Ruth LINDSAY Scottish Liberal Democrats,Kieran J TURNER Glasgow Labour,William MCLACHLAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
32,Ann JENKINS Glasgow Labour,Faten HAMEED Scottish Conservative and Unionist,Kieran J TURNER Glasgow Labour,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,4
33,Tony OSY Alba Party for independence,William MCLACHLAN Independent,Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,4
34,Faten HAMEED Scottish Conservative and Unionist,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Faten HAMEED Scottish Conservative and Unionist,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
36,Faten HAMEED Scottish Conservative and Unionist,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
37,Faten HAMEED Scottish Conservative and Unionist,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Faten HAMEED Scottish Conservative and Unionist,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,Tony OSY Alba Party for independence,Hannah SMITH Scottish Greens - Delivering For Our Community,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Faten HAMEED Scottish Conservative and Unionist,4
40,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
42,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
43,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
44,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
45,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
46,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
47,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
48,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
49,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
50,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
51,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
52,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
53,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
54,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
55,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
56,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
57,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
58,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
59,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
60,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
61,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
62,Ann JENKINS Glasgow Labour,Kilian RILEY Scottish National Party (SNP),Kieran J TURNER Glasgow Labour,Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
63,Ann JENKINS Glasgow Labour,Kilian RILEY Scottish National Party (SNP),Kieran J TURNER Glasgow Labour,Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
64,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Faten HAMEED Scottish Conservative and Unionist,4
65,Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,skipped,skipped,4
66,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,Ann JENKINS Glasgow Labour,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Kieran J TURNER Glasgow Labour,William MCLACHLAN Independent,Ruth LINDSAY Scottish Liberal Democrats,Faten HAMEED Scottish Conservative and Unionist,4
67,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Faten HAMEED Scottish Conservative and Unionist,Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,4
68,Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,William MCLACHLAN Independent,Ruth LINDSAY Scottish Liberal Democrats,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Tony OSY Alba Party for independence,Faten HAMEED Scottish Conservative and Unionist,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),4
69,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Kilian RILEY Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),William MCLACHLAN Independent,Tony OSY Alba Party for independence,Ruth LINDSAY Scottish Liberal Democrats,Hannah SMITH Scottish Greens - Delivering For Our Community,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Faten HAMEED Scottish Conservative and Unionist,4
70,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
71,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
72,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
73,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
74,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
75,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,Tony OSY Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
76,Annette CHRISTIE Scottish National Party (SNP),Ann JENKINS Glasgow Labour,Kilian RILEY Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Hannah SMITH Scottish Greens - Delivering For Our Community,Kieran J TURNER Glasgow Labour,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,Faten HAMEED Scottish Conservative and Unionist,Tony OSY Alba Party for independence,4
77,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),William MCLACHLAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
78,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),William MCLACHLAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
79,Declan BLENCH Scottish National Party (SNP),William MCLACHLAN Independent,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Hannah SMITH Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,4
80,William MCLACHLAN Independent,Ann JENKINS Glasgow Labour,Annette CHRISTIE Scottish National Party (SNP),Kieran J TURNER Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
81,Faten HAMEED Scottish Conservative and Unionist,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,William MCLACHLAN Independent,Ruth LINDSAY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
82,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,William MCLACHLAN Independent,Ruth LINDSAY Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
83,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
84,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
85,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
86,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
87,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
88,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
89,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
90,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
91,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
92,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
93,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
94,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
95,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
96,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
97,Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
98,Tony OSY Alba Party for independence,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
99,Tony OSY Alba Party for independence,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
100,Declan BLENCH Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Kilian RILEY Scottish National Party (SNP),Ann JENKINS Glasgow Labour,Kieran J TURNER Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,William MCLACHLAN Independent,Ruth LINDSAY Scottish Liberal Democrats,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Faten HAMEED Scottish Conservative and Unionist,Tony OSY Alba Party for independence,4
101,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Ann JENKINS Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
102,Ann JENKINS Glasgow Labour,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,Kieran J TURNER Glasgow Labour,Ruth LINDSAY Scottish Liberal Democrats,William MCLACHLAN Independent,skipped,skipped,skipped,skipped,skipped,skipped,4
103,Kieran J TURNER Glasgow Labour,Ann JENKINS Glasgow Labour,Hannah SMITH Scottish Greens - Delivering For Our Community,Faten HAMEED Scottish Conservative and Unionist,Ruth LINDSAY Scottish Liberal Democrats,Matt DOBSON Scottish Trade Unionist and Socialist Coalition,William MCLACHLAN Independent,Tony OSY Alba Party for independence,Kilian RILEY Scottish National Party (SNP),Annette CHRISTIE Scottish National Party (SNP),Declan BLENCH Scottish National Party (SNP),4
