voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Robert CONNELLY Scottish Conservative and Unionist,4
1,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Robert CONNELLY Scottish Conservative and Unionist,4
2,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Robert CONNELLY Scottish Conservative and Unionist,4
3,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Robert CONNELLY Scottish Conservative and Unionist,4
4,Cecilia O'LONE Glasgow Labour,Kate SAMUELS Elect a Scottish Green Councillor,Greg HEPBURN Scottish National Party (SNP),George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,4
5,Catherine MCKERNAN Alba Party for independence,Kate SAMUELS Elect a Scottish Green Councillor,Olu SHOKUNBI Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),George REDMOND Glasgow Labour,Cecilia O'LONE Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,skipped,4
6,Greg HEPBURN Scottish National Party (SNP),George REDMOND Glasgow Labour,Robert CONNELLY Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,skipped,4
7,Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,skipped,skipped,skipped,skipped,4
8,Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,skipped,skipped,skipped,skipped,4
9,Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,skipped,skipped,skipped,skipped,4
10,Kate SAMUELS Elect a Scottish Green Councillor,Olu SHOKUNBI Scottish National Party (SNP),George REDMOND Glasgow Labour,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Catherine MCKERNAN Alba Party for independence,Robert CONNELLY Scottish Conservative and Unionist,4
11,Catherine MCKERNAN Alba Party for independence,Robert CONNELLY Scottish Conservative and Unionist,Alexander PALMER Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
12,Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,Kate SAMUELS Elect a Scottish Green Councillor,4
13,Greg HEPBURN Scottish National Party (SNP),Robert CONNELLY Scottish Conservative and Unionist,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,4
14,Kate SAMUELS Elect a Scottish Green Councillor,Olu SHOKUNBI Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,Linda PIKE Scottish National Party (SNP),George REDMOND Glasgow Labour,Greg HEPBURN Scottish National Party (SNP),skipped,skipped,skipped,4
15,Robert CONNELLY Scottish Conservative and Unionist,Greg HEPBURN Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Cecilia O'LONE Glasgow Labour,Olu SHOKUNBI Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),George REDMOND Glasgow Labour,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,4
16,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,4
17,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,4
18,Robert CONNELLY Scottish Conservative and Unionist,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Catherine MCKERNAN Alba Party for independence,Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Olu SHOKUNBI Scottish National Party (SNP),4
19,Catherine MCKERNAN Alba Party for independence,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,Kate SAMUELS Elect a Scottish Green Councillor,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),4
20,Greg HEPBURN Scottish National Party (SNP),George REDMOND Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
21,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
22,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
23,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
24,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
25,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
26,Greg HEPBURN Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,skipped,4
27,George REDMOND Glasgow Labour,Cecilia O'LONE Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),skipped,skipped,4
28,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,4
29,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,skipped,skipped,skipped,skipped,skipped,4
30,George REDMOND Glasgow Labour,Cecilia O'LONE Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Kate SAMUELS Elect a Scottish Green Councillor,Robert CONNELLY Scottish Conservative and Unionist,Catherine MCKERNAN Alba Party for independence,Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),4
31,Greg HEPBURN Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,4
32,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
33,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
34,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
35,Kate SAMUELS Elect a Scottish Green Councillor,Alexander PALMER Scottish Liberal Democrats,Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Catherine MCKERNAN Alba Party for independence,Robert CONNELLY Scottish Conservative and Unionist,4
36,Kate SAMUELS Elect a Scottish Green Councillor,George REDMOND Glasgow Labour,Olu SHOKUNBI Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,4
37,Cecilia O'LONE Glasgow Labour,Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
38,Cecilia O'LONE Glasgow Labour,Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4
39,Cecilia O'LONE Glasgow Labour,Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
40,Cecilia O'LONE Glasgow Labour,Greg HEPBURN Scottish National Party (SNP),Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,skipped,skipped,4
41,Kate SAMUELS Elect a Scottish Green Councillor,Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),George REDMOND Glasgow Labour,Cecilia O'LONE Glasgow Labour,skipped,skipped,skipped,4
42,Greg HEPBURN Scottish National Party (SNP),Robert CONNELLY Scottish Conservative and Unionist,Catherine MCKERNAN Alba Party for independence,Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Cecilia O'LONE Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,George REDMOND Glasgow Labour,4
43,Cecilia O'LONE Glasgow Labour,Greg HEPBURN Scottish National Party (SNP),Robert CONNELLY Scottish Conservative and Unionist,Alexander PALMER Scottish Liberal Democrats,Catherine MCKERNAN Alba Party for independence,skipped,skipped,skipped,skipped,4
44,Olu SHOKUNBI Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Catherine MCKERNAN Alba Party for independence,Robert CONNELLY Scottish Conservative and Unionist,4
45,Olu SHOKUNBI Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Kate SAMUELS Elect a Scottish Green Councillor,Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Alexander PALMER Scottish Liberal Democrats,Catherine MCKERNAN Alba Party for independence,Robert CONNELLY Scottish Conservative and Unionist,4
46,Linda PIKE Scottish National Party (SNP),Greg HEPBURN Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Robert CONNELLY Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,skipped,4
47,Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Kate SAMUELS Elect a Scottish Green Councillor,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,4
48,Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Kate SAMUELS Elect a Scottish Green Councillor,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,4
49,Greg HEPBURN Scottish National Party (SNP),Linda PIKE Scottish National Party (SNP),Olu SHOKUNBI Scottish National Party (SNP),Cecilia O'LONE Glasgow Labour,George REDMOND Glasgow Labour,Kate SAMUELS Elect a Scottish Green Councillor,Catherine MCKERNAN Alba Party for independence,Alexander PALMER Scottish Liberal Democrats,Robert CONNELLY Scottish Conservative and Unionist,4
