voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,numSeats,numCands
0,Ricky BELL (SNP),John FLANAGAN (Ind),Imran ALAM Glasgow (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
1,Imran ALAM Glasgow (Lab),Mamun RASHID (Con),Neil O'DOCHERTY (LD),John FLANAGAN (Ind),Funmi FAJEMISEYE (SNP),Stephen DORNAN (SNP),William BONNAR (Soc) Party - People Not Profit,Ricky BELL (SNP),Uche Gladys EMORDI (Alba),Ruth S HALL Glasgow (Lab),Dan HUTCHISON Elect a (Grn) Councillor,4,11
2,Stephen DORNAN (SNP),Ricky BELL (SNP),Funmi FAJEMISEYE (SNP),Neil O'DOCHERTY (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
3,Imran ALAM Glasgow (Lab),John FLANAGAN (Ind),Mamun RASHID (Con),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
4,Neil O'DOCHERTY (LD),Stephen DORNAN (SNP),Ricky BELL (SNP),Funmi FAJEMISEYE (SNP),Ruth S HALL Glasgow (Lab),John FLANAGAN (Ind),Dan HUTCHISON Elect a (Grn) Councillor,Mamun RASHID (Con),Uche Gladys EMORDI (Alba),Imran ALAM Glasgow (Lab),William BONNAR (Soc) Party - People Not Profit,4,11
5,John FLANAGAN (Ind),Ruth S HALL Glasgow (Lab),Imran ALAM Glasgow (Lab),Ricky BELL (SNP),Neil O'DOCHERTY (LD),Stephen DORNAN (SNP),Mamun RASHID (Con),William BONNAR (Soc) Party - People Not Profit,skipped,skipped,skipped,4,11
6,Ricky BELL (SNP),Stephen DORNAN (SNP),Dan HUTCHISON Elect a (Grn) Councillor,Funmi FAJEMISEYE (SNP),William BONNAR (Soc) Party - People Not Profit,John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,4,11
7,Funmi FAJEMISEYE (SNP),Dan HUTCHISON Elect a (Grn) Councillor,Stephen DORNAN (SNP),Ricky BELL (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,4,11
8,William BONNAR (Soc) Party - People Not Profit,Uche Gladys EMORDI (Alba),Neil O'DOCHERTY (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
9,William BONNAR (Soc) Party - People Not Profit,Uche Gladys EMORDI (Alba),Neil O'DOCHERTY (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
10,Dan HUTCHISON Elect a (Grn) Councillor,Funmi FAJEMISEYE (SNP),Ricky BELL (SNP),William BONNAR (Soc) Party - People Not Profit,Stephen DORNAN (SNP),Imran ALAM Glasgow (Lab),Ruth S HALL Glasgow (Lab),Uche Gladys EMORDI (Alba),Mamun RASHID (Con),John FLANAGAN (Ind),skipped,4,11
11,Dan HUTCHISON Elect a (Grn) Councillor,Ricky BELL (SNP),Funmi FAJEMISEYE (SNP),Imran ALAM Glasgow (Lab),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
12,Imran ALAM Glasgow (Lab),Ruth S HALL Glasgow (Lab),Neil O'DOCHERTY (LD),Mamun RASHID (Con),William BONNAR (Soc) Party - People Not Profit,Uche Gladys EMORDI (Alba),John FLANAGAN (Ind),Dan HUTCHISON Elect a (Grn) Councillor,Funmi FAJEMISEYE (SNP),Stephen DORNAN (SNP),Ricky BELL (SNP),4,11
13,Imran ALAM Glasgow (Lab),Ruth S HALL Glasgow (Lab),Dan HUTCHISON Elect a (Grn) Councillor,Neil O'DOCHERTY (LD),Ricky BELL (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4,11
14,Funmi FAJEMISEYE (SNP),Imran ALAM Glasgow (Lab),Ricky BELL (SNP),Mamun RASHID (Con),Uche Gladys EMORDI (Alba),Stephen DORNAN (SNP),Ruth S HALL Glasgow (Lab),skipped,skipped,skipped,skipped,4,11
15,Dan HUTCHISON Elect a (Grn) Councillor,Ricky BELL (SNP),William BONNAR (Soc) Party - People Not Profit,Funmi FAJEMISEYE (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
16,Dan HUTCHISON Elect a (Grn) Councillor,Funmi FAJEMISEYE (SNP),Ricky BELL (SNP),Stephen DORNAN (SNP),Neil O'DOCHERTY (LD),Ruth S HALL Glasgow (Lab),Imran ALAM Glasgow (Lab),William BONNAR (Soc) Party - People Not Profit,Uche Gladys EMORDI (Alba),John FLANAGAN (Ind),Mamun RASHID (Con),4,11
17,Ricky BELL (SNP),Stephen DORNAN (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
18,Ricky BELL (SNP),Stephen DORNAN (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
19,Ricky BELL (SNP),Stephen DORNAN (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
20,Ricky BELL (SNP),Stephen DORNAN (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
21,Ricky BELL (SNP),Stephen DORNAN (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
22,Ricky BELL (SNP),Stephen DORNAN (SNP),John FLANAGAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,11
