voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,num_positions
0,Allan GOW Scottish National Party (SNP),Sandra WATSON Scottish National Party (SNP),Jacqueline MCLAREN Scottish National Party (SNP),Seonad Mairi HOY Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,4
1,Allan GOW Scottish National Party (SNP),Sandra WATSON Scottish National Party (SNP),Jacqueline MCLAREN Scottish National Party (SNP),Seonad Mairi HOY Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,4
2,Allan GOW Scottish National Party (SNP),Sandra WATSON Scottish National Party (SNP),Jacqueline MCLAREN Scottish National Party (SNP),Seonad Mairi HOY Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,4
3,Allan GOW Scottish National Party (SNP),Sandra WATSON Scottish National Party (SNP),Jacqueline MCLAREN Scottish National Party (SNP),Seonad Mairi HOY Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,4
4,Allan GOW Scottish National Party (SNP),Sandra WATSON Scottish National Party (SNP),Jacqueline MCLAREN Scottish National Party (SNP),Seonad Mairi HOY Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,4
5,Allan GOW Scottish National Party (SNP),Sandra WATSON Scottish National Party (SNP),Jacqueline MCLAREN Scottish National Party (SNP),Seonad Mairi HOY Scottish Greens - Delivering For Our Community,skipped,skipped,skipped,skipped,skipped,skipped,4
6,Allan GOW Scottish National Party (SNP),Jacqueline MCLAREN Scottish National Party (SNP),Sandra WATSON Scottish National Party (SNP),Fiona E HIGGINS Glasgow Labour,Robert JH MOONEY Glasgow Labour,Seonad Mairi HOY Scottish Greens - Delivering For Our Community,Scott SIMPSON Scottish Liberal Democrats,Brian LAND (Ind),Martin Lawson OLU-OSAGIE Alba Party for independence,Maria WELLS Scottish Conservative and Unionist,4
7,Robert JH MOONEY Glasgow Labour,Fiona E HIGGINS Glasgow Labour,Brian LAND (Ind),Scott SIMPSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
8,Robert JH MOONEY Glasgow Labour,Fiona E HIGGINS Glasgow Labour,Brian LAND (Ind),Scott SIMPSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
9,Robert JH MOONEY Glasgow Labour,Fiona E HIGGINS Glasgow Labour,Brian LAND (Ind),Scott SIMPSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
10,Robert JH MOONEY Glasgow Labour,Fiona E HIGGINS Glasgow Labour,Brian LAND (Ind),Scott SIMPSON Scottish Liberal Democrats,skipped,skipped,skipped,skipped,skipped,skipped,4
