7 1
2737 1 0
70 1 2 0
75 1 2 3 0
104 1 2 4 0
75 1 2 5 0
55 1 2 7 0
43 1 3 0
91 1 3 2 0
64 1 3 4 0
52 1 3 5 0
28 1 3 7 0
1413 1 4 0
491 1 4 2 0
242 1 4 3 0
1090 1 4 5 0
3 1 4 6 0
760 1 4 7 0
384 1 5 0
116 1 5 2 0
59 1 5 3 0
625 1 5 4 0
308 1 5 7 0
4 1 6 0
1 1 6 2 0
1 1 6 3 0
1 1 6 7 0
107 1 7 0
65 1 7 2 0
61 1 7 3 0
298 1 7 4 0
161 1 7 5 0
1 1 7 6 0
209 2 0
26 2 1 0
24 2 1 3 0
60 2 1 4 0
33 2 1 5 0
16 2 1 7 0
37 2 3 0
41 2 3 1 0
45 2 3 4 0
55 2 3 5 0
39 2 3 7 0
16 2 4 0
47 2 4 1 0
22 2 4 3 0
28 2 4 5 0
19 2 4 7 0
31 2 5 0
33 2 5 1 0
42 2 5 3 0
35 2 5 4 0
33 2 5 7 0
1 2 6 0
3 2 7 0
23 2 7 1 0
21 2 7 3 0
16 2 7 4 0
11 2 7 5 0
145 3 0
12 3 1 0
37 3 1 2 0
33 3 1 4 0
24 3 1 5 0
7 3 1 7 0
38 3 2 0
41 3 2 1 0
48 3 2 4 0
44 3 2 5 0
47 3 2 7 0
15 3 4 0
14 3 4 1 0
36 3 4 2 0
14 3 4 5 0
13 3 4 7 0
9 3 5 0
25 3 5 1 0
44 3 5 2 0
39 3 5 4 0
15 3 5 7 0
8 3 7 0
18 3 7 1 0
26 3 7 2 0
19 3 7 4 0
31 3 7 5 0
901 4 0
751 4 1 0
245 4 1 2 0
119 4 1 3 0
610 4 1 5 0
6 4 1 6 0
460 4 1 7 0
76 4 2 0
81 4 2 1 0
69 4 2 3 0
54 4 2 5 0
47 4 2 7 0
16 4 3 0
41 4 3 1 0
57 4 3 2 0
22 4 3 5 0
29 4 3 7 0
201 4 5 0
322 4 5 1 0
96 4 5 2 0
61 4 5 3 0
2 4 5 6 0
180 4 5 7 0
1 4 6 0
1 4 6 1 0
1 4 6 3 0
1 4 6 5 0
34 4 7 0
169 4 7 1 0
53 4 7 2 0
42 4 7 3 0
72 4 7 5 0
1047 5 0
505 5 1 0
84 5 1 2 0
48 5 1 3 0
525 5 1 4 0
2 5 1 6 0
341 5 1 7 0
46 5 2 0
46 5 2 1 0
91 5 2 3 0
32 5 2 4 0
37 5 2 7 0
15 5 3 0
24 5 3 1 0
124 5 3 2 0
34 5 3 4 0
24 5 3 7 0
176 5 4 0
321 5 4 1 0
94 5 4 2 0
56 5 4 3 0
1 5 4 6 0
198 5 4 7 0
898 5 7 0
444 5 7 1 0
113 5 7 2 0
65 5 7 3 0
287 5 7 4 0
1 5 7 6 0
8 6 0
3 6 1 0
2 6 1 3 0
1 6 1 4 0
1 6 3 4 0
4 6 4 1 0
1 6 4 5 0
3 6 5 0
1 6 5 3 0
2 6 5 4 0
2 6 5 7 0
2 6 7 0
1 6 7 1 0
204 7 0
59 7 1 0
43 7 1 2 0
23 7 1 3 0
150 7 1 4 0
94 7 1 5 0
15 7 2 0
20 7 2 1 0
25 7 2 3 0
20 7 2 4 0
18 7 2 5 0
9 7 3 0
16 7 3 1 0
37 7 3 2 0
13 7 3 4 0
17 7 3 5 0
16 7 4 0
83 7 4 1 0
27 7 4 2 0
20 7 4 3 0
30 7 4 5 0
81 7 5 0
148 7 5 1 0
41 7 5 2 0
23 7 5 3 0
78 7 5 4 0
1 7 6 0
0
SHAMANN WALTON
GLORIA BERRY
ASALE CHANDLER
THEO ELLINGTON
TONY KELLY
WRITE-IN NEO VEAVEA
UZURI PEASE-GREENE
