election,IRV,Borda
3a637f3766.csv,1,1
39141c72d3.csv,12,12
3d37c9b4cd.csv,1,2
414efec4fa.csv,1,1
f2ab7b9857.csv,11,11
d6fc1c48f4.csv,9,9
be7fcc5716.csv,5,5
c8f292f858.csv,52,52
f800b79706.csv,5,1
349e575845.csv,2,2
c0717292e3.csv,1,1
d2387021e2.csv,1,1
0c7b9d1984.csv,8,8
027594fb63.csv,5,5
b07588a4ca.csv,4,4
f901852f74.csv,59,59
660f71d680.csv,14,1
98bd5fa9b2.csv,42,42
79d0f24c8e.csv,1,1
96174ceefb.csv,16,16
4fc49adc16.csv,10,10
fb52a065d7.csv,14,14
1b741a4845.csv,13,13
e3319e1417.csv,12,12
3f4ac46179.csv,1,1
1972996725.csv,6,6
64ae098860.csv,66,1
d6996b913b.csv,18,1
f18ffd49c2.csv,11,11
c100b54f2f.csv,3,3
9040d23b2a.csv,1,1
a6c2635f6a.csv,4,4
37c5f356ad.csv,2,6
062d387c31.csv,3,2
3c1821df91.csv,1,1
de198586bb.csv,1,1
97173bf123.csv,7,7
3f6323a3bc.csv,1,1
f4e9a7207e.csv,3,3
3c4dc1b294.csv,44,44
34ce4cac56.csv,11,11
059b9f7e36.csv,3,3
86e152712d.csv,5,6
dfe601fbd2.csv,Skipped,1
07e24a74f6.csv,3,3
d808150c63.csv,10,10
1fc212a953.csv,4,3
866a924822.csv,2,2
f54521a9f5.csv,10,10
ae85c49c1b.csv,11,11
a4ff80cce6.csv,24,24
d6f25256ce.csv,16,16
ae4ff5bd75.csv,8,8
001226896c.csv,3,3
85e472ad6f.csv,4,4
9026671f57.csv,6,6
7a349c1d64.csv,16,16
ca486b7d61.csv,7,7
fe852d72ab.csv,11,1
b2956bd326.csv,1,1
ff4911bc4f.csv,6,6
ed5e03ccd6.csv,4,4
3a6e915174.csv,4,4
64bdf4bc9d.csv,6,6
fa88a77b71.csv,30,30
7ecdd42b24.csv,13,1
0ce95e33b0.csv,3,1
6054dc4d37.csv,11,2
892a0925c8.csv,1,1
9eb89ebe06.csv,1,1
49fed26f11.csv,1,1
016e4dfa80.csv,8,8
7a7677067a.csv,4,4
4a4569aca1.csv,24,24
8456e6de3e.csv,14,1
9f78892687.csv,19,19
1865513d86.csv,1,1
3200b5e8ae.csv,1,1
2d48fa058d.csv,18,18
d8bd33afc8.csv,12,12
8104839074.csv,8,1
323f28dde9.csv,14,14
ec061ecd7a.csv,5,5
88e800d2bc.csv,11,11
b72cf834aa.csv,5,1
3309a7f1bf.csv,3,3
6776fc747a.csv,2,1
ebf05e562c.csv,1,1
fab2d05bde.csv,2,2
b99fc4a4c1.csv,10,10
29eedac2e6.csv,3,7
0fbfdc58b7.csv,1,1
ec688719bb.csv,8,8
46af3e55c7.csv,5,5
16df31c092.csv,23,23
08bb16d024.csv,11,11
386254a1fc.csv,5,5
83b7c23fe0.csv,1,1
4f64f5d25c.csv,1,1
60956f3d7e.csv,5,5
5ccb51fbf4.csv,1,1
4aa9f21a6d.csv,2,2
c8afa0c29e.csv,1,2
1065ae04d5.csv,28,28
1ac36a495b.csv,9,9
733c33f10e.csv,14,14
24fc78114d.csv,1,1
e8d83c9c40.csv,3,3
9dd6b55c5c.csv,3,7
e87af5b74c.csv,3,3
2ba912473c.csv,1,1
cd9e184428.csv,1,1
8c7f43c1da.csv,1,1
9821a31cd8.csv,3,3
7af10eba4b.csv,Skipped,2
2f773a05ff.csv,19,19
255c698085.csv,5,5
2e9b957de4.csv,2,2
b471536a35.csv,2,2
2ec9becb53.csv,3,3
e288e8cba2.csv,2,2
ece6115669.csv,2,2
8a498a5a19.csv,1,2
28fcb95859.csv,1,1
c853fe6562.csv,10,2
fbdab62a4d.csv,3,1
8f7098876e.csv,3,3
353b56a745.csv,1,1
e6cfdf097c.csv,17,17
89a7a5e257.csv,1,12
b17908148c.csv,3,3
cd9f359d94.csv,Skipped,1
30f58674d8.csv,11,11
853c2d932f.csv,5,5
6a912afd6f.csv,1,1
3662c605bd.csv,1,1
9d56ec1929.csv,5,5
b135623883.csv,10,1
aa293d4f3e.csv,1,1
6eb1e85466.csv,3,1
f03456455d.csv,1,1
9cf02478e5.csv,1,1
381958ee61.csv,49,49
f97d0d799b.csv,1,1
2d1b6e7171.csv,6,6
62c6301576.csv,4,4
815811b567.csv,3,3
68811c63ac.csv,6,6
64500f2f6d.csv,17,17
7e1b2e69b0.csv,2,2
6d7c271ff4.csv,1,1
d6e748a8f7.csv,3,3
c52ae8d89e.csv,7,7
79310e21de.csv,5,5
575d06ee79.csv,32,32
38f741755d.csv,1,1
3998c45a09.csv,1,1
a70d2ad8cf.csv,28,1
1d93a65ee3.csv,5,5
3765901e1f.csv,7,1
a7826861ce.csv,2,2
94e07e7f26.csv,1,1
02b75cc6e5.csv,1,1
e92f2146ca.csv,2,1
392ba943ac.csv,1,1
bac449b82b.csv,2,1
52aa1d9080.csv,1,1
8e22b1fa37.csv,3,3
76b32663eb.csv,104,104
1114cf3e3f.csv,15,15
8912f3e472.csv,1,1
dac760de30.csv,5,5
7e39bff4b6.csv,4,4
936c76a238.csv,1,1
c4904cab24.csv,6,6
5fdc23b6d3.csv,3,1
e4a6b997a0.csv,2,2
57fca8300a.csv,12,12
ce24c52df3.csv,22,22
1d36f8cce6.csv,8,8
7ef2a581e6.csv,46,46
9979e7c4b7.csv,9,9
aaf04c53c1.csv,1,3
d9259759b4.csv,28,28
d6924f4d8c.csv,1,1
2aa9f8b30f.csv,5,5
7c3c95144d.csv,5,5
f87234d740.csv,7,7
de3296a2fe.csv,6,6
7d5e5c7fbe.csv,11,11
148f0973c4.csv,5,5
7626527863.csv,12,12
2f63fb324b.csv,2,1
ac211e2dfb.csv,47,47
5526f07e34.csv,2,2
d98bc0916e.csv,8,4
c5edf91908.csv,46,46
a25f9917ae.csv,5,5
7f9ba59325.csv,16,4
bebabd5760.csv,36,36
b8eeeb1703.csv,5,5
d30955048b.csv,19,19
ef3d63d975.csv,2,2
3e077b3c84.csv,1,1
48c65d3e27.csv,3,3
9c734a9bbf.csv,28,28
74561a6991.csv,6,3
f27d01c4af.csv,7,7
b4789d8c4a.csv,2,1
f51a581f31.csv,3,3
57f504ca9e.csv,0,999
2064abcc94.csv,7,7
db4cd5f453.csv,35,35
114ed22979.csv,11,12
3bffe61176.csv,14,14
a23a120a0b.csv,3,3
1b93f11791.csv,1,1
341bd12b89.csv,2,1
0e4913f51d.csv,5,5
da23627429.csv,10,10
894cf98684.csv,25,25
dbdf8b76fe.csv,15,15
8ef02fe9b2.csv,12,12
fc915f783e.csv,5,5
f59bc05ccf.csv,32,5
541c09cf9a.csv,61,61
570375879a.csv,4,4
3de52ae505.csv,1,1
7906946d6e.csv,15,15
1a59575140.csv,13,1
148c2b1d02.csv,8,1
7a2cf988f7.csv,3,3
ebfee023e1.csv,3,1
4404559bae.csv,20,20
08a1b21ce9.csv,7,7
328eefe990.csv,3,9
f1e14e1770.csv,12,1
a240aa3c99.csv,6,6
ad416c7323.csv,Skipped,Skipped
f9c403aaf2.csv,3,3
ba80f299ef.csv,1,1
710b4f07c6.csv,11,4
4bda1b25f0.csv,14,14
016ab05f84.csv,6,6
015abd3302.csv,19,19
a2df11f363.csv,1,1
37cdc4aae4.csv,6,6
efff84a9bd.csv,7,7
4b69e31948.csv,2,1
357b9f6791.csv,0,0
1ad4e6566d.csv,2,1
9fa1c87c18.csv,15,15
e6a27e1b6c.csv,21,21
3510846bfa.csv,3,3
55c2ab1aa0.csv,1,1
0ae597bef6.csv,2,2
10a110215c.csv,1,3
5842c6cda2.csv,24,24
2cb07da101.csv,41,41
3d02a4a363.csv,5,5
be2d319b87.csv,1,8
1b5ff57b2a.csv,10,1
62a15a0da3.csv,52,52
30cd316d90.csv,2,2
c37f82e37b.csv,4,5
7ab2e3f3bc.csv,1,1
7182182f7b.csv,58,58
4213b026e0.csv,6,6
a7ec195341.csv,1,2
858f1929b4.csv,1,1
31f99ea155.csv,22,22
45055236e4.csv,2,2
09ec7e827f.csv,2,6
391b392f58.csv,8,8
e6a7fe114b.csv,7,7
f0535305a9.csv,4,4
c0a2d06408.csv,57,57
88db5a04b7.csv,4,1
6d25e7d5e1.csv,11,11
62c941b66f.csv,3,3
e1a32f56b0.csv,1,1
3ea6c39cd4.csv,60,60
33b22c5b2c.csv,16,1
762620cf62.csv,1,1
b5784ad506.csv,1,1
054a740e01.csv,1,1
e85af0271d.csv,52,52
557b471d27.csv,60,60
0e0b3feecd.csv,18,18
da2d4d9414.csv,24,24
439b003686.csv,6,1
f191578b71.csv,5,1
c30ea11814.csv,2,2
c7f98ad4e7.csv,3,5
6c377e79a5.csv,11,11
d39831ae82.csv,5,4
05c4374adf.csv,4,4
82abfb130e.csv,2,2
8f5f3f5cec.csv,49,49
508494d6bd.csv,5,5
76368b1add.csv,61,5
4455621ee8.csv,3,3
aeb79dfcfd.csv,8,8
6cc318c5f1.csv,3,5
f0a782894f.csv,3,1
700c8d6e8b.csv,42,42
a183fc1091.csv,5,5
1dd1cfb2d9.csv,9,9
3a537cc3fc.csv,1,1
b817c8b6c9.csv,1,1
03701051aa.csv,2,5
b7dc254701.csv,19,19
08917d1691.csv,5,5
0939e6d449.csv,1,1
7642fc1437.csv,1,1
e14a7b3960.csv,9,9
565235f231.csv,1,1
29bc30e066.csv,6,1
8e972cb786.csv,4,4
04df85de40.csv,25,25
4e7b48864d.csv,4,3
efeaeae7d3.csv,Skipped,Skipped
15f9b8607b.csv,5,5
2c48ca0394.csv,1,1
b0579d9d03.csv,1,1
08394f2265.csv,8,8
3f016a11fe.csv,7,7
83f09b7db4.csv,1,1
6687008c99.csv,8,8
bf38a33ead.csv,1,1
3303be77c3.csv,1,1
f1eced9a9e.csv,2,2
d7046b6c81.csv,7,1
66ec4e0da2.csv,6,6
6c2214f10e.csv,1,1
6a8205680c.csv,7,7
a333a9bdba.csv,13,13
788f784b8b.csv,1,1
7ffdc21716.csv,3,3
774b41b678.csv,3,3
5f2904ef46.csv,2,3
ea419bff90.csv,12,12
01ef84c774.csv,15,15
68cc4445dc.csv,2,2
ff20e6049e.csv,1,5
3e51251dcc.csv,1,1
d9098e6208.csv,3,3
2ac9707549.csv,1,1
e165e30f16.csv,21,21
ac0947fdaf.csv,27,27
1d46aa592b.csv,9,9
128549c25d.csv,8,8
54018474b9.csv,24,24
c8162523a7.csv,11,11
49bc7fcd31.csv,4,4
4ed8c08c18.csv,16,3
6a891078aa.csv,5,5
0883851664.csv,Skipped,2
e88321ec90.csv,1,1
9bbd7f29fd.csv,1,1
6ad3d666a9.csv,25,25
417c4f8e5c.csv,1,1
f53b35d120.csv,5,1
32d57fd424.csv,14,14
2fa5ab36c8.csv,2,7
5574ef4b92.csv,16,16
7c0f2ad6cf.csv,12,12
7a466477ac.csv,12,12
c8708188b6.csv,1,1
7b58634dcc.csv,3,3
1d5e719d70.csv,3,1
6c7ac676a4.csv,1,1
239a1e7958.csv,12,12
6c0953105c.csv,3,4
2b1706ef65.csv,12,12
36a0f726d9.csv,84,84
fb7206cfcb.csv,17,1
c2a7275a4a.csv,1,1
d34d1173d5.csv,1,1
bffe893c35.csv,24,24
cc5765c58f.csv,8,8
03f52f0cce.csv,9,9
fe19100d69.csv,7,7
2320ca6611.csv,27,27
b8e01947fe.csv,11,11
7b22d1122d.csv,3,2
781ae1db01.csv,3,3
b91f64f5f1.csv,6,6
30426e3ce0.csv,2,2
5d9802606d.csv,24,1
f402bb45ce.csv,9,9
de40fa0025.csv,35,3
097f12a3c9.csv,1,1
c57da719bc.csv,7,7
410db6423f.csv,68,68
1eb0af65bb.csv,19,1
6053a46504.csv,27,27
d097e87d2b.csv,10,10
cd492ff822.csv,1,4
935a8b22d7.csv,2,1
40b0e38308.csv,1,1
0c25ea8392.csv,1,1
869b08bf27.csv,11,11
1e1f47e429.csv,3,3
a04157de8e.csv,18,1
a1f5615cb1.csv,26,26
2c6a088fdc.csv,34,34
c410567da2.csv,2,2
06f40e5831.csv,10,5
37f35a560d.csv,3,3
db3775b628.csv,2,2
c120ebf69c.csv,3,3
9d19f69eaf.csv,14,14
b30ea3c6b5.csv,14,14
026acf542b.csv,11,11
0e83c9f8af.csv,1,1
9c83a961bf.csv,6,1
583d470557.csv,29,30
a2343c17ff.csv,8,1
96566e4026.csv,5,12
22f6b96b74.csv,1,1
a362da7e50.csv,6,6
7ac619f641.csv,1,1
a4da0b309a.csv,1,1
8afa7020e9.csv,8,8
da00513a24.csv,2,2
2e408f0b85.csv,24,24
ecc4d063e9.csv,1,1
3bb7bb570f.csv,1,1
fe07eff0c1.csv,1,1
e931ecc766.csv,22,22
a32c5c0e7b.csv,22,22
2936c9beb8.csv,19,19
56dafc2ed9.csv,31,31
10a9a94d16.csv,3,3
31971fdcb9.csv,32,32
0800f80e16.csv,3,3
0a52335eba.csv,17,17
5e25486ff4.csv,4,1
89af2fe4b3.csv,1,1
d8796c5344.csv,8,8
df9d521031.csv,12,12
2c2edb3540.csv,3,3
3394e03b7f.csv,6,4
51cec247e8.csv,6,6
7bb031c5a1.csv,4,4
cdc0dcb7c8.csv,9,1
c876b6c7cf.csv,4,4
88909bc2fb.csv,2,1
95b1aac1b0.csv,4,4
c55223153a.csv,3,3
3d471bc16f.csv,20,20
10c41fbe29.csv,4,4
e1978caac2.csv,1,8
7d236171ce.csv,2,2
6db6077f50.csv,4,4
bdc8163cad.csv,4,4
2884c81d65.csv,17,17
87160d10c9.csv,1,1
99fc9021d9.csv,11,11
1a36db7871.csv,34,34
ea66cc209c.csv,2,1
3e980c993e.csv,6,6
0da7274c7b.csv,10,10
912378a651.csv,1,1
35f06c3c88.csv,Skipped,Skipped
133c4afd2f.csv,38,3
defbd544a9.csv,3,3
276258a42f.csv,6,6
2899ce6e8d.csv,8,2
bfa98a3ac5.csv,1,5
10113b2a11.csv,1,1
4131b27231.csv,1,1
9f75ce7d33.csv,4,1
fff6696f25.csv,2,3
cfeb53a877.csv,15,15
5a40ec428c.csv,14,14
d254500169.csv,34,1
9e954cfbe4.csv,1,1
8f194ac7a8.csv,2,2
e2c72e66f9.csv,1,1
67ef2bb51f.csv,14,14
53ae59293e.csv,5,5
1d281a1796.csv,2,3
3ee54dafc5.csv,1,1
6824f78369.csv,Skipped,1
91395a75f9.csv,9,9
1b720c5152.csv,27,27
2b83534649.csv,3,3
2cd8571f16.csv,1,1
e5244f45da.csv,1,1
80e8ef4d0e.csv,1,1
78d2ec0e1f.csv,68,68
5511dbe30b.csv,3,3
41572bae6c.csv,1,1
1afef2c8d7.csv,9,9
ee669dbb2d.csv,2,2
4e2d94cae9.csv,10,10
e5283dd9c9.csv,36,36
07dccbdd04.csv,1,1
c84c71b7e0.csv,5,3
0df5647a68.csv,1,1
6252fe1c9c.csv,1,1
d0839e08fd.csv,36,36
748fce1f84.csv,12,12
d93674523a.csv,1,1
db3ddf5cc3.csv,15,1
7b78b6cabf.csv,1,1
4b926a257c.csv,3,3
4a0ced6ada.csv,8,8
203e675513.csv,26,1
24ab5c1001.csv,6,6
6161fb3b12.csv,3,3
35078a6045.csv,8,8
c8ae85882b.csv,1,1
3f2968eaad.csv,1,1
cc2e0022a1.csv,11,1
2d823d6cc9.csv,5,6
c23823a7b0.csv,3,11
451cedc51a.csv,20,20
8da9283f1c.csv,5,1
bd8a6a1537.csv,1,1
4823acfb88.csv,5,5
fe31d904b0.csv,4,4
e8cffd243a.csv,8,15
0604a968c8.csv,16,1
0771297855.csv,2,4
7717416a83.csv,53,53
78eeb8dd5f.csv,8,8
1f6966ced6.csv,3,13
c462b25ab4.csv,3,3
2d29a506ee.csv,3,3
bb207cac0b.csv,13,13
0b34216377.csv,5,5
a42ad9ef06.csv,79,79
09d9eb5e98.csv,3,3
e2e6698e95.csv,2,8
5f89ae7321.csv,12,12
f95316428e.csv,Skipped,Skipped
076a847515.csv,24,24
c43bb4ef17.csv,4,1
cc19928b9c.csv,1,1
a87054b06a.csv,2,3
ef3db6bfd5.csv,2,2
1a51797968.csv,9,1
916ef7361f.csv,3,3
64e8111fa2.csv,6,5
5cb1fe661b.csv,110,110
210a76d83f.csv,7,1
65e50eaca5.csv,5,11
51b3247fd3.csv,1,6
786a10fe10.csv,16,16
59e20640c0.csv,3,3
20086c055d.csv,1,7
87acf6e445.csv,4,2
65a43b2eff.csv,4,4
9e73a4ee6a.csv,9,9
18476136a2.csv,6,6
b2d0f7ebb7.csv,10,10
48a42c6426.csv,Skipped,Skipped
d5448274ac.csv,9,1
2dbab6a6d5.csv,3,3
5dfd4df0c2.csv,1,1
2a787c224d.csv,4,4
210f257e4f.csv,3,3
f3bbc57970.csv,2,2
d8d7a70b03.csv,1,1
71c7fdd9a8.csv,1,1
2879e65f78.csv,5,5
572361f0ae.csv,7,7
781497e3f8.csv,Skipped,Skipped
715137f304.csv,8,1
bc8f8e049a.csv,4,4
75d3262fd7.csv,12,12
f48f69e633.csv,13,17
f744fc29f2.csv,8,8
b124dfe129.csv,1,5
45d6cc06a1.csv,1,1
d4e6153892.csv,3,3
5a9ad625ab.csv,4,1
b675930ac5.csv,1,1
e6affce990.csv,74,74
9ab7865064.csv,37,37
b1f1ce5cf2.csv,8,1
77cd28695f.csv,7,7
051b3112be.csv,20,20
2db1adf3dd.csv,11,11
cdc10d9b9f.csv,6,3
0ec8823f58.csv,1,1
42013bac10.csv,11,11
16317365ff.csv,44,44
14e7884d42.csv,1,1
d057875155.csv,7,1
79ce0d8408.csv,1,1
a4ef8c1a14.csv,1,1
61695dc447.csv,4,4
41524217ac.csv,5,5
483731cbc6.csv,5,1
3b1abceb47.csv,1,1
7820ebcc16.csv,3,1
5fc6c4ba80.csv,9,9
aeed0e9611.csv,10,10
4c8598f39b.csv,1,1
a1ac0fa3ba.csv,5,5
9748563dc3.csv,3,3
b4342e61e7.csv,4,4
f3d3b6897b.csv,11,11
b1d5a46fb6.csv,15,15
912dfa22ea.csv,4,1
cf8d057e95.csv,10,10
348707162f.csv,3,3
c70603cfd7.csv,3,3
434ad5a685.csv,9,9
6ef19b8ab8.csv,1,1
43fbe971d8.csv,1,1
ff861e22bb.csv,11,11
46a7dceafe.csv,71,71
cec318c3e7.csv,1,1
94e0d796ae.csv,4,1
f37c669406.csv,5,5
6dd824d4ab.csv,13,13
c2598abc64.csv,3,3
9518bbbdb3.csv,2,2
4467c72368.csv,1,1
dfce327389.csv,15,15
a2c62f1c0b.csv,1,1
9060d35614.csv,1,1
b23c4262f2.csv,1,1
bf3535222c.csv,2,2
0e0b0cb8f1.csv,7,7
7cb2cd792c.csv,1,2
0414a27cd1.csv,2,1
b1ab311114.csv,7,7
8277971ae5.csv,Skipped,1
481feec563.csv,9,9
6bd433f583.csv,1,1
29f81b5868.csv,74,74
716c268b20.csv,3,3
8eeb77b61f.csv,8,8
a512d0ad8d.csv,1,1
352e1f4bc1.csv,16,1
8eaa5b5783.csv,1,6
d2e9be6bc0.csv,5,5
03664f11db.csv,37,37
6fc94172bf.csv,9,9
962dac6cb5.csv,3,3
d3dec007e5.csv,7,7
1f2a25831a.csv,9,1
f229a63a91.csv,9,9
41fc507a2e.csv,51,51
dfb926481b.csv,10,10
7c72184916.csv,2,2
13e1ea3910.csv,1,1
01fd4988eb.csv,1,7
efda25db62.csv,1,1
83892124fb.csv,1,1
2903a4f09f.csv,1,1
bcbd4ab349.csv,4,4
e8b3458219.csv,2,2
4eaa8ed5a8.csv,20,20
4f8a4dbcf7.csv,89,89
6daabb3b51.csv,1,1
eeaef56d96.csv,9,2
2e96f0b257.csv,1,1
d13707a4b9.csv,1,1
c87a87a200.csv,1,1
f8ac3ad836.csv,5,5
d5fb0f5236.csv,6,7
773fdf48c1.csv,10,6
1d79aab1bb.csv,14,14
c2bedaba61.csv,1,1
7aa0eddee6.csv,7,7
14428d8c50.csv,3,3
b393cdf0ce.csv,1,1
351d7b0e83.csv,83,83
3f85d4cb33.csv,1,1
ffcdfeb436.csv,1,1
cd3e1e0022.csv,18,18
ab01b1a93e.csv,3,3
3978d92b38.csv,12,12
c70c2eddc4.csv,7,7
2e88e1de32.csv,26,26
c0f800678a.csv,1,1
712acb95ce.csv,11,11
3e8b7cad77.csv,1,1
4687fa9712.csv,3,3
5a3cef079f.csv,3,3
6f569f9141.csv,1,1
983e442e6f.csv,1,1
a39f4a44a8.csv,8,8
5e9bfc4aca.csv,3,3
4a7021d0bc.csv,23,23
2ba83e8344.csv,3,1
a885d7c592.csv,2,3
61ee0ddca5.csv,3,3
895056dbd6.csv,6,6
ed535944fd.csv,2,2
adc52158d5.csv,1,1
74f32362f0.csv,7,7
5606641e4d.csv,2,2
184f9b8775.csv,6,3
d6ae11d042.csv,11,11
15dc2f64a4.csv,25,25
dbc8e242e2.csv,1,1
bf15bc3922.csv,4,4
7122ea8222.csv,29,29
5405500866.csv,3,3
43a53d8347.csv,28,28
aa464eaa70.csv,6,6
8e20d5be40.csv,1,1
2daeadbef5.csv,6,11
162513e3d0.csv,13,13
806e4efb32.csv,1,2
aa085809fd.csv,5,5
baf2f85125.csv,1,1
0db1d38bbd.csv,12,12
bd8e7b8c61.csv,4,4
d5c31c3077.csv,7,1
c3cfeb2407.csv,1,1
43c37a36ae.csv,10,10
ce05665d54.csv,4,4
2da8ac72d5.csv,2,1
55a6dc554d.csv,1,1
367051111f.csv,4,4
7908b80e54.csv,9,1
54a1303b07.csv,2,1
d7ea251dd9.csv,13,13
