voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
1,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
2,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
3,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
4,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
5,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
6,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
7,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
8,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
9,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
10,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
11,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
12,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
13,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
14,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
15,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
16,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
17,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
18,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
19,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
20,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
21,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
22,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
23,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
24,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
25,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
26,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
27,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
28,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
29,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
30,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
31,Helen COFFEY (SNP),skipped,skipped,skipped,skipped,skipped,3
