voter_id,rank1,rank2,rank3,rank4,rank5,num_positions
0,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Sebastian HADFIELD-HYDE Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,3
1,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Sebastian HADFIELD-HYDE Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,3
2,Paul RENDALL Independent,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,skipped,skipped,3
3,Mellissa THOMSON Independent,Paul RENDALL Independent,skipped,skipped,skipped,3
4,Mellissa THOMSON Independent,Paul RENDALL Independent,skipped,skipped,skipped,3
5,Mellissa THOMSON Independent,Paul RENDALL Independent,skipped,skipped,skipped,3
6,Mellissa THOMSON Independent,Paul RENDALL Independent,skipped,skipped,skipped,3
7,Mellissa THOMSON Independent,Sebastian HADFIELD-HYDE Independent,Paul RENDALL Independent,skipped,skipped,3
8,Mellissa THOMSON Independent,Sebastian HADFIELD-HYDE Independent,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,3
9,Sebastian HADFIELD-HYDE Independent,Paul RENDALL Independent,Heather WOODBRIDGE Independent,Mellissa THOMSON Independent,Stephen CLACKSON Independent,3
10,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Heather WOODBRIDGE Independent,3
11,Sebastian HADFIELD-HYDE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
12,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,skipped,skipped,3
13,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,skipped,skipped,3
14,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,skipped,skipped,3
15,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,skipped,skipped,3
16,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,skipped,skipped,3
17,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,skipped,skipped,3
18,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Mellissa THOMSON Independent,3
19,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Mellissa THOMSON Independent,3
20,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Mellissa THOMSON Independent,3
21,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
22,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
23,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
24,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
25,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
26,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
27,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
28,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
29,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
30,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
31,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
32,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
33,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
34,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
35,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
36,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
37,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
38,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
39,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
40,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
41,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
42,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
43,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Mellissa THOMSON Independent,skipped,skipped,3
44,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,skipped,3
45,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,skipped,3
46,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,Paul RENDALL Independent,3
47,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,Paul RENDALL Independent,3
48,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Mellissa THOMSON Independent,skipped,skipped,3
49,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Mellissa THOMSON Independent,skipped,skipped,3
50,Mellissa THOMSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Stephen CLACKSON Independent,3
51,Mellissa THOMSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Stephen CLACKSON Independent,3
52,Mellissa THOMSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Stephen CLACKSON Independent,3
53,Mellissa THOMSON Independent,Heather WOODBRIDGE Independent,Paul RENDALL Independent,Sebastian HADFIELD-HYDE Independent,Stephen CLACKSON Independent,3
54,Mellissa THOMSON Independent,Heather WOODBRIDGE Independent,Sebastian HADFIELD-HYDE Independent,Stephen CLACKSON Independent,Paul RENDALL Independent,3
55,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Paul RENDALL Independent,Heather WOODBRIDGE Independent,skipped,3
56,Mellissa THOMSON Independent,Stephen CLACKSON Independent,Paul RENDALL Independent,Heather WOODBRIDGE Independent,skipped,3
57,Paul RENDALL Independent,Heather WOODBRIDGE Independent,Mellissa THOMSON Independent,skipped,skipped,3
58,Paul RENDALL Independent,Heather WOODBRIDGE Independent,Mellissa THOMSON Independent,skipped,skipped,3
59,Paul RENDALL Independent,Heather WOODBRIDGE Independent,Mellissa THOMSON Independent,skipped,skipped,3
60,Paul RENDALL Independent,Heather WOODBRIDGE Independent,Mellissa THOMSON Independent,skipped,skipped,3
61,Paul RENDALL Independent,Heather WOODBRIDGE Independent,Mellissa THOMSON Independent,skipped,skipped,3
62,Paul RENDALL Independent,Heather WOODBRIDGE Independent,Mellissa THOMSON Independent,skipped,skipped,3
