ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,numSeats,numCands
35596_00000_969296_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_968908_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_968074_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_967511_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_966849_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_966773_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_966725_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_966708_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_963696_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_963661_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_963463_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_961534_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.","McNeill, Ruben A. Jr.",skipped,1,3
35596_00000_961112_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_957567_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_955671_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_711149_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_709223_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_707550_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_707508_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_707174_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_706739_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.","Carrick, Ashley E.",skipped,1,3
35596_00000_703605_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_700971_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.","McNeill, Ruben A. Jr.",skipped,1,3
35596_00000_699193_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.","Carrick, Ashley E.",skipped,1,3
35596_00000_697895_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.","McNeill, Ruben A. Jr.",skipped,1,3
35596_00000_697782_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_697766_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.","McNeill, Ruben A. Jr.",skipped,1,3
35596_00000_695348_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_695277_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_694570_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_694555_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.","Carrick, Ashley E.",skipped,1,3
35596_00000_548785_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_548738_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.","Carrick, Ashley E.",skipped,1,3
35596_00000_546564_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_546186_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_543953_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_543027_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_541251_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_537051_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_436906_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_434151_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_433383_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_433269_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_428393_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_428315_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_428287_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.",skipped,skipped,1,3
35596_00000_427908_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Carrick, Ashley E.","McNeill, Ruben A. Jr.",skipped,1,3
35596_00000_336993_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
35596_00000_336980_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"McNeill, Ruben A. Jr.",skipped,skipped,1,3
