ballotID,ballot_type,countingGroup,district,districtType,precinct,precinctPortion,votingLocation,rank1,rank2,rank3,rank4,numSeats,numCands
35596_00000_839637_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
35596_00000_839614_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_839466_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
35596_00000_839431_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_838870_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_838855_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_838722_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_836570_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
35596_00000_836503_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_836177_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Fletcher, Savannah",skipped,skipped,1,4
35596_00000_836104_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_833982_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",Write-in,skipped,skipped,1,4
35596_00000_602422_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_600343_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_600328_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",Write-in,skipped,skipped,1,4
35596_00000_600207_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_597684_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_595875_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_595843_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_493557_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_491074_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_491049_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
35596_00000_487946_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_487023_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_485139_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_375397_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_375364_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_375291_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_374191_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_374132_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_372945_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Fletcher, Savannah",skipped,skipped,1,4
35596_00000_372920_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_372054_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_273516_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_273183_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_271994_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_271987_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_212324_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_210579_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_210547_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_210524_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_162316_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_161325_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_161249_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
35596_00000_160516_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_109317_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_082976_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",Write-in,skipped,1,4
35596_00000_081980_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_058638_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Fletcher, Savannah",skipped,skipped,1,4
35596_00000_056964_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_035641_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_020423_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_905297_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Cronk, Mike",skipped,skipped,1,4
35596_00000_905264_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_904538_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_903514_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_902078_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_901930_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_900657_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_900649_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_900426_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_899354_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_899327_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_898980_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_898968_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_898039_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_896887_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_896768_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_823401_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_821575_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_821528_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_821144_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_821107_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_819582_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_819160_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_819118_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_818648_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Cronk, Mike","Williams, Robert ""Bert""",skipped,1,4
35596_00000_818429_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_816904_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_816042_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_815686_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_814319_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_813295_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Fletcher, Savannah","Williams, Robert ""Bert""",Write-in,1,4
35596_00000_813260_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Cronk, Mike","Williams, Robert ""Bert""",skipped,1,4
35596_00000_578556_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_578542_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
35596_00000_578125_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_576250_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_574887_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_573896_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_573861_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_572423_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Cronk, Mike","Williams, Robert ""Bert""",skipped,1,4
35596_00000_458288_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_458265_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_458230_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_456665_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_453501_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Cronk, Mike",skipped,skipped,1,4
35596_00000_452963_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_451959_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""","Cronk, Mike","Fletcher, Savannah",skipped,1,4
35596_00000_451944_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_345505_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_345179_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""","Cronk, Mike",skipped,skipped,1,4
35596_00000_344805_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""","Cronk, Mike",skipped,1,4
35596_00000_343750_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_342687_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""",skipped,skipped,skipped,1,4
35596_00000_342481_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_342462_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_342416_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_255122_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_255101_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_254728_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_254700_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_196599_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_196182_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_196166_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_195994_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_151346_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_149333_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_149289_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_105678_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_105454_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_076998_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_076910_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Fletcher, Savannah","Williams, Robert ""Bert""",skipped,1,4
35596_00000_048300_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_046659_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_030084_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_020458_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Cronk, Mike","Williams, Robert ""Bert""",skipped,1,4
35596_00000_012684_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_833060_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_833033_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_831388_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_831365_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_831237_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_829328_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""","Cronk, Mike",skipped,skipped,1,4
35596_00000_829259_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_829244_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_829207_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_828936_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_828030_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_826792_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_826736_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_826711_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_823476_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_571434_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""","Fletcher, Savannah",skipped,1,4
35596_00000_569993_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""","Cronk, Mike","Fletcher, Savannah",skipped,1,4
35596_00000_569968_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah","Cronk, Mike",skipped,skipped,1,4
35596_00000_569087_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_568509_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_568172_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike","Williams, Robert ""Bert""",skipped,skipped,1,4
35596_00000_566327_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""","Fletcher, Savannah",skipped,skipped,1,4
35596_00000_484893_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_484868_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_480378_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_480254_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_480227_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Fletcher, Savannah",skipped,skipped,skipped,1,4
35596_00000_480209_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Cronk, Mike",skipped,skipped,skipped,1,4
35596_00000_477898_,Ballot 37 - Type 37,Election Day,Judicial 4,Judicial,35-596 University West,35-596 University West,Region III,"Williams, Robert ""Bert""","Cronk, Mike",skipped,skipped,1,4
