Precinct,Ballot Style,source_file,rank1,rank2,rank3,rank4,numSeats,numCands
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nicole S. Lee,writein,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,writein,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 23 ED: 026,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,writein,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nancy J. Martinez,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nicole S. Lee,Nancy J. Martinez,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,writein,Selvena N. Brooks-Powers,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nicole S. Lee,Selvena N. Brooks-Powers,Nancy J. Martinez,writein,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,skipped,1,4
AD: 31 ED: 047,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,skipped,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nancy J. Martinez,Nicole S. Lee,writein,1,4
AD: 31 ED: 046,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Selvena N. Brooks-Powers,Nicole S. Lee,Nancy J. Martinez,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
AD: 31 ED: 042,,2021P4V1_ELE2,Nancy J. Martinez,Nicole S. Lee,Selvena N. Brooks-Powers,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nicole S. Lee,skipped,skipped,skipped,1,4
AD: 31 ED: 084,,2021P4V1_ELE2,Nancy J. Martinez,Selvena N. Brooks-Powers,Nicole S. Lee,skipped,1,4
AD: 31 ED: 043,,2021P4V1_ELE2,Selvena N. Brooks-Powers,skipped,skipped,skipped,1,4
