Precinct,rank1,rank2,rank3,Num cands,Num seats
BLOOMINGTON W-2 P-13,Chao Moua,Jonathan A. Minks,skipped,3,1
BLOOMINGTON W-2 P-13,Chao Moua,Jonathan A. Minks,skipped,3,1
BLOOMINGTON W-2 P-13,Chao Moua,Jonathan A. Minks,skipped,3,1
BLOOMINGTON W-2 P-13,Chao Moua,Jonathan A. Minks,skipped,3,1
BLOOMINGTON W-2 P-13,Chao Moua,Jonathan A. Minks,skipped,3,1
BLOOMINGTON W-2 P-13,Chao Moua,Jonathan A. Minks,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-22,Chao Moua,Maxwell Collins,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
BLOOMINGTON W-3 P-23,Chao Moua,skipped,skipped,3,1
