Ballot Style,Precinct,rank1,rank2,rank3,Num cands,Num seats
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Isaak Rooble,Victor Rivas,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Isaak Rooble,Victor Rivas,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Isaak Rooble,Victor Rivas,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Isaak Rooble,Victor Rivas,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Isaak Rooble,Victor Rivas,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Isaak Rooble,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Isaak Rooble,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Victor Rivas,Isaak Rooble,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Isaak Rooble,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-27,BLOOMINGTON W-4 P-27,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Luqman Abdi,Victor Rivas,Isaak Rooble,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,Victor Rivas,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
BLOOMINGTON W-4 P-26,BLOOMINGTON W-4 P-26,Isaak Rooble,Luqman Abdi,skipped,3,1
