Ballot Style,Precinct,rank1,rank2,rank3,Num cands,Num seats
BLOOMINGTON W-4 P-28,BLOOMINGTON W-4 P-28,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-28,BLOOMINGTON W-4 P-28,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-30,BLOOMINGTON W-4 P-30,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Victor Rivas,Isaak Rooble,Luqman Abdi,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Isaak Rooble,Victor Rivas,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
BLOOMINGTON W-4 P-29,BLOOMINGTON W-4 P-29,Luqman Abdi,skipped,skipped,3,1
