voter_id,rank1,rank2,rank3,rank4,rank5,rank6,num_positions
0,Maureen MCKAY Scottish Labour Party,Ian GRANT ,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,ALLAN MACDONALD Scottish Conservative and Unionist,3
1,Maureen MCKAY Scottish Labour Party,Ian GRANT ,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,ALLAN MACDONALD Scottish Conservative and Unionist,3
2,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,Maureen MCKAY Scottish Labour Party,WENDY MACDONALD Alba Party for independence,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),3
3,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,Maureen MCKAY Scottish Labour Party,WENDY MACDONALD Alba Party for independence,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),3
4,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,Maureen MCKAY Scottish Labour Party,WENDY MACDONALD Alba Party for independence,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),3
5,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,Maureen MCKAY Scottish Labour Party,WENDY MACDONALD Alba Party for independence,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),3
6,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,Maureen MCKAY Scottish Labour Party,WENDY MACDONALD Alba Party for independence,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),3
7,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,ALLAN MACDONALD Scottish Conservative and Unionist,Maureen MCKAY Scottish Labour Party,Ian GRANT ,3
8,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,ALLAN MACDONALD Scottish Conservative and Unionist,Maureen MCKAY Scottish Labour Party,Ian GRANT ,3
9,ALLAN MACDONALD Scottish Conservative and Unionist,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,skipped,skipped,skipped,3
10,ALLAN MACDONALD Scottish Conservative and Unionist,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,skipped,skipped,skipped,3
11,WENDY MACDONALD Alba Party for independence,ALLAN MACDONALD Scottish Conservative and Unionist,skipped,skipped,skipped,skipped,3
12,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),skipped,skipped,3
13,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,Maureen MCKAY Scottish Labour Party,3
14,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,Maureen MCKAY Scottish Labour Party,3
15,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,Maureen MCKAY Scottish Labour Party,3
16,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,Maureen MCKAY Scottish Labour Party,3
17,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
18,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
19,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
20,Maureen MCKAY Scottish Labour Party,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,WENDY MACDONALD Alba Party for independence,3
21,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,3
22,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,3
23,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,3
24,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,3
25,ALLAN MACDONALD Scottish Conservative and Unionist,Maureen MCKAY Scottish Labour Party,David William RICHARDSON Scottish National Party (SNP),Elaine COWAN Scottish National Party (SNP),Ian GRANT ,WENDY MACDONALD Alba Party for independence,3
26,Maureen MCKAY Scottish Labour Party,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),Ian GRANT ,WENDY MACDONALD Alba Party for independence,skipped,3
27,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,Ian GRANT ,skipped,skipped,skipped,3
28,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,Ian GRANT ,skipped,skipped,skipped,3
29,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,Ian GRANT ,skipped,skipped,skipped,3
30,Maureen MCKAY Scottish Labour Party,WENDY MACDONALD Alba Party for independence,ALLAN MACDONALD Scottish Conservative and Unionist,Elaine COWAN Scottish National Party (SNP),Ian GRANT ,David William RICHARDSON Scottish National Party (SNP),3
31,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,skipped,skipped,3
32,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,David William RICHARDSON Scottish National Party (SNP),WENDY MACDONALD Alba Party for independence,skipped,skipped,3
33,WENDY MACDONALD Alba Party for independence,Maureen MCKAY Scottish Labour Party,Ian GRANT ,ALLAN MACDONALD Scottish Conservative and Unionist,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),3
34,Maureen MCKAY Scottish Labour Party,Ian GRANT ,Elaine COWAN Scottish National Party (SNP),David William RICHARDSON Scottish National Party (SNP),skipped,skipped,3
35,Elaine COWAN Scottish National Party (SNP),Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,Ian GRANT ,WENDY MACDONALD Alba Party for independence,skipped,3
36,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
37,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
38,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
39,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
40,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
41,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
42,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
43,Maureen MCKAY Scottish Labour Party,ALLAN MACDONALD Scottish Conservative and Unionist,WENDY MACDONALD Alba Party for independence,skipped,skipped,skipped,3
