file,numCands,irv,plurality,plurality_runoff,borda_pm,borda_om_no_uwi,borda_avg_no_uwi,borda_trunc_points_scheme,condorcet,minimax,smith_set,bucklin
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard13.csv,6,['Linea Palmisano'],['Linea Palmisano'],ERROR,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward3CityCouncil.csv,5,['Steve Fletcher'],['Ginger Jentzen'],ERROR,['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher'],['Steve Fletcher']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard2.csv,6,['Robin Wonsley Worlobah'],['Robin Wonsley Worlobah'],ERROR,['Yusra Arab'],['Robin Wonsley Worlobah'],['Yusra Arab'],['Yusra Arab'],False,['Yusra Arab'],"['Cam Gordon', 'Robin Wonsley Worlobah', 'Yusra Arab']",['Yusra Arab']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard3.csv,5,['Michael Rainville'],['Michael Rainville'],ERROR,['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville'],['Michael Rainville']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward4CityCouncil.csv,5,['Phillipe M. Cunningham'],"['Barbara A. ""Barb"" Johnson']",ERROR,['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham'],['Phillipe M. Cunningham']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard1.csv,5,['Elliott Payne'],['Elliott Payne'],ERROR,['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne'],['Elliott Payne']
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard8.csv,5,['Andrea Jenkins'],['Soren Stevenson'],ERROR,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward12CityCouncil.csv,5,['Sandy Colvin Roy'],['Sandy Colvin Roy'],ERROR,['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy'],['Sandy Colvin Roy']
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard5.csv,4,['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],ERROR,['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison'],['Jeremiah Bey Ellison']
american/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict3.csv,4,['AK Hassan'],['AK Hassan'],ERROR,['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan'],['AK Hassan']
american/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict2.csv,3,['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson'],['Kale Severson']
american/processed_data/Minneapolis/Minneapolis_08112020_Ward6CityCouncilSpecialElection.csv,13,['Jamal Osman'],['Jamal Osman'],ERROR,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard4.csv,5,['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],ERROR,['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw'],['LaTrisha M. Vetaw']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward7CityCouncil.csv,4,['Lisa Goodman'],['Lisa Goodman'],ERROR,['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman'],['Lisa Goodman']
american/processed_data/Minneapolis/Minneapolis_11052013_ParkRecBoardAtLarge.csv,11,['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN'],['JOHN ERWIN']
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard6.csv,5,['Jamal Osman'],['Jamal Osman'],ERROR,['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman'],['Jamal Osman']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward8CityCouncil.csv,6,['Elizabeth Glidden'],['Elizabeth Glidden'],ERROR,['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden'],['Elizabeth Glidden']
american/processed_data/Minneapolis/Minneapolis_11062009_Mayor.csv,12,['R.T. Rybak'],['R.T. Rybak'],ERROR,['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak'],['R.T. Rybak']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward12CityCouncil.csv,4,['Andrew Johnson'],['Andrew Johnson'],ERROR,['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson'],['Andrew Johnson']
american/processed_data/Minneapolis/Minneapolis_11052013_Ward9CityCouncil.csv,7,['ALONDRA CANO'],['ALONDRA CANO'],ERROR,['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO'],['ALONDRA CANO']
american/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict1.csv,4,['Chris Meyer'],['Chris Meyer'],ERROR,['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer'],['Chris Meyer']
american/processed_data/Minneapolis/Minneapolis_11072023_CityCouncilWard7.csv,4,['Katie Cashman'],['Katie Cashman'],ERROR,['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman'],['Katie Cashman']
american/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict5.csv,4,['Steffanie Musich'],['Steffanie Musich'],ERROR,['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward1CityCouncil.csv,6,['Kevin Reich'],['Kevin Reich'],ERROR,['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich'],['Kevin Reich']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward9CityCouncil.csv,5,['Gary Schiff'],['Gary Schiff'],ERROR,['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff'],['Gary Schiff']
american/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict4.csv,3,['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Tom Nordyke'],['Jono Cowgill'],['Jono Cowgill'],['Tom Nordyke'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill'],['Jono Cowgill']
american/processed_data/Minneapolis/Minneapolis_11062009_MinneapolisParkRecBoard.csv,9,['writein'],['writein'],['writein'],['writein'],['writein'],['writein'],['writein'],['writein'],['writein'],['writein'],['writein']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward13CityCouncil.csv,3,['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano'],['Linea Palmisano']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard8.csv,3,['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins'],['Andrea Jenkins']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward6CityCouncil.csv,7,['Robert Lilligren'],['Robert Lilligren'],ERROR,['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren'],['Robert Lilligren']
american/processed_data/Minneapolis/Minneapolis_11072017_PRBoardDistrict6.csv,5,['Brad Bourn'],['Brad Bourn'],ERROR,['Bob Fine'],['Bob Fine'],['Bob Fine'],['Bob Fine'],['Brad Bourn'],['Brad Bourn'],['Brad Bourn'],['Bob Fine']
american/processed_data/Minneapolis/Minneapolis_11022021_CityCouncilWard9.csv,9,['Jason Chavez'],['Jason Chavez'],ERROR,['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez'],['Jason Chavez']
american/processed_data/Minneapolis/Minneapolis_11052013_Ward13CityCouncil.csv,6,['LINEA PALMISANO'],['LINEA PALMISANO'],ERROR,['MATT PERRY'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO'],['LINEA PALMISANO']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward4CityCouncil.csv,5,['Barbara A. Johnson'],['Barbara A. Johnson'],ERROR,['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson'],['Barbara A. Johnson']
american/processed_data/Minneapolis/Minneapolis_11052013_Ward5CityCouncil.csv,5,['BLONG YANG'],['BLONG YANG'],ERROR,['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG'],['BLONG YANG']
american/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardDistrict3.csv,4,['Becky Alper'],['Becky Alper'],ERROR,['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper'],['Becky Alper']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward3CityCouncil.csv,5,['Diane Hofstede'],['Diane Hofstede'],ERROR,['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede'],['Diane Hofstede']
american/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardDistrict1.csv,2,['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz'],['Billy Menz']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward11CityCouncil.csv,4,['Jeremy Schroeder'],['Jeremy Schroeder'],ERROR,['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder'],['Jeremy Schroeder']
american/processed_data/Minneapolis/Minneapolis_11072017_Ward10CityCouncil.csv,5,['Lisa Bender'],['Lisa Bender'],ERROR,['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender'],['Lisa Bender']
american/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardDistrict4.csv,3,['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer'],['Elizabeth Shaffer']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward2CityCouncil.csv,3,['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon'],['Cam Gordon']
american/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardDistrict5.csv,4,['Steffanie Musich'],['Steffanie Musich'],ERROR,['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich'],['Steffanie Musich']
american/processed_data/Minneapolis/Minneapolis_11062009_Ward5CityCouncil.csv,6,['Don Samuels'],['Don Samuels'],ERROR,['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels'],['Don Samuels']
american/processed_data/Minneapolis/Minneapolis_11022021_ParkBoardDistrict6.csv,5,['Cathy Abene'],['Risa Hustad'],ERROR,['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene'],['Cathy Abene']
"american/processed_data/Pierce County, WA/PierceCounty_11042008_CountyExecutiveMember.csv",5,['Pat McCarthy'],['Shawn Bunney'],ERROR,['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Shawn Bunney'],['Pat McCarthy'],['Pat McCarthy'],['Pat McCarthy'],['Shawn Bunney']
"american/processed_data/Pierce County, WA/PierceCounty_11032009_CountyAuditor.csv",4,['Julie Anderson'],['Julie Anderson'],ERROR,['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson'],['Julie Anderson']
"american/processed_data/Pierce County, WA/PierceCounty_11042008_CountyAssessorTreasurer.csv",7,['Dale Washam'],['Dale Washam'],ERROR,['Jan Shabro'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam'],['Dale Washam']
"american/processed_data/Pierce County, WA/PierceCounty_11042008_CountyCouncilDistrict2.csv",4,['Joyce McDonald'],['Joyce McDonald'],ERROR,['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald'],['Joyce McDonald']
"american/processed_data/Portland, OR/PortlandOR_110524_Mayor.csv",21,['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez'],['Rene Gonzalez']
"american/processed_data/Portland, ME/Portland_06142022_SchoolboardAL-1.csv",7,"['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']","['Mancini, Kimberly A.']"
"american/processed_data/Portland, ME/Portland_06142022_Schoolboarddistrict5-1.csv",5,"['Brydon, Sarah M.']","['Brydon, Sarah M.']",ERROR,"['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']","['Brydon, Sarah M.']"
"american/processed_data/Portland, ME/Portland_06082021_charter_commission_at_large.csv",11,"['Chann, Marpheen S.']","['Sheikh-Yousef, Nasreen A.']",ERROR,"['Sheikh-Yousef, Nasreen A.']","['Sheikh-Yousef, Nasreen A.']","['Sheikh-Yousef, Nasreen A.']","['Sheikh-Yousef, Nasreen A.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Chann, Marpheen S.']","['Sheikh-Yousef, Nasreen A.']"
american/processed_data/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict90.csv,3,"['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']","['Crafts, Lydia V.']"
american/processed_data/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict47.csv,3,"['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']","['Bell, Arthur L.']"
american/processed_data/Maine/Maine_11082022_CongressionalDistrict2.csv,4,"['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']","['Golden, Jared Forrest']"
american/processed_data/Maine/Maine_11062018_CongressionalDistrict2.csv,4,"['DEM Golden, Jared F.']","['REP Poliquin, Bruce']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']","['DEM Golden, Jared F.']"
american/processed_data/Maine/Maine_06122018_DemocraticPrimaryforCD2.csv,4,"['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']","['Golden, Jared F.']"
american/processed_data/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict41.csv,3,"['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']","['Zager, Samuel Lewis']"
american/processed_data/Maine/Maine_07142020_RepublicanCandidateforUSHouseofRepresentativesDistrict2.csv,3,"['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']","['Crafts, Dale John']"
american/processed_data/Maine/Maine_07142020_DemocraticCandidateforMaineStateSenateDistrict11.csv,3,"['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']","['Curry, Glenn Chip']"
american/processed_data/Maine/Maine_06122018_DemocraticPrimaryforGovernor.csv,8,"['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']","['Mills, Janet T.']"
american/processed_data/Maine/Maine_07142020_DemocraticCandidateforMaineStateHouseDistrict49.csv,3,"['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']","['Arford, Poppy']"
"american/processed_data/Takoma Park, MD/TakomaPark_11082022_Mayor.csv",4,['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy'],['Talisha Searcy']
"american/processed_data/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard4.csv",2,['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens'],['Terry Seamens']
"american/processed_data/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard5.csv",3,['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak'],['Cara Honzak']
"american/processed_data/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard6.csv",5,['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small'],['Jason Small']
"american/processed_data/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard2.csv",2,['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa'],['Cindy Dyballa']
"american/processed_data/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard3.csv",4,['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson'],['Randy Gibson']
"american/processed_data/Takoma Park, MD/TakomaPark_11082022_CityCouncilWard1.csv",4,['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher'],['Shana Fulcher']
american/processed_data/Bloomington/Bloomington_11072023_SpecialCityCouncilAtLarge.csv,3,['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua'],['Chao Moua']
american/processed_data/Bloomington/Bloomington_11072023_CityCouncilDistrict4.csv,3,['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas'],['Victor Rivas']
american/processed_data/Utah cities/Springville_11022021_Mayor.csv,3,['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD'],['MATT PACKARD']
american/processed_data/Utah cities/WoodlandHills_11022021_CityCouncil.csv,4,['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT'],['JANET LUNT']
american/processed_data/Utah cities/Springville_11022021_CityCouncil4yr.csv,7,['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON'],['MICHAEL SNELSON']
american/processed_data/Utah cities/WoodlandHills_11022021_Mayor.csv,3,['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER'],['BRENT WINDER']
american/processed_data/Utah cities/Vineyard_11022021_CityCouncil.csv,5,['MARDI SIFUENTES'],['MARDI SIFUENTES'],ERROR,['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES'],['MARDI SIFUENTES']
american/processed_data/Utah cities/Genola_11022021_CityCouncil.csv,3,['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON'],['HALE ROBISON']
american/processed_data/Utah cities/Vineyard_11052019_CityCouncil.csv,7,['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH'],['CRISTY WELSH']
american/processed_data/Utah cities/Moab_11022021_CityCouncil.csv,6,['JASON TAYLOR'],['JASON TAYLOR'],['JASON TAYLOR'],['JASON TAYLOR'],['LUKE WOJCIECHOWSKI'],['JASON TAYLOR'],['JASON TAYLOR'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['LUKE WOJCIECHOWSKI'],['JASON TAYLOR']
american/processed_data/Utah cities/Payson_11052019_CityCouncil.csv,5,['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL'],['CARY KENNETH STOCKWELL']
american/processed_data/Utah cities/ElkRidge_11022021_Mayor.csv,3,['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK'],['ROBERT HADDOCK']
american/processed_data/Utah cities/Lehi_11022021_CityCouncil.csv,9,['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE'],['CHRIS CONDIE']
american/processed_data/Utah cities/Vineyard_11022021_Mayor.csv,3,['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER'],['JULIE FULLMER']
