Ballot Style,Cast Vote Record,Precinct,rank1,rank2,rank3,rank4,numSeats,numCands
"Eastpointe, Pct 10",82901,"Eastpointe, Pct 10",Rob Baker,Shenita Lloyd,Michael Jones,skipped,2,6
"Eastpointe, Pct 9",82902,"Eastpointe, Pct 9",Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",82904,"Eastpointe, Pct 8",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 8",82905,"Eastpointe, Pct 8",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 7",82906,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 9",82907,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",82908,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",82909,"Eastpointe, Pct 9",Michael Jones,Rob Baker,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 8",82910,"Eastpointe, Pct 8",Rob Baker,Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 6",82911,"Eastpointe, Pct 6",Sylvia L. Moore,Cardi DeMonaco Jr.,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 8",82912,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",82913,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",82914,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 9",82915,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 10",82916,"Eastpointe, Pct 10",Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 8",82917,"Eastpointe, Pct 8",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 9",82918,"Eastpointe, Pct 9",Tonia Gladney,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 9",82919,"Eastpointe, Pct 9",Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 9",82920,"Eastpointe, Pct 9",Shenita Lloyd,Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 8",82921,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",82922,"Eastpointe, Pct 8",Tonia Gladney,Cardi DeMonaco Jr.,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 7",82923,"Eastpointe, Pct 7",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 6",82924,"Eastpointe, Pct 6",Rob Baker,Shenita Lloyd,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 6",82925,"Eastpointe, Pct 6",Sylvia L. Moore,Tonia Gladney,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 7",82927,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 6",82928,"Eastpointe, Pct 6",Sylvia L. Moore,Cardi DeMonaco Jr.,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 8",82929,"Eastpointe, Pct 8",Michael Jones,Sylvia L. Moore,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 6",82930,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 7",82931,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 9",82932,"Eastpointe, Pct 9",Tonia Gladney,Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 9",82933,"Eastpointe, Pct 9",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 10",82934,"Eastpointe, Pct 10",Michael Jones,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",82935,"Eastpointe, Pct 8",Rob Baker,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 9",82936,"Eastpointe, Pct 9",Shenita Lloyd,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 9",82937,"Eastpointe, Pct 9",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",82939,"Eastpointe, Pct 7",Rob Baker,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",82940,"Eastpointe, Pct 8",Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",82941,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 7",82943,"Eastpointe, Pct 7",Rob Baker,Tonia Gladney,Shenita Lloyd,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 6",82944,"Eastpointe, Pct 6",Sylvia L. Moore,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 10",82945,"Eastpointe, Pct 10",Shenita Lloyd,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 9",82946,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 10",82947,"Eastpointe, Pct 10",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 9",82948,"Eastpointe, Pct 9",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 8",82949,"Eastpointe, Pct 8",Michael Jones,Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 10",82950,"Eastpointe, Pct 10",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",82951,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Rob Baker,2,6
"Eastpointe, Pct 9",82952,"Eastpointe, Pct 9",Tonia Gladney,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 10",82953,"Eastpointe, Pct 10",Rob Baker,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 10",82954,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 10",82955,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",82956,"Eastpointe, Pct 7",Rob Baker,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 8",82957,"Eastpointe, Pct 8",Shenita Lloyd,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 8",82958,"Eastpointe, Pct 8",Tonia Gladney,Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,2,6
"Eastpointe, Pct 7",82959,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 8",82960,"Eastpointe, Pct 8",Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 7",82961,"Eastpointe, Pct 7",Rob Baker,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",82962,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",82964,"Eastpointe, Pct 6",Sylvia L. Moore,Michael Jones,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 9",82965,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",82966,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 7",82967,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",82968,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",82969,"Eastpointe, Pct 8",Shenita Lloyd,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 8",82970,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",82971,"Eastpointe, Pct 8",Rob Baker,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 6",82972,"Eastpointe, Pct 6",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 9",82973,"Eastpointe, Pct 9",Shenita Lloyd,Michael Jones,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 9",82974,"Eastpointe, Pct 9",Rob Baker,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 9",82975,"Eastpointe, Pct 9",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 8",82976,"Eastpointe, Pct 8",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",82977,"Eastpointe, Pct 8",Tonia Gladney,Michael Jones,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",82978,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 7",82980,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 6",82981,"Eastpointe, Pct 6",Rob Baker,Michael Jones,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",82982,"Eastpointe, Pct 8",Sylvia L. Moore,Rob Baker,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 6",82983,"Eastpointe, Pct 6",Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 9",82984,"Eastpointe, Pct 9",Shenita Lloyd,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 9",82985,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Sylvia L. Moore,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 10",82986,"Eastpointe, Pct 10",Michael Jones,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 8",82987,"Eastpointe, Pct 8",Rob Baker,Shenita Lloyd,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 7",82988,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 10",82989,"Eastpointe, Pct 10",Michael Jones,Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 10",82990,"Eastpointe, Pct 10",Michael Jones,Rob Baker,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 8",82991,"Eastpointe, Pct 8",Michael Jones,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 10",82992,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 10",82993,"Eastpointe, Pct 10",Sylvia L. Moore,Michael Jones,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 7",82994,"Eastpointe, Pct 7",Rob Baker,Tonia Gladney,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 9",82995,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 6",82996,"Eastpointe, Pct 6",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 10",82997,"Eastpointe, Pct 10",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 7",82998,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 6",82999,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,2,6
"Eastpointe, Pct 10",83000,"Eastpointe, Pct 10",Rob Baker,Shenita Lloyd,Cardi DeMonaco Jr.,Michael Jones,2,6
"Eastpointe, Pct 8",83001,"Eastpointe, Pct 8",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",83002,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Shenita Lloyd,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 9",83003,"Eastpointe, Pct 9",Rob Baker,Sylvia L. Moore,Michael Jones,skipped,2,6
"Eastpointe, Pct 10",83004,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",83005,"Eastpointe, Pct 7",Tonia Gladney,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 10",83006,"Eastpointe, Pct 10",Shenita Lloyd,Cardi DeMonaco Jr.,Michael Jones,Rob Baker,2,6
"Eastpointe, Pct 9",83007,"Eastpointe, Pct 9",Michael Jones,Shenita Lloyd,Cardi DeMonaco Jr.,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83008,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 9",83009,"Eastpointe, Pct 9",Michael Jones,Shenita Lloyd,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83010,"Eastpointe, Pct 8",Shenita Lloyd,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 7",83011,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",83012,"Eastpointe, Pct 6",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 8",83013,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",83014,"Eastpointe, Pct 8",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 8",83015,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",83016,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 10",83017,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",83018,"Eastpointe, Pct 8",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,skipped,2,6
"Eastpointe, Pct 8",83019,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",83020,"Eastpointe, Pct 8",Sylvia L. Moore,Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,2,6
"Eastpointe, Pct 9",83021,"Eastpointe, Pct 9",Michael Jones,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83022,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 7",83023,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Shenita Lloyd,Michael Jones,2,6
"Eastpointe, Pct 9",83024,"Eastpointe, Pct 9",Michael Jones,Shenita Lloyd,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 10",83025,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 6",83026,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",83027,"Eastpointe, Pct 8",Sylvia L. Moore,Rob Baker,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",83028,"Eastpointe, Pct 8",Sylvia L. Moore,Michael Jones,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 9",83029,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",83030,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 10",83031,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83032,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 9",83033,"Eastpointe, Pct 9",Shenita Lloyd,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 7",83034,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 7",83035,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",83036,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 9",83037,"Eastpointe, Pct 9",Michael Jones,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 7",83038,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Sylvia L. Moore,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 7",83039,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",83040,"Eastpointe, Pct 8",Michael Jones,Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83041,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Tonia Gladney,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 9",83042,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",83043,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 6",83044,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 8",83045,"Eastpointe, Pct 8",Michael Jones,Sylvia L. Moore,Shenita Lloyd,Rob Baker,2,6
"Eastpointe, Pct 7",83046,"Eastpointe, Pct 7",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",83047,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 6",83048,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83050,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Michael Jones,Sylvia L. Moore,Shenita Lloyd,2,6
"Eastpointe, Pct 7",83051,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 8",83052,"Eastpointe, Pct 8",Rob Baker,Cardi DeMonaco Jr.,Shenita Lloyd,skipped,2,6
"Eastpointe, Pct 6",83053,"Eastpointe, Pct 6",Sylvia L. Moore,Tonia Gladney,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",83054,"Eastpointe, Pct 8",Michael Jones,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",83055,"Eastpointe, Pct 6",Rob Baker,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 9",83056,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 7",83057,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 9",83058,"Eastpointe, Pct 9",Rob Baker,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",83059,"Eastpointe, Pct 9",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 8",83060,"Eastpointe, Pct 8",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 7",83061,"Eastpointe, Pct 7",Michael Jones,Cardi DeMonaco Jr.,Rob Baker,skipped,2,6
"Eastpointe, Pct 10",83062,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Tonia Gladney,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 9",83063,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,Michael Jones,2,6
"Eastpointe, Pct 6",83064,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,Tonia Gladney,skipped,2,6
"Eastpointe, Pct 9",83065,"Eastpointe, Pct 9",Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,Tonia Gladney,2,6
"Eastpointe, Pct 9",83066,"Eastpointe, Pct 9",Shenita Lloyd,Michael Jones,Tonia Gladney,Rob Baker,2,6
"Eastpointe, Pct 7",83067,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 8",83068,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",83069,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 9",83070,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Tonia Gladney,Rob Baker,Michael Jones,2,6
"Eastpointe, Pct 7",83071,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 10",83072,"Eastpointe, Pct 10",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 10",83073,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Michael Jones,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 8",83074,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Tonia Gladney,skipped,skipped,2,6
"Eastpointe, Pct 9",83075,"Eastpointe, Pct 9",Cardi DeMonaco Jr.,Shenita Lloyd,Tonia Gladney,Sylvia L. Moore,2,6
"Eastpointe, Pct 6",83076,"Eastpointe, Pct 6",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",83077,"Eastpointe, Pct 9",Shenita Lloyd,Sylvia L. Moore,skipped,skipped,2,6
"Eastpointe, Pct 6",83078,"Eastpointe, Pct 6",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 6",83079,"Eastpointe, Pct 6",Sylvia L. Moore,Tonia Gladney,Michael Jones,Shenita Lloyd,2,6
"Eastpointe, Pct 7",83080,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,Sylvia L. Moore,skipped,2,6
"Eastpointe, Pct 7",83081,"Eastpointe, Pct 7",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 6",83082,"Eastpointe, Pct 6",Rob Baker,Michael Jones,Shenita Lloyd,Tonia Gladney,2,6
"Eastpointe, Pct 9",83083,"Eastpointe, Pct 9",Sylvia L. Moore,Cardi DeMonaco Jr.,Michael Jones,skipped,2,6
"Eastpointe, Pct 6",83084,"Eastpointe, Pct 6",Shenita Lloyd,Michael Jones,Cardi DeMonaco Jr.,Rob Baker,2,6
"Eastpointe, Pct 10",83085,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,Rob Baker,Michael Jones,Sylvia L. Moore,2,6
"Eastpointe, Pct 7",83086,"Eastpointe, Pct 7",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 10",83087,"Eastpointe, Pct 10",Sylvia L. Moore,skipped,skipped,skipped,2,6
"Eastpointe, Pct 9",83088,"Eastpointe, Pct 9",Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,skipped,2,6
"Eastpointe, Pct 8",83089,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Rob Baker,skipped,skipped,2,6
"Eastpointe, Pct 9",83090,"Eastpointe, Pct 9",Rob Baker,Shenita Lloyd,skipped,skipped,2,6
"Eastpointe, Pct 9",83091,"Eastpointe, Pct 9",Sylvia L. Moore,Shenita Lloyd,Michael Jones,Tonia Gladney,2,6
"Eastpointe, Pct 6",83092,"Eastpointe, Pct 6",Michael Jones,Sylvia L. Moore,Tonia Gladney,Shenita Lloyd,2,6
"Eastpointe, Pct 10",83093,"Eastpointe, Pct 10",Michael Jones,Cardi DeMonaco Jr.,Rob Baker,Sylvia L. Moore,2,6
"Eastpointe, Pct 10",83094,"Eastpointe, Pct 10",Michael Jones,Sylvia L. Moore,Rob Baker,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",83095,"Eastpointe, Pct 8",Michael Jones,Tonia Gladney,Shenita Lloyd,Sylvia L. Moore,2,6
"Eastpointe, Pct 10",83096,"Eastpointe, Pct 10",Cardi DeMonaco Jr.,skipped,skipped,skipped,2,6
"Eastpointe, Pct 8",83097,"Eastpointe, Pct 8",Rob Baker,Michael Jones,skipped,skipped,2,6
"Eastpointe, Pct 8",83098,"Eastpointe, Pct 8",Shenita Lloyd,Sylvia L. Moore,Tonia Gladney,Michael Jones,2,6
"Eastpointe, Pct 6",83100,"Eastpointe, Pct 6",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 8",83101,"Eastpointe, Pct 8",Tonia Gladney,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 9",83102,"Eastpointe, Pct 9",Rob Baker,Cardi DeMonaco Jr.,skipped,skipped,2,6
"Eastpointe, Pct 8",83103,"Eastpointe, Pct 8",Cardi DeMonaco Jr.,Sylvia L. Moore,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 9",83104,"Eastpointe, Pct 9",Shenita Lloyd,Rob Baker,Michael Jones,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 8",83105,"Eastpointe, Pct 8",Michael Jones,Shenita Lloyd,Rob Baker,Tonia Gladney,2,6
"Eastpointe, Pct 7",83106,"Eastpointe, Pct 7",Sylvia L. Moore,Rob Baker,Tonia Gladney,Cardi DeMonaco Jr.,2,6
"Eastpointe, Pct 7",83107,"Eastpointe, Pct 7",Rob Baker,Michael Jones,Sylvia L. Moore,Cardi DeMonaco Jr.,2,6
