voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,numSeats,numCands
0,Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Claire MILLER (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
1,Claire MILLER (Grn),Marianne MWIKI (SNP),Finlay MCFARLANE (SNP),Andy FOXALL (LD),Margaret Arma GRAHAM (Labour and Co-operative Party),Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Kevin ILLINGWORTH (Ind),Bonnie Prince BOB (Ind),Pete CARSON (Ind),skipped,skipped,4,13
2,Andy FOXALL (LD),Claire MILLER (Grn),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),Margaret Arma GRAHAM (Labour and Co-operative Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
3,Andy FOXALL (LD),Claire MILLER (Grn),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),Margaret Arma GRAHAM (Labour and Co-operative Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
4,Andy FOXALL (LD),Claire MILLER (Grn),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),Margaret Arma GRAHAM (Labour and Co-operative Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
5,Andy FOXALL (LD),Claire MILLER (Grn),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),Margaret Arma GRAHAM (Labour and Co-operative Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
6,Bonnie Prince BOB (Ind),Claire MILLER (Grn),Norrie ROWAN (Ind),Marianne MWIKI (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
7,Claire MILLER (Grn),Bonnie Prince BOB (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Kevin ILLINGWORTH (Ind),Marianne MWIKI (SNP),Finlay MCFARLANE (SNP),Pete CARSON (Ind),Margaret Arma GRAHAM (Labour and Co-operative Party),Andy FOXALL (LD),Kevan SHAW (Alba),Norrie ROWAN (Ind),Paul R. PENMAN (Ind),Jo MOWAT (Con),4,13
8,Andy FOXALL (LD),Margaret Arma GRAHAM (Labour and Co-operative Party),Jo MOWAT (Con),Maria PAKPAHAN-CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
9,Andy FOXALL (LD),Margaret Arma GRAHAM (Labour and Co-operative Party),Jo MOWAT (Con),Maria PAKPAHAN-CAMPBELL (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
10,Claire MILLER (Grn),Jo MOWAT (Con),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
11,Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),Claire MILLER (Grn),Margaret Arma GRAHAM (Labour and Co-operative Party),Kevin ILLINGWORTH (Ind),Andy FOXALL (LD),Pete CARSON (Ind),Bonnie Prince BOB (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Jo MOWAT (Con),Kevan SHAW (Alba),4,13
12,Marianne MWIKI (SNP),Finlay MCFARLANE (SNP),Kevan SHAW (Alba),Margaret Arma GRAHAM (Labour and Co-operative Party),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
13,Jo MOWAT (Con),Margaret Arma GRAHAM (Labour and Co-operative Party),Bonnie Prince BOB (Ind),Pete CARSON (Ind),Andy FOXALL (LD),Kevin ILLINGWORTH (Ind),Claire MILLER (Grn),Maria PAKPAHAN-CAMPBELL (Ind),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Kevan SHAW (Alba),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),4,13
14,Jo MOWAT (Con),Andy FOXALL (LD),Claire MILLER (Grn),Paul R. PENMAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
15,Andy FOXALL (LD),Pete CARSON (Ind),Jo MOWAT (Con),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),Maria PAKPAHAN-CAMPBELL (Ind),Bonnie Prince BOB (Ind),Kevin ILLINGWORTH (Ind),Margaret Arma GRAHAM (Labour and Co-operative Party),Finlay MCFARLANE (SNP),Claire MILLER (Grn),Marianne MWIKI (SNP),Kevan SHAW (Alba),4,13
16,Marianne MWIKI (SNP),Maria PAKPAHAN-CAMPBELL (Ind),Kevin ILLINGWORTH (Ind),Kevan SHAW (Alba),Claire MILLER (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
17,Kevan SHAW (Alba),Norrie ROWAN (Ind),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),Claire MILLER (Grn),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
18,Kevan SHAW (Alba),Claire MILLER (Grn),Margaret Arma GRAHAM (Labour and Co-operative Party),Andy FOXALL (LD),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
19,Margaret Arma GRAHAM (Labour and Co-operative Party),Maria PAKPAHAN-CAMPBELL (Ind),Bonnie Prince BOB (Ind),Pete CARSON (Ind),Claire MILLER (Grn),Paul R. PENMAN (Ind),Kevin ILLINGWORTH (Ind),Kevan SHAW (Alba),Norrie ROWAN (Ind),Andy FOXALL (LD),Finlay MCFARLANE (SNP),Marianne MWIKI (SNP),Jo MOWAT (Con),4,13
20,Jo MOWAT (Con),Andy FOXALL (LD),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
21,Jo MOWAT (Con),Andy FOXALL (LD),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
22,Jo MOWAT (Con),Andy FOXALL (LD),Paul R. PENMAN (Ind),Norrie ROWAN (Ind),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,13
