voterId,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,numSeats,numCands
0,Susan RAE (Grn),James DALGLEISH (Labour and Co-operative Party),Jack CALDWELL (LD),Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),David RENTON Women's Equality Party (UNKNOWN),Richard Charles SHILLCOCK (Comm) Party of Britain,David Don JACOBSEN Socialist (Lab) Party,skipped,skipped,skipped,skipped,4,12
1,James DALGLEISH (Labour and Co-operative Party),Rob MUNN (SNP),Jack CALDWELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
2,James DALGLEISH (Labour and Co-operative Party),Rob MUNN (SNP),Jack CALDWELL (LD),skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
3,David RENTON Women's Equality Party (UNKNOWN),Joe SMITH (Alba),Bonus FOMBO (Con),Jon PULLMAN (Freedom Alliance). Real People. Real Alternative,Jack CALDWELL (LD),James DALGLEISH (Labour and Co-operative Party),David Don JACOBSEN Socialist (Lab) Party,Richard Charles SHILLCOCK (Comm) Party of Britain,Niel DEEPNARAIN (SFP),Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),4,12
4,James DALGLEISH (Labour and Co-operative Party),Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Jack CALDWELL (LD),David Don JACOBSEN Socialist (Lab) Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
5,Susan RAE (Grn),Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Jack CALDWELL (LD),James DALGLEISH (Labour and Co-operative Party),David RENTON Women's Equality Party (UNKNOWN),David Don JACOBSEN Socialist (Lab) Party,Richard Charles SHILLCOCK (Comm) Party of Britain,Joe SMITH (Alba),Bonus FOMBO (Con),Niel DEEPNARAIN (SFP),Jon PULLMAN (Freedom Alliance). Real People. Real Alternative,4,12
6,Susan RAE (Grn),David RENTON Women's Equality Party (UNKNOWN),Richard Charles SHILLCOCK (Comm) Party of Britain,Jack CALDWELL (LD),James DALGLEISH (Labour and Co-operative Party),Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),skipped,skipped,skipped,skipped,skipped,4,12
7,Bonus FOMBO (Con),James DALGLEISH (Labour and Co-operative Party),Niel DEEPNARAIN (SFP),Jon PULLMAN (Freedom Alliance). Real People. Real Alternative,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
8,Susan RAE (Grn),Rob MUNN (SNP),Richard Charles SHILLCOCK (Comm) Party of Britain,Amy MCNEESE-MECHAN (SNP),David Don JACOBSEN Socialist (Lab) Party,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
9,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
10,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
11,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
12,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
13,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
14,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
15,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
16,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
17,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
18,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
19,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
20,Amy MCNEESE-MECHAN (SNP),Rob MUNN (SNP),Susan RAE (Grn),Richard Charles SHILLCOCK (Comm) Party of Britain,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,4,12
