voter_id,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,num_positions
0,Heather ANDERSON Scottish National Party (SNP),Mark FLYNN Scottish National Party (SNP),Tanya JONES Scottish Greens - Delivering For Our Community,Jenny BLAIN Scottish Liberal Democrats,Helen WRIGHT Scottish Labour Party,George MCIRVINE Scottish Labour Party,Scott AGNEW Alba Party for independence,Wayne SCOTT Scottish Trade Unionist and Socialist Coalition,Naveed ALI Scottish Conservative and Unionist,4
1,Helen WRIGHT Scottish Labour Party,Wayne SCOTT Scottish Trade Unionist and Socialist Coalition,George MCIRVINE Scottish Labour Party,Tanya JONES Scottish Greens - Delivering For Our Community,Jenny BLAIN Scottish Liberal Democrats,Heather ANDERSON Scottish National Party (SNP),Naveed ALI Scottish Conservative and Unionist,Scott AGNEW Alba Party for independence,Mark FLYNN Scottish National Party (SNP),4
2,Heather ANDERSON Scottish National Party (SNP),Mark FLYNN Scottish National Party (SNP),Jenny BLAIN Scottish Liberal Democrats,Wayne SCOTT Scottish Trade Unionist and Socialist Coalition,Tanya JONES Scottish Greens - Delivering For Our Community,Helen WRIGHT Scottish Labour Party,George MCIRVINE Scottish Labour Party,Scott AGNEW Alba Party for independence,skipped,4
3,Mark FLYNN Scottish National Party (SNP),Tanya JONES Scottish Greens - Delivering For Our Community,Heather ANDERSON Scottish National Party (SNP),Scott AGNEW Alba Party for independence,Wayne SCOTT Scottish Trade Unionist and Socialist Coalition,skipped,skipped,skipped,skipped,4
4,Tanya JONES Scottish Greens - Delivering For Our Community,Wayne SCOTT Scottish Trade Unionist and Socialist Coalition,Heather ANDERSON Scottish National Party (SNP),Jenny BLAIN Scottish Liberal Democrats,Helen WRIGHT Scottish Labour Party,Mark FLYNN Scottish National Party (SNP),George MCIRVINE Scottish Labour Party,Naveed ALI Scottish Conservative and Unionist,Scott AGNEW Alba Party for independence,4
5,Heather ANDERSON Scottish National Party (SNP),Scott AGNEW Alba Party for independence,Mark FLYNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
6,Heather ANDERSON Scottish National Party (SNP),Scott AGNEW Alba Party for independence,Mark FLYNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
7,Heather ANDERSON Scottish National Party (SNP),Scott AGNEW Alba Party for independence,Mark FLYNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
8,Heather ANDERSON Scottish National Party (SNP),Scott AGNEW Alba Party for independence,Mark FLYNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
9,Heather ANDERSON Scottish National Party (SNP),Scott AGNEW Alba Party for independence,Mark FLYNN Scottish National Party (SNP),skipped,skipped,skipped,skipped,skipped,skipped,4
