,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
voters_compromise,0.0030303030303030303,0.23333333333333314,0.24545454545454523,0.2636363636363635,0.16363636363636364,0.2424242424242422,0.2424242424242422,0.22424242424242408,0.8393939393939429,0.845454545454549,0.845454545454549,0.3606060606060611
voters_bullet,0.0,0.0,0.0,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.00909090909090909,0.1878787878787878,0.05454545454545453,0.02424242424242424
voters_protect,0.0,0.3181818181818184,0.32727272727272755,0.3484848484848489,0.2515151515151513,0.3303030303030306,0.3303030303030306,0.3303030303030306,0.8818181818181856,0.8818181818181856,0.8818181818181856,0.4333333333333343
voters_score,0.0030303030303030303,0.0,0.0,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.0030303030303030303,0.027272727272727268,0.1454545454545455,0.06666666666666665,0.030303030303030297
