,plurality,plurality_runoff,IRV,smith_irv,smith_plurality,minimax,smith_minimax,ranked_pairs,Borda_PM,Borda_OM,Borda_AVG,bucklin
voters_compromise,1,1.025974025974026,1.5061728395061729,3.8045977011494254,5.425925925925926,5.0625,5.0625,5.027027027027027,5.191335740072202,5.150537634408602,5.150537634408602,5.26890756302521
voters_bullet,-1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387096774193549,0.0,0.0
voters_protect,-1,1.0,1.5648148148148149,4.3652173913043475,5.63855421686747,5.385321100917431,5.385321100917431,5.348623853211009,5.261168384879725,5.257731958762887,5.257731958762887,5.468531468531468
voters_score,1,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.1
