53 1.0
1 4 9 44 23 7 1 6 25 51 17 5 21 27 2 47 12 11 14 10 31 15 16 8 18 0
1 5 44 4 8 3 38 2 1 0
1 11 44 4 45 3 1 0
1 15 9 44 6 7 3 16 38 4 0
1 16 23 29 8 44 12 3 14 6 9 5 26 46 1 4 7 30 0
1 17 4 44 1 8 7 2 50 6 5 3 0
1 21 22 14 9 44 1 7 30 11 4 26 17 3 42 40 34 24 5 37 36 12 13 53 15 2 8 25 33 27 6 29 10 0
1 30 44 2 1 49 52 0
1 35 1 44 4 36 2 28 3 5 0
1 39 1 32 21 44 6 2 20 41 33 40 42 0
1 44 1 3 38 2 0
1 44 1 9 45 18 0
2 44 1 38 0
1 44 1 45 3 0
1 44 2 4 5 19 3 0
1 44 2 14 5 38 1 0
1 44 2 19 3 0
1 44 3 2 1 38 0
1 44 3 2 19 0
1 44 4 1 45 3 0
1 44 5 8 13 9 12 4 15 14 11 45 1 17 16 10 3 18 0
1 44 6 1 4 7 2 5 47 0
1 44 6 4 3 2 1 10 48 9 0
1 44 9 2 7 8 6 46 5 3 1 0
1 44 19 0
1 44 33 3 19 2 0
3 44 38 0
3 44 38 1 0
1 44 47 2 1 0
1 44 47 2 1 4 0
1 51 13 24 44 26 30 14 22 42 21 29 18 1 25 2 16 43 15 9 4 7 41 6 3 5 0
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
1
7
21
19
23
24
25
26
27
35
28
30
22
32
33
34
35
36
37
48
38
39
41
40
40
48
2
4
3
5
31
Skipped
20
30
29
